SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6919.65,6932.15,6765.4,6792.3,6787,6890.55,1334,3486,23863676,
500003,"AEGIS LOGISTICS LTD.",A,STK,833.95,834,804.5,810.25,810,820.45,1089,16843,13799120,
500008,"Amara Raja Energy & Mobility L",A,STK,1200.8,1220,1186.85,1190.05,1192.95,1200.05,1606,26207,31351728,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,57.8,57.8,56.25,56.82,56.82,57.48,366,56780,3241447,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,75,76.4,75,75.44,75.44,75.84,545,50705,3837083,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,7.12,7.45,7.12,7.26,7.32,7.25,138,8654,63164,
500016,"ARUNA HOTELS LTD.",X,STK,11.79,11.79,11.23,11.61,11.48,11.69,26,5838,67902,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,195.55,198.85,193.5,194.05,194.05,195.9,1275,65704,12865707,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,325.05,325.05,325.05,325.05,325.05,342.15,23,2276,739813,
500027,"ATUL LTD.",A,STK,7001.4,7001.45,6850,6881,6850,6981.45,231,649,4499653,
500028,"ATV PROJECTS INDIA LTD.",X,STK,45.94,46.5,44.68,46.25,46.45,44.72,717,182286,8397734,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,799.25,802.15,776,779.45,793.2,782.2,156,963,762110,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,30.88,31.43,30.68,30.79,30.79,30.92,2974,626599,19470511,
500033,"FORCE MOTORS LTD.",A,STK,7206.85,7639.7,7099.95,7322.7,7320,7244.2,3028,12531,92991578,
500034,"BAJAJ FINANCE LIMITED",A,STK,7390,7496.15,7360.6,7411.5,7411.5,7387.7,6696,43362,321802386,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,531.65,531.75,520.6,522.2,522.2,527,1215,29010,15265679,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,490.65,499.85,480.85,483,483,494.6,1743,30476,14812067,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2492.75,2492.75,2369.15,2386.4,2386.4,2454.15,663,3862,9363761,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3695,3695,3690.1,3690.1,3690.1,3673.25,2,2,7385,
500042,"BASF INDIA LTD.",A,STK,5524.4,5570,5432.85,5440.5,5452.1,5514.2,339,1156,6330659,
500043,"BATA INDIA LTD.",A,STK,1419.8,1465,1417,1461.05,1462,1420.9,1211,13113,19057998,
500048,"BEML LTD.",A,STK,4188.95,4222,4133,4137.9,4133.3,4188.95,529,2867,11976575,
500049,"BHARAT ELECTRONICS LTD.",A,STK,296.5,297.3,291.5,291.95,291.95,296.65,5176,245969,72437511,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,138,139.15,134.55,135.05,135.05,137.7,1220,53213,7235258,
500058,"BIHAR SPONGE IRON LTD.",X,STK,17,17.75,17,17.12,17.38,17.29,122,12760,220133,
500059,"BINANI INDUSTRIES LTD.",B,STK,15,15.1,14.85,14.92,14.92,15.09,10,314,4710,
500060,"Birla Cable Limited",B,STK,214,218.2,214,217.5,217.5,213.8,108,2638,570275,
