SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBSEP31II,GB,8211,8350,8211,8291.49,8280.11,8267.75,1067,8859726.02,14-Jan-2025,151,IN0020230093
BASF,EQ,4836,4960,4791.8,4933.25,4960,4821.1,17488,85339493.70,14-Jan-2025,6494,INE373A01013
EXICOM,EQ,242.02,247.75,238.08,239.96,240.5,243.2,314226,75946875.39,14-Jan-2025,7290,INE777F01014
GEOJITFSL,EQ,102.8,104.6,100.4,102.14,102.5,100.61,324356,33041241.87,14-Jan-2025,5546,INE007B01023
HINDCOMPOS,EQ,461.05,480,461.05,468.3,468.35,459.45,10221,4795771.20,14-Jan-2025,1737,INE310C01029
HYUNDAI,EQ,1766.95,1807,1764.1,1782.05,1790,1766.95,330495,592418655.25,14-Jan-2025,38547,INE0V6F01027
PPLPHARMA,EQ,236.95,241.1,224.5,234.95,235.75,232.65,9381857,2168933737.55,14-Jan-2025,108522,INE0DK501011
REFRACTORY,ST,81,81,80.75,80.75,80.75,83,2000,161750.00,14-Jan-2025,2,INE0TNX01015
VPRPL,EQ,247.3,256.5,243,254.85,255,242.8,717076,179475543.35,14-Jan-2025,23499,INE0AE001013
KREBSBIO,BE,86.51,90.83,86.51,90.26,88.11,86.51,3650,324555.86,14-Jan-2025,42,INE268B01013
AKUMS,EQ,613.1,627.3,605.1,625.35,625,609.25,138472,85556380.30,14-Jan-2025,7648,INE09XN01023
DRONE,ST,183.3,183.3,183.3,183.3,183.3,187,3500,641550.00,14-Jan-2025,7,INE0P7201019
PPSL,SM,37.5,41.3,37.5,41,41,37.3,105000,4181550.00,14-Jan-2025,25,INE0YAL01017
SAHAJSOLAR,SM,507.85,515.95,492.6,510.35,512,494.05,21600,10853650.00,14-Jan-2025,88,INE0P4701011
SUBEXLTD,EQ,19.5,20.2,19.26,20.01,20.19,19.19,3015902,59519443.71,14-Jan-2025,9819,INE754A01055
SUNDRMFAST,EQ,999.5,1035.2,975,1029.35,1033.05,998.65,29825,30510718.65,14-Jan-2025,5064,INE387A01021
VISHNUINFR,SM,275,277.8,270.15,273.5,275.9,270.15,22000,6049475.00,14-Jan-2025,40,INE0PQ001012
IKS,EQ,1876.95,1950.9,1868.05,1936.7,1938,1867.65,197613,379503222.65,14-Jan-2025,23529,INE115Q01022
RUSTOMJEE,EQ,642.9,647.6,619.15,629.9,630.35,644.45,81579,51425500.10,14-Jan-2025,7031,INE263M01029
MON100,EQ,190,197.1,189.01,192.94,193,189.55,805031,156300090.89,14-Jan-2025,13985,INF247L01AP3
NAHARPOLY,EQ,245.4,245.45,227.65,243.85,244.9,227.15,27637,6580280.80,14-Jan-2025,1418,INE308A01027
NETWORK18,EQ,60.01,62.09,60.01,61.44,61.6,59.84,3737264,229080960.68,14-Jan-2025,38855,INE870H01013
AAVAS,EQ,1632.3,1658,1630.2,1638.2,1644,1637,125939,207185333.40,14-Jan-2025,10619,INE216P01012
AWHCL,EQ,586.25,609,582.05,601.5,607,586.25,104671,62590163.60,14-Jan-2025,5806,INE01BK01022
CONSOFINVT,EQ,189,197.68,189,192.54,193.8,189.37,4727,918538.85,14-Jan-2025,287,INE025A01027
AARVI,EQ,120.89,124.16,120.06,123.7,123.8,120.89,10253,1254027.80,14-Jan-2025,583,INE754X01016
AIROLAM,EQ,123.97,126,121.06,122.08,122.2,121.54,7482,919303.03,14-Jan-2025,715,INE801L01010
DCMFINSERV,BE,6.85,6.85,6.84,6.84,6.84,6.85,1860,12740.13,14-Jan-2025,22,INE891B01012
DIGISPICE,EQ,26.4,27.81,26.26,26.85,26.64,27.28,128085,3424431.34,14-Jan-2025,998,INE927C01020
FORGEAUTO,SM,84.5,84.55,77,83.5,83.5,82,44400,3570840.00,14-Jan-2025,35,INE0YKW01013
GLAND,EQ,1690.05,1697.65,1662.95,1669,1668.05,1695.3,169799,284453691.65,14-Jan-2025,20012,INE068V01023
NURECA,EQ,337.95,377,335.95,371.2,376,330.7,504539,183059567.45,14-Jan-2025,16609,INE0DSF01015
OIL,EQ,452.4,467.95,452.4,465.15,465,452.4,2788151,1290844338.40,14-Jan-2025,55004,INE274J01014
REPCOHOME,EQ,401.3,420,401.3,416.05,416.5,399.15,196475,81446343.60,14-Jan-2025,14082,INE612J01015
SARDAEN,EQ,431.9,438.2,418,423.5,423,430.9,866964,367819314.80,14-Jan-2025,37456,INE385C01021
SUULD,BZ,3.36,3.41,3.3,3.32,3.39,3.29,32917,110767.04,14-Jan-2025,75,INE591Q01016
TRANSRAILL,EQ,605,645,602.45,633.15,632.75,587.85,5734769,3606842081.00,14-Jan-2025,124189,INE454P01035
VINDHYATEL,EQ,1736.5,1804.15,1736.5,1775.5,1780,1759.25,8734,15460826.10,14-Jan-2025,1596,INE707A01012
INTLCONV,EQ,78.25,80.95,76.61,80.29,80.65,77.09,190088,15034873.67,14-Jan-2025,3035,INE575C01027
KAYA,BE,320,321,316.95,316.95,316.95,323.4,4189,1333518.80,14-Jan-2025,56,INE587G01015
MHLXMIRU,BE,208.05,220.39,205.57,210.01,214.35,216.39,9030,1874243.64,14-Jan-2025,143,INE112D01035
NHPC,EQ,72.7,77,72.7,76.39,76.4,72.57,17957402,1355075910.99,14-Jan-2025,82912,INE848E01016
718GS2037,GS,105,105.2,105,105.2,105.2,104.5,3000,315380.00,14-Jan-2025,6,IN0020230077
SANSERA,EQ,1303.45,1409.95,1288.55,1381.95,1363.1,1284.2,178357,239237228.40,14-Jan-2025,32035,INE953O01021
9SCL26BA,NA,976,981,976,981,981,975,100,97850.00,14-Jan-2025,2,INE148I07GL3
SEMAC,BE,343.05,358.8,340,357,357,343.05,111,39160.70,14-Jan-2025,24,INE617A01013
LFIC,EQ,224.9,224.9,201.85,211.02,217.89,220.06,12065,2524134.10,14-Jan-2025,680,INE850E01012
MEDICO,EQ,61.1,62.9,58.55,61.98,62.51,61.38,1347727,82209663.50,14-Jan-2025,4742,INE630Y01024
MOLDTECH,EQ,183,193,177.95,189.96,192.09,181.39,39081,7187580.63,14-Jan-2025,1659,INE835B01035
BRIGADE,EQ,1063,1096.75,1055.1,1081.25,1085,1063,113528,122639888.45,14-Jan-2025,19170,INE791I01019
CARBORUNIV,EQ,1238.35,1246,1205.55,1238.45,1240,1225.35,44757,54891842.80,14-Jan-2025,9095,INE120A01034
667GS2050,GS,97.5,97.5,97.5,97.5,97.5,96,501,48847.50,14-Jan-2025,3,IN0020200252
1060ECL29,NS,980,980,974,980,980,984,229,223708.00,14-Jan-2025,6,INE804IA7022
STANLEY,EQ,362,367.5,356.7,360,364,359.1,87519,31543777.20,14-Jan-2025,9529,INE01A001028
URBAN,ST,619.45,639.95,619.45,639.95,639.95,632.1,14000,8820520.00,14-Jan-2025,18,INE0O0201019
INDOAMIN,EQ,149.05,157.8,149.01,156.43,156.81,148.25,222882,34265764.19,14-Jan-2025,4626,INE760F01028
BBNPPGOLD,EQ,78.75,78.75,76.5,76.6,76.5,76.8,484,37164.50,14-Jan-2025,20,INF251K01SU9
BASILIC,ST,296.3,327.4,296.3,325.8,326.85,311.9,144900,43910115.00,14-Jan-2025,167,INE0OCC01013
NIFTYBETF,EQ,233.46,235.24,233.14,234.34,234.76,233.39,3174,742727.09,14-Jan-2025,115,INF0QA701722
PRICOLLTD,EQ,532.5,548,532.5,541.8,537,529.75,249833,135114859.90,14-Jan-2025,19719,INE726V01018
PYRAMID,EQ,180,190.97,179.45,188.67,187.47,179.43,50401,9301138.81,14-Jan-2025,2571,INE0MIS01010
VINYLINDIA,EQ,320,337.15,320,333.4,335.5,316.25,19472,6353804.00,14-Jan-2025,1528,INE250B01029
LAL,BE,16.77,16.78,16.77,16.78,16.78,15.99,17571,294749.84,14-Jan-2025,51,INE740X01023
MAHASTEEL,BE,188.98,196.98,179.53,189.14,189,188.98,8554,1573915.36,14-Jan-2025,184,INE451L01014
888REC29,NF,1138,1138,1128,1128,1128,1128,15,16970.00,14-Jan-2025,2,INE020B07IG5
CIEINDIA,EQ,457,464.8,452.4,459.7,461.5,457.1,567346,258457590.75,14-Jan-2025,8798,INE536H01010
ESABINDIA,EQ,5231.8,5310.55,5118.05,5265.75,5310,5190.8,3288,17082306.60,14-Jan-2025,1197,INE284A01012
GALAPREC,EQ,1139,1162.6,1100.1,1135.75,1135.35,1104.45,93673,106082329.45,14-Jan-2025,7290,INE0RE001014
GVPTECH,EQ,10.34,10.99,10.21,10.71,10.78,10.5,95249,1008207.36,14-Jan-2025,394,INE382T01030
HDFCNIFTY,EQ,257,257.89,256,256.27,256.17,255.82,99126,25441783.75,14-Jan-2025,968,INF179KC1965
HOLMARC,ST,163.8,163.8,162,162.95,162.95,156,13500,2199900.00,14-Jan-2025,9,INE0LXA01019
SAHYADRI,EQ,297.6,307.95,297.05,299.95,304.55,296,7974,2413318.40,14-Jan-2025,533,INE280H01015
916SCL25,ZW,509,509,509,509,509,499,10,5090.00,14-Jan-2025,1,INE148I07NM7
SIGNATURE,EQ,1188.25,1190.6,1140.1,1144.4,1142.95,1187.9,723504,832527782.45,14-Jan-2025,31468,INE903U01023
SILVERETF,EQ,87.47,87.78,86.45,87.4,87.4,88.21,174173,15190407.72,14-Jan-2025,857,INF789F1AYK6
LUMAXIND,EQ,2392.3,2489.95,2382.65,2423.65,2489.95,2414.25,2634,6347046.85,14-Jan-2025,593,INE162B01018
NESCO,EQ,960.3,979,944.3,970.65,979,956.2,42899,41233706.65,14-Jan-2025,5850,INE317F01035
BANG,BE,68.64,68.64,68.64,68.64,68.64,70.05,670,45988.80,14-Jan-2025,15,INE863I01016
LIQUIDSHRI,EQ,1033.02,1033.03,1033.02,1033.03,1033.03,1032.85,2521,2604244.50,14-Jan-2025,13,INF680P01422
TEXINFRA,EQ,111,115.24,109.77,114.58,114.5,109.76,400784,45253585.57,14-Jan-2025,3616,INE435C01024
WINSOL,SM,282,299.4,279.95,294.25,299.4,276.8,31600,9015760.00,14-Jan-2025,67,INE0S3D01016
KAVVERITEL,BE,54.93,54.93,54.93,54.93,54.93,56.06,2083,114419.19,14-Jan-2025,34,INE641C01019
LTTS,EQ,4853.1,4904.95,4686.25,4706.55,4717,4853.1,181717,865037798.25,14-Jan-2025,36363,INE010V01017
MAZDA,EQ,1745,1930,1711.6,1875.3,1865,1772.8,158488,292912927.85,14-Jan-2025,20639,INE885E01034
MTARTECH,EQ,1590.35,1620.2,1560,1608,1618.9,1579.55,114226,182084682.55,14-Jan-2025,16749,INE864I01014
SGBFEB28IX,GB,8036.11,8110,8036.11,8110,8110,8275,5,40392.23,14-Jan-2025,3,IN0020190545
GAIL,EQ,173.19,178.2,173.1,175.96,176.3,172.15,16272268,2862124712.53,14-Jan-2025,142836,INE129A01019
GSEC5IETF,EQ,58.7,58.97,58.5,58.86,58.86,58.98,19186,1126707.78,14-Jan-2025,13,INF109KC14A8
PRECISION,ST,38.95,40,38.95,40,40,38.95,4000,157900.00,14-Jan-2025,2,INE0HKW01018
