SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6108.05,6254.75,6061.05,6150.95,6150.95,6105.25,1117,2877,17657334,
500003,"AEGIS LOGISTICS LTD.",A,STK,834,844.65,797.8,815.85,815.85,817.6,5419,204098,166370102,
500008,"Amara Raja Energy & Mobility L",A,STK,1030.15,1071,1030.15,1056.85,1056.85,1036.85,7556,95918,101169475,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,50.98,53.55,50.97,51.42,51.42,50.04,469,98218,5103688,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,67,69.45,65.21,68.83,68.83,67.87,805,74484,5045983,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.71,7.21,6.71,6.94,6.99,6.87,154,18234,125164,
500016,"ARUNA HOTELS LTD.",X,STK,10,11,9.68,10.81,10.81,9.66,98,65195,656705,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,157.5,162.6,157.25,161.45,162.4,157.3,2180,134918,21609177,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,290,299,275.5,299,299,290,40,627,184100,
500027,"ATUL LTD.",A,STK,6667.55,6759,6641.75,6733.45,6742.65,6615.2,198,587,3937198,
500028,"ATV PROJECTS INDIA LTD.",X,STK,40.7,42.72,40.41,40.41,40.41,42.53,403,88450,3582135,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,726.1,754.6,712.9,749.5,749.5,735.35,354,1678,1247804,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,26.17,28.12,26.17,27.9,27.9,26.14,5300,1345705,36597338,
500033,"FORCE MOTORS LTD.",A,STK,6358.95,6530,6283.75,6522.5,6530,6384,1008,3581,23053329,
500034,"BAJAJ FINANCE LIMITED",A,STK,7199.95,7386.9,7195,7334.35,7334.35,7147.1,5838,30998,227174259,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,465.3,502.4,465.3,497,497,462,5854,39304,19093625,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,449.1,469.9,447.3,464.6,457.6,442.4,814,12962,5927055,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1880,2020.9,1880,2007.3,2007.3,1896.35,1706,12947,25499317,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3884.9,3884.9,3666.5,3666.55,3666.5,3648,12,34,127243,
500042,"BASF INDIA LTD.",A,STK,4835,4967.05,4798,4938.15,4967,4834.4,699,3011,14696346,
500043,"BATA INDIA LTD.",A,STK,1377.95,1377.95,1333.25,1345.5,1346.75,1363.3,662,4312,5841726,
500048,"BEML LTD.",A,STK,3600,3643.05,3505.9,3515.55,3515.55,3599.55,3001,17197,60816994,
500049,"BHARAT ELECTRONICS LTD.",A,STK,262.6,271.15,261.25,269.9,269.9,259.55,7347,563098,149445856,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,121.75,124.4,119.75,123.7,123.95,119.3,406,13714,1688317,
500058,"BIHAR SPONGE IRON LTD.",X,STK,14.34,15.45,14.34,14.97,15.1,15.09,166,25860,381587,
500059,"BINANI INDUSTRIES LTD.",B,STK,12.98,13.33,12.07,12.39,12.37,12.7,59,5495,68679,
500060,"Birla Cable Limited",B,STK,193.95,193.95,186.25,192.1,192.1,189.2,415,4752,907823,
500067,"BLUE STAR LTD.",A,STK,1853.35,1892.65,1823.95,1871,1882.25,1854.75,1376,16963,31643974,
500068,"DISA INDIA LTD.",B,STK,15301,15992,15301,15984.4,15992,15683.65,8,11,175012,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,458.7,480,443.65,447,479,458.85,13,130,58262,
500074,"BPL LTD.",B,STK,95.2,99.7,93.45,99.1,98.05,93.3,639,24364,2358309,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,378.6,392.65,375.85,387.85,392.6,378.45,213,2258,871552,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,21.04,22.03,21.03,21.69,22.03,21.04,145,9620,206408,
500084,"CESC LTD.",A,STK,153.7,156.95,151.3,153.75,153.75,152,2866,1610301,247868065,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,455.05,476.9,455.05,475.05,475,454.4,1704,34311,16140737,
500086,"EXIDE INDUSTRIES LTD.",A,STK,367.85,384.45,367.8,382.45,384,372.55,3753,1678073,642346263,
500087,"CIPLA LTD.",A,STK,1430.05,1451.9,1430.05,1448,1445,1438.8,1259,22611,32634535,
500092,"CRISIL LTD.",A,STK,5806.35,6020.85,5791.45,5881.95,5883.5,5798,917,2909,17208896,
500093,"CG Power and Industrial Soluti",A,STK,594.6,647.3,594.6,638.15,638.15,614.45,5720,107505,67144431,
500096,"DABUR INDIA LTD.",A,STK,511.85,520.45,510.15,512.95,512.95,510.8,2856,83440,43075946,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,322.05,347.1,322.05,342.85,344,325.85,1066,13461,4544180,
500101,"ARVIND LTD.",A,STK,380.1,389.35,376.2,383.65,382.4,380.1,1135,24952,9546441,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,193.05,199.5,191.85,197.3,197.3,192.6,13029,862540,168628219,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,364.55,375.55,364,373.55,373.55,364.5,2534,101386,37411666,
500106,"IFCI LTD.",A,STK,51.8,55.25,51.8,54.74,54.74,51.43,8876,1959881,105524789,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,43,45.19,43,44.79,44.79,43.04,2695,330758,14612125,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,135.4,137.5,133.2,136.8,137.35,134.2,1688,127062,17263984,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,575.05,581.95,563.5,575.35,578,574.45,1377,43121,24711464,
500112,"STATE BANK OF INDIA",A,STK,730.6,756.9,730.6,748.1,748.1,729.6,18837,687121,513881835,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,101.05,106.4,101.05,105.95,105.95,100,5681,1012703,106196347,
500114,"TITAN COMPANY LIMITED",A,STK,3382.8,3425.75,3310.85,3322.15,3332.15,3378.3,4948,50216,167556308,
500116,"IDBI BANK LTD.",A,STK,66.44,79.41,66.44,77.67,77.67,66.18,3773,804884,59403043,
500117,"DCW LTD.",B,STK,78.73,81.17,78.7,79.95,79.95,78.83,933,63822,5094201,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,137,145.75,137,144.75,145.25,136.95,991,35975,5104488,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,462.2,479.1,462.1,468.3,463.4,460.55,135,1552,726176,
500123,"ELANTAS BECK INDIA LTD.",B,STK,11285.6,11510.9,10901.1,11420.45,11499,11285.55,122,507,5737182,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1334.15,1348.1,1323.75,1337.3,1337.3,1334.15,1493,523713,700662034,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,780.05,805.6,775,798.25,798.25,790.65,982,12617,9989801,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5160.1,5402.8,5122.8,5316.1,5284,5193.75,174,230,1210466,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,119.6,127,119.6,125.95,126.9,119.6,1442,111647,13800370,
