SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1075UCL25,N9,1055.1,1055.1,1055.1,1055.1,1055.1,1055.1,4,4220.40,31-Jan-2025,1,INE583D07430
20MICRONS,EQ,196.2,204.95,190.55,203.79,203.3,193.31,177311,35410848.64,31-Jan-2025,5303,INE144J01027
364D261225,TB,94.31,94.31,94.31,94.31,94.31,94.31,100,9431.00,31-Jan-2025,1,IN002024Z370
667GS2050,GS,96.15,98.5,96.15,97.22,97.5,96.48,4396,424594.66,31-Jan-2025,12,IN0020200252
68GS2060,GS,97.04,97.04,97.04,97.04,97.04,97.55,1,97.04,31-Jan-2025,1,IN0020200187
699GS2026,GS,101.95,101.98,101.95,101.98,101.98,101.95,10670,1087870.90,31-Jan-2025,5,IN0020230028
702GS2027,GS,101.34,101.34,101.34,101.34,101.34,101.35,474,48035.16,31-Jan-2025,1,IN0020240043
739NHAI31A,ND,1106,1106,1106,1106,1106,1104.1,40,44240.00,31-Jan-2025,1,INE906B07EO8
754GS2036,GS,106.99,106.99,106.87,106.93,106.94,106.84,249268,26651621.94,31-Jan-2025,96,IN0020220029
866NTPC33,N3,1277,1277,1277,1277,1277,1277,10,12770.00,31-Jan-2025,1,INE733E07JG5
875SFL27,ZF,1016,1016,1014,1014,1014,1010,25,25370.00,31-Jan-2025,5,INE721A07PK7
888IRFC29,NE,1180,1180,1178.15,1179.55,1179.55,1177.05,892,1052144.58,31-Jan-2025,18,INE053F07744
910TCAP28,NA,1065,1065,1065,1065,1065,1065,30,31950.00,31-Jan-2025,1,INE306N08292
957ISFL26,N2,977,977,977,977,977,969,10,9770.00,31-Jan-2025,1,INE413U07236
AADHARHFC,EQ,389.85,399.7,388.75,398.5,397.7,387.4,162426,64231113.55,31-Jan-2025,9810,INE883F01010
ABAN,EQ,44.8,44.8,43.12,43.48,43.33,43.61,176222,7752538.74,31-Jan-2025,2077,INE421A01028
ABCAPITAL,EQ,177.08,181.6,175.32,179.39,179.02,177.18,2660220,476320577.69,31-Jan-2025,27174,INE674K01013
ACCORD,SM,24.3,24.3,24.3,24.3,24.3,24.85,2000,48600.00,31-Jan-2025,1,INE113X01015
ADANIENSOL,EQ,748.9,763.3,737.85,748.35,753.5,740.25,3073984,2305808363.25,31-Jan-2025,80146,INE931S01010
ADFFOODS,EQ,266,272.65,264.25,270.5,270,264.95,65901,17732395.45,31-Jan-2025,3778,INE982B01027
ADORWELD,EQ,978.95,1001.95,971.15,996.9,992.2,977.45,10981,10897610.75,31-Jan-2025,1298,INE045A01017
AFFORDABLE,EQ,517.95,531,501,518.6,531,518.1,8540,4356818.95,31-Jan-2025,1026,INE692Z01013
AGNI,SM,33.5,34.65,33,34.65,34.65,33.7,7500,252875.00,31-Jan-2025,3,INE0LF301013
AHIMSA,ST,50.3,50.3,50.3,50.3,50.3,51.3,3000,150900.00,31-Jan-2025,1,INE136T01014
ALLCARGO,EQ,41.65,42.4,41.33,42.2,42.36,41.74,1914145,80578184.21,31-Jan-2025,21359,INE418H01029
AMRUTANJAN,EQ,676,676,662.15,666.35,666,666,6616,4426758.00,31-Jan-2025,870,INE098F01031
ANLON,SM,340,340.5,330,332.6,332.6,342,4000,1343360.00,31-Jan-2025,10,INE0LR101013
APOLLO,EQ,132.15,139.5,128.82,137.67,137,130.59,8396750,1142466423.32,31-Jan-2025,37460,INE713T01028
ARTEMISMED,EQ,307.6,323.4,303.9,316,317,306,132255,41749090.20,31-Jan-2025,3714,INE025R01021
ASIANTILES,EQ,58.72,61.45,58.68,61.02,61.11,59.12,312886,18835803.33,31-Jan-2025,2783,INE022I01019
ASTRON,EQ,17.74,18.64,17.64,18.07,18.45,18.03,72400,1306880.18,31-Jan-2025,764,INE646X01014
ATALREAL,BE,13.5,13.52,13.45,13.45,13.45,13.7,75436,1017247.17,31-Jan-2025,66,INE0ALR01029
ATL,EQ,32.3,33,31.98,32.55,32.99,32.07,205300,6656400.47,31-Jan-2025,2054,INE0NN701020
ATMASTCO,ST,272.95,278.45,267.55,278.45,278.45,273,42800,11708120.00,31-Jan-2025,62,INE05DH01017
