SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AAVAS,EQ,1700.7,1708.95,1680,1685.95,1687,1700.7,165624,280555589.10,22-Jan-2025,17272,INE216P01012
AWHCL,EQ,600,606.95,588.75,596.6,596.6,601,63506,37873496.50,22-Jan-2025,4309,INE01BK01022
BRACEPORT,ST,97,97,97,97,97,100.2,3200,310400.00,22-Jan-2025,2,INE0R4Z01018
CONSOFINVT,EQ,200,200,196,196.19,196,197.21,2319,456250.33,22-Jan-2025,199,INE025A01027
NETWORK18,EQ,55.56,55.75,52.15,54.1,54.15,55.29,4851241,261800041.03,22-Jan-2025,33829,INE870H01013
PPSL,SM,39.2,39.2,37.5,37.65,37.5,39.2,36000,1364850.00,22-Jan-2025,12,INE0YAL01017
SAHAJSOLAR,SM,501.5,501.5,482.85,491.05,494,499.85,14200,6952080.00,22-Jan-2025,68,INE0P4701011
1050ISFL28,N5,971,975,960,960,960,975,215,208675.00,22-Jan-2025,3,INE413U07251
AKUMS,EQ,621.15,627.9,572.1,582.15,583.95,625.65,621098,368398627.65,22-Jan-2025,23002,INE09XN01023
DRONE,ST,175.55,175.55,175.45,175.45,175.45,179,7000,1228250.00,22-Jan-2025,13,INE0P7201019
IKS,EQ,1899.65,1899.65,1840,1848.5,1849,1884.95,288851,536274563.70,22-Jan-2025,15641,INE115Q01022
RUSTOMJEE,EQ,626.4,634.8,606,624.6,630,632.1,23203,14291919.25,22-Jan-2025,5806,INE263M01029
MON100,EQ,211.95,213.45,207.02,212.81,213.15,206.46,939415,198699740.41,22-Jan-2025,13994,INF247L01AP3
NAHARPOLY,EQ,239.8,241.45,234,234.95,234.15,238,10216,2412263.25,22-Jan-2025,659,INE308A01027
SUBEXLTD,EQ,20.42,20.66,19.66,20.05,20.06,20.35,3064302,61335266.21,22-Jan-2025,6640,INE754A01055
SUNDRMFAST,EQ,1070,1079.95,1052.5,1067.75,1068,1067.75,63876,68187975.65,22-Jan-2025,9362,INE387A01021
VISHNUINFR,SM,239.9,247.5,232,247.45,247.5,243.55,19000,4531450.00,22-Jan-2025,37,INE0PQ001012
PPLPHARMA,EQ,241.6,244.15,236.65,242.3,242,240.9,3339280,803772112.45,22-Jan-2025,52566,INE0DK501011
REFRACTORY,ST,72.2,78.95,72.2,78.5,78.5,76,5000,384600.00,22-Jan-2025,5,INE0TNX01015
SGBSEP31II,GB,8280.8,8350,8271,8327.22,8330,8280.8,1811,15073405.92,22-Jan-2025,205,IN0020230093
BASF,EQ,4875,4875,4748.75,4824.2,4805,4865.7,18529,89139318.85,22-Jan-2025,6091,INE373A01013
EXICOM,EQ,245.05,245.9,232.44,239.52,238.5,244.68,277373,65709612.97,22-Jan-2025,9472,INE777F01014
GEOJITFSL,EQ,100,101.29,95.32,97.08,97.45,100.16,398212,38758405.56,22-Jan-2025,6052,INE007B01023
762GS2039,GS,107.75,107.75,107.75,107.75,107.75,106.71,100,10775.00,22-Jan-2025,1,IN0020190024
