SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6424.35,6424.35,6154.4,6169,6169,6327.9,930,1992,12452345,
500003,"AEGIS LOGISTICS LTD.",A,STK,705.4,763.4,667.25,675.6,675.2,707.15,7721,273435,196287517,
500008,"Amara Raja Energy & Mobility L",A,STK,1079.05,1092.3,1053,1058.8,1058.8,1078.35,4217,58861,62974116,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,50.44,50.44,48.95,49.26,49.26,49.82,269,56654,2806638,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,69.43,70,68,68.55,68.7,68.65,417,40891,2810839,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.81,6.91,6.57,6.78,6.78,6.73,94,16504,111323,
500016,"ARUNA HOTELS LTD.",X,STK,11.2,11.62,10.87,11.59,11.59,11.2,29,17996,198622,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,168.65,168.65,158,159.05,159.05,163.3,1331,74869,12023551,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,324,324,294.55,300,300,308.6,16,259,81444,
500027,"ATUL LTD.",A,STK,6800.05,6824.5,6470.75,6545.65,6575,6752.9,1608,5133,33986630,
500028,"ATV PROJECTS INDIA LTD.",X,STK,39.98,39.98,37.56,38.93,38.93,39.09,417,29818,1153755,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,684,685.4,665,667,667.15,684.25,157,1168,786896,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.11,29.16,27.9,28.18,28.18,28.99,1541,289929,8256476,
500033,"FORCE MOTORS LTD.",A,STK,6655,6759.85,6485.85,6535.9,6501,6632.75,714,1538,10086643,
500034,"BAJAJ FINANCE LIMITED",A,STK,7439.1,7504.3,7341,7439.25,7439.25,7444.65,4828,25872,192678576,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,485.3,488.75,473.1,477.2,477.2,484.65,1434,30133,14424953,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,447.65,447.7,430,432.75,432.75,447.7,1096,16580,7223608,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1900.05,1951.55,1872,1880.1,1880,1935.8,396,2246,4298651,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3753.05,3753.05,3753.05,3753.05,3753.05,3772,1,1,3753,
500042,"BASF INDIA LTD.",A,STK,4830.8,4830.8,4619,4635.85,4680,4810.1,679,3180,15046388,
500043,"BATA INDIA LTD.",A,STK,1297.95,1307.55,1278,1281.3,1282.4,1300.75,637,2255,2909673,
500048,"BEML LTD.",A,STK,3670.7,3720,3592.95,3634.75,3628.15,3662.35,864,6558,23867845,
500049,"BHARAT ELECTRONICS LTD.",A,STK,274,276.75,268.85,270.1,270.1,274,10093,657652,179358229,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,124.3,124.3,118,118.6,119.1,121.85,720,27849,3339360,
500058,"BIHAR SPONGE IRON LTD.",X,STK,16.49,16.49,15.26,15.46,15.49,15.94,114,27798,431165,
500059,"BINANI INDUSTRIES LTD.",B,STK,13.76,13.99,13.35,13.75,13.75,13.33,72,7719,106875,
500060,"Birla Cable Limited",B,STK,195,195.45,191,191.3,191.3,195.95,82,1075,207057,
500067,"BLUE STAR LTD.",A,STK,1880.65,1912.4,1836.1,1842.05,1843.7,1917.4,744,5878,10978007,
500068,"DISA INDIA LTD.",B,STK,15999.95,16199.95,15505.55,15630,15630,15713.65,14,22,349298,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,394,394,344.95,354.3,354.3,375.5,106,3491,1265908,
500074,"BPL LTD.",B,STK,103.7,103.7,95.9,96.45,96.45,101.65,486,26470,2593592,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,369.1,369.1,355.2,359.75,356.65,367,86,884,319576,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,21.62,22.58,21.62,21.74,21.69,22.14,346,12680,281542,
500084,"CESC LTD.",A,STK,144.9,145.4,138.35,139.05,139.05,145,2302,464251,65963027,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,514.6,514.6,495,496.1,496.1,509.1,1756,113688,57502399,
500086,"EXIDE INDUSTRIES LTD.",A,STK,383.45,385.45,367.75,369.15,369.15,383.45,2412,81104,30458787,
500087,"CIPLA LTD.",A,STK,1448.4,1448.4,1408.3,1411.8,1415.55,1451.15,3105,23534,33560631,
500092,"CRISIL LTD.",A,STK,5325,5478.15,5232.85,5290.9,5400,5290.25,612,2351,12527902,
500093,"CG Power and Industrial Soluti",A,STK,630.05,640.75,617.1,621.1,621.1,627.35,2458,120377,75104120,
