SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AATMAJ,SM,23.15,23.85,23.15,23.15,23.15,23,14000,327700.00,20-Jan-2025,7,INE0OB201016
AGI,EQ,1000.35,1015.15,979.7,997.1,998,990.55,141442,140624958.80,20-Jan-2025,12117,INE415A01038
AMBER,EQ,6757.5,7088,6675,7049.55,7012,6757.5,662008,4618900038.90,20-Jan-2025,78133,INE371P01015
GRINDWELL,EQ,1837.25,1847.8,1815,1833.6,1845,1822.95,13781,25168563.60,20-Jan-2025,3466,INE536A01023
SHRIPISTON,EQ,1950,1984.5,1945,1949.85,1947,1956.75,20671,40475434.25,20-Jan-2025,4926,INE526E01018
1025SCL34Z,N1,989,989,989,989,989,901,470,464830.00,20-Jan-2025,4,INE148I07VI8
IMC1,N0,257.5,257.92,256.13,257.45,257.45,257.5,735,189405.20,20-Jan-2025,11,INE00QS24019
IMC1,N2,257.5,257.5,257.5,257.5,257.5,257.5,21,5407.50,20-Jan-2025,1,INE00QS24027
IMC1,N3,253.6,253.6,253.6,253.6,253.6,253.5,21,5325.60,20-Jan-2025,1,INE00QS24035
J&KBANK,EQ,95.45,98.47,94.8,97.96,98.2,94.55,2698475,261836062.58,20-Jan-2025,23364,INE168A01041
KNRCON,EQ,321.95,324,318.6,319.95,320,319.95,503250,161189027.00,20-Jan-2025,23818,INE634I01029
SGBJUN27,GB,8055.1,8055.1,8055.1,8055.1,8055.1,8076.21,1,8055.10,20-Jan-2025,1,IN0020190073
ARTEMISMED,EQ,322,322,307.4,312,312.1,319.3,203664,63336135.55,20-Jan-2025,5850,INE025R01021
ASIANENE,EQ,363.8,371.7,349.2,366.55,365.2,361.45,106861,38466425.95,20-Jan-2025,3192,INE276G01015
718GS2033,GS,104,104,104,104,104,104,1000,104000.00,20-Jan-2025,2,IN0020230085
182D200225,TB,99.32,99.32,99.32,99.32,99.32,98.22,100,9932.00,20-Jan-2025,1,IN002024Y217
ZENITHEXPO,EQ,239.1,244.9,230,244.9,244.9,233.25,785,188876.05,20-Jan-2025,69,INE058B01018
SURANAT&P,EQ,24.99,24.99,23.27,23.88,24,23.84,386081,9231591.78,20-Jan-2025,1744,INE130B01031
TTKHLTCARE,EQ,1350,1350,1303.05,1330.9,1340,1344.55,2291,3025656.70,20-Jan-2025,323,INE910C01018
PANSARI,EQ,195,195.67,195,195.67,195.67,186.36,401,78430.17,20-Jan-2025,20,INE697V01011
NIFTY1,EQ,253.15,255.75,252.5,254.7,255.75,253.15,62496,15886144.47,20-Jan-2025,1540,INF174K014P6
NDGL,BE,4050,4050,3975,3979.5,3975,3997.8,34,135627.30,20-Jan-2025,15,INE756C01015
716GS2050,GS,104,104,103,103,103,103.7,576,59399.00,20-Jan-2025,5,IN0020200054
TARSONS,EQ,395.5,413.9,395.5,407.65,404.05,399.55,41317,16777232.50,20-Jan-2025,2682,INE144Z01023
UMA,SM,34.05,34.05,33.55,33.55,33.55,34,20000,676400.00,20-Jan-2025,5,INE067901012
INCREDIBLE,EQ,49.28,50.9,48,49.26,49.95,49.18,31232,1549887.32,20-Jan-2025,754,INE452L01012
INDOTECH,BE,3200,3284.8,3049,3091.35,3105,3193.7,13679,42467694.75,20-Jan-2025,1384,INE332H01014
AADHARHFC,EQ,399.4,402.85,390,395.85,397.35,397.25,292764,115757077.35,20-Jan-2025,11130,INE883F01010
GOACARBON,EQ,647,650.95,640.4,649.1,648.85,642.9,10669,6885812.60,20-Jan-2025,836,INE426D01013
PAGEIND,EQ,46100,46673.9,45360,46339.85,46021.05,46097.55,15580,717526392.55,20-Jan-2025,8143,INE761H01022
RCF,EQ,170.7,172.6,168.88,170.43,170.51,169.72,1734285,295996125.18,20-Jan-2025,22815,INE027A01015
INDSWFTLAB,BE,106.05,111.98,106.05,111.98,111.98,106.65,33856,3774730.93,20-Jan-2025,173,INE915B01019
KAJARIACER,EQ,1060,1062.45,1046.9,1055.8,1060.8,1054.75,49550,52205807.75,20-Jan-2025,4865,INE217B01036
MOHEALTH,EQ,43.95,43.97,42.8,43.44,43.5,43.11,49910,2151363.53,20-Jan-2025,776,INF247L01BB1
20MICRONS,EQ,228,234.35,222.37,231.76,232,225.91,95791,21999008.62,20-Jan-2025,2112,INE144J01027
ABBOTINDIA,EQ,27929.7,28113,27421.1,27682.1,27648.6,27929.7,8618,238042632.00,20-Jan-2025,3316,INE358A01014
AIAENG,EQ,3539.3,3583.65,3502.5,3571.05,3537.9,3501.5,101915,359527877.15,20-Jan-2025,9018,INE212H01026
ALUWIND,SM,65.45,66,65,66,66,62.9,37500,2468100.00,20-Jan-2025,22,INE0STM01017
DPWIRES,EQ,323.9,329.9,321.2,326.35,326.2,321.95,8459,2754115.60,20-Jan-2025,1158,INE864X01013
GUJALKALI,EQ,740.25,745,730.2,742.1,745,738.95,14723,10884078.65,20-Jan-2025,2381,INE186A01019
ZEAL,SM,161.25,161.85,154,155.85,155,162,23400,3694140.00,20-Jan-2025,35,INE0PPS01018
SEYAIND,BE,26.66,26.66,26.66,26.66,26.66,28.07,50,1333.00,20-Jan-2025,1,INE573R01012
SPLIL,EQ,60,60,57.12,57.78,58,58.01,11148,649815.79,20-Jan-2025,301,INE978G01016
TECHM,EQ,1663,1687.15,1625,1674.6,1675,1660.3,4856268,8064694445.55,20-Jan-2025,181234,INE669C01036
INDHOTEL,EQ,826.65,834.95,778.7,793,792,813.35,11627000,9243788080.50,20-Jan-2025,210939,INE053A01029
WANBURY,BZ,234,244.9,234,238.15,238,239.95,16525,3934597.45,20-Jan-2025,204,INE107F01022
ORIENTALTL,EQ,9.86,10.37,9.86,10.14,9.99,10.04,197713,1998813.38,20-Jan-2025,466,INE998H01012
PIONEEREMB,BE,52.85,52.85,50.57,50.88,50.68,50.87,5650,287943.07,20-Jan-2025,58,INE156C01018
QMSMEDI,SM,115.5,116.5,113,116.2,116.5,114.5,13000,1499750.00,20-Jan-2025,13,INE0FMW01018
RRKABEL,EQ,1295,1304.95,1275,1278.65,1280.05,1291.95,73213,94083982.35,20-Jan-2025,8849,INE777K01022
NBIFIN,BE,2606.1,2615,2604.65,2615,2615,2657.8,737,1920531.20,20-Jan-2025,58,INE365I01020
ALLETEC,ST,486,509.7,486,509.7,509.7,485.45,17200,8612360.00,20-Jan-2025,43,INE0M2X01012
BANKBETF,EQ,49.65,49.85,48.91,49.76,49.6,48.93,19421,961833.03,20-Jan-2025,194,INF0QA701714
CELLO,EQ,679,684,673.85,678.6,679.75,673.7,128855,87381414.25,20-Jan-2025,8934,INE0LMW01024
CORDSCABLE,EQ,177,183.4,175.9,182.51,182.32,177.86,26638,4792939.36,20-Jan-2025,1852,INE792I01017
DLINKINDIA,EQ,524.95,524.95,511.8,521.55,522.75,520.45,52938,27486646.05,20-Jan-2025,2886,INE250K01012
SKIPPER,EQ,482.65,498,473.8,494.2,492.85,479.5,644791,315211418.05,20-Jan-2025,32892,INE439E01022
PEL,EQ,1032,1044,1017,1025.3,1022.7,1031.8,269462,276235459.65,20-Jan-2025,15938,INE140A01024
RUCHINFRA,EQ,12.45,12.45,11.49,11.73,11.76,11.61,78354,926616.16,20-Jan-2025,500,INE413B01023
SBILIFE,EQ,1547.8,1547.8,1487.3,1499.7,1497,1540.5,4033718,6059149847.10,20-Jan-2025,144596,INE123W01016
MAHLIFE,EQ,417,417.3,409.8,412.45,413,413.85,96575,39859413.60,20-Jan-2025,7943,INE813A01018
SGBOCT25V,GB,7932.2,7932.2,7932.2,7932.2,7932.2,7801.1,1,7932.20,20-Jan-2025,1,IN0020170075
AURUMPP1,E1,204,204,196,202.95,203.95,203.1,422,84526.45,20-Jan-2025,14,IN9898S01027
BEARDSELL,EQ,39.9,40.08,39.01,39.64,39.75,39.29,30331,1199061.65,20-Jan-2025,740,INE520H01022
TEAMLEASE,EQ,2690,2753.85,2680,2728.05,2740,2699.85,34942,94417845.30,20-Jan-2025,2095,INE985S01024
WELSPUNLIV,EQ,156.07,156.14,152.5,153.36,153,153.76,925614,142363478.61,20-Jan-2025,13437,INE192B01031
NUVAMA,EQ,6055.45,6259.95,6022.35,6173.9,6165,6055.45,52922,323934538.55,20-Jan-2025,14443,INE531F01015
IMAGICAA,EQ,65.71,67.96,65.5,67.68,67.45,65.75,403901,27137285.37,20-Jan-2025,8793,INE172N01012
KARNIKA,ST,360,360.65,348,360.65,360.65,343.5,8800,3156640.00,20-Jan-2025,19,INE0MGA01012
KNAGRI,SM,290,294.7,283,291.5,291.95,291.5,30400,8768500.00,20-Jan-2025,60,INE0KNW01016
SGBOCT27,GB,8150,8150,8051,8150,8150,8100,35,285151.00,20-Jan-2025,6,IN0020190370
BAJFINANCE,EQ,7182.1,7470,7182.1,7440.1,7427.5,7182.1,1067971,7892684655.50,20-Jan-2025,119221,INE296A01024
