SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBSEP31II,GB,8308.8,8330,8260.02,8267.75,8264,8308.8,874,7247257.55,13-Jan-2025,183,IN0020230093
BASF,EQ,5125,5148.95,4776.8,4821.1,4791.9,5111.45,41736,205082504.60,13-Jan-2025,10871,INE373A01013
JPASSOCIAT,BE,5.54,5.54,5.54,5.54,5.54,5.84,2377998,13174108.92,13-Jan-2025,430,INE455F01025
KREBSBIO,BE,90,90,86.5,86.51,86.5,91.06,10978,961538.84,13-Jan-2025,79,INE268B01013
VPRPL,EQ,241,258.65,240.35,242.8,245,259.25,1411514,350187475.80,13-Jan-2025,54373,INE0AE001013
EXICOM,EQ,254,254,243.2,243.2,243.2,256.01,241606,59654197.76,13-Jan-2025,6079,INE777F01014
GEOJITFSL,EQ,103.75,105.95,99.8,100.61,101.45,105.05,515463,52650671.89,13-Jan-2025,16498,INE007B01023
HINDCOMPOS,EQ,492,492.45,450.9,459.45,451,489.45,12449,5879398.95,13-Jan-2025,1575,INE310C01029
HYUNDAI,EQ,1768.4,1782.6,1747.15,1766.95,1764.15,1787.6,433775,767004580.30,13-Jan-2025,47413,INE0V6F01027
PPLPHARMA,EQ,215.05,242.5,215,232.65,233.5,221.25,34819521,8165772185.10,13-Jan-2025,333200,INE0DK501011
REFRACTORY,ST,83,83.75,80,83,83,80.75,13000,1070000.00,13-Jan-2025,9,INE0TNX01015
CEREBRAINT,BZ,10.05,10.09,9.85,9.93,10.05,9.61,223543,2246641.34,13-Jan-2025,338,INE345B01019
KRN,EQ,695,723.85,675.3,711.5,705,706.95,610312,429967418.70,13-Jan-2025,24481,INE0Q3J01015
SHIVAMILLS,EQ,100.7,100.7,89.57,90.08,89.7,97.07,28278,2640828.03,13-Jan-2025,896,INE644Y01017
TARMAT,EQ,68.37,69.99,63,63.52,63.2,68.37,51315,3365149.87,13-Jan-2025,1541,INE924H01018
VENUSREM,EQ,299,300,287.85,288.85,289,296.6,15922,4687039.55,13-Jan-2025,964,INE411B01019
VMM,EQ,105.9,107.6,101.5,104.12,104.02,108.51,24126088,2522884297.14,13-Jan-2025,97752,INE01EA01019
DATAPATTNS,EQ,2190,2218.95,2056.7,2089,2105,2234.2,209284,444243533.00,13-Jan-2025,42863,INE0IX101010
GANDHITUBE,EQ,766.3,766.3,704.5,714.05,710,756.7,8654,6280800.60,13-Jan-2025,1061,INE524B01027
HIRECT,EQ,1233,1252.75,1187.15,1187.15,1187.15,1249.6,17171,20911572.80,13-Jan-2025,2587,INE835D01023
