SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AAVAS,EQ,1636,1642.55,1632.6,1638.4,1640,1638.2,149384,244623421.10,15-Jan-2025,10842,INE216P01012
AWHCL,EQ,606.25,610,590,606.6,604.5,601.5,68175,41087167.10,15-Jan-2025,3737,INE01BK01022
BRACEPORT,ST,98,98,94.75,94.75,94.75,97.55,9600,926640.00,15-Jan-2025,4,INE0R4Z01018
CONSOFINVT,EQ,196.09,199.36,192.81,197.92,199,192.54,2284,450552.07,15-Jan-2025,190,INE025A01027
SGBSEP31II,GB,8244,8329.99,8244,8280.3,8295,8291.49,627,5188474.85,15-Jan-2025,127,IN0020230093
BASF,EQ,4933.25,5067.75,4880,5015.2,5037,4933.25,17523,87546892.25,15-Jan-2025,6859,INE373A01013
EXICOM,EQ,245.9,245.9,235,237.19,238.7,239.96,238528,57248487.36,15-Jan-2025,7752,INE777F01014
GEOJITFSL,EQ,102.59,105.95,101.55,105,105.25,102.14,210475,21839237.93,15-Jan-2025,5897,INE007B01023
HINDCOMPOS,EQ,468.3,489.9,468.3,478.6,475,468.3,10507,5018618.15,15-Jan-2025,1309,INE310C01029
HYUNDAI,EQ,1790,1818,1776,1795.5,1797,1782.05,569286,1020812799.00,15-Jan-2025,35921,INE0V6F01027
KREBSBIO,BE,94,94,90,90.47,90.5,90.26,3188,293552.70,15-Jan-2025,30,INE268B01013
VPRPL,EQ,258.9,259.15,248.95,250.3,253,254.85,613351,155583614.25,15-Jan-2025,18913,INE0AE001013
PPLPHARMA,EQ,236.9,237.45,229.25,230.7,230.9,234.95,2351991,545740629.15,15-Jan-2025,39878,INE0DK501011
REFRACTORY,ST,82.75,83.8,80.5,83,83,80.75,15000,1243050.00,15-Jan-2025,7,INE0TNX01015
AKUMS,EQ,620,630,614.7,620.3,619,625.35,139392,86636878.80,15-Jan-2025,6713,INE09XN01023
DRONE,ST,180,180,179.65,179.65,179.65,183.3,47000,8456850.00,15-Jan-2025,76,INE0P7201019
