SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6311.15,6550.95,6256,6533.05,6509.5,6311.15,2726,10733,69375751,
500003,"AEGIS LOGISTICS LTD.",A,STK,825.35,828.95,796.9,801.65,798.75,830.6,1009,24856,20088827,
500008,"Amara Raja Energy & Mobility L",A,STK,1072.45,1081.2,1055,1078.15,1078.15,1072.45,4542,65529,70036088,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,51.1,51.25,49.5,49.82,49.82,51.05,586,100148,5030567,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,71.29,71.9,70,70.58,70.58,70.56,323,30016,2121021,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.74,6.86,6.6,6.76,6.79,6.74,112,10834,73089,
500016,"ARUNA HOTELS LTD.",X,STK,10.83,11.1,10.48,11,11,10.73,39,10034,110210,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,166.75,169.95,166.05,168.2,168.2,167.35,1516,116880,19600452,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,300.5,305.9,297,305.9,305.9,300,14,654,195727,
500027,"ATUL LTD.",A,STK,6712.35,6754.4,6664.9,6694.65,6671.15,6759.35,161,230,1542184,
500028,"ATV PROJECTS INDIA LTD.",X,STK,42,43.75,40.6,41.94,41.94,41.87,450,46544,1981910,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,743.65,743.65,717.1,720.9,726.35,729.05,234,1059,765981,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.87,29.87,28.95,29.38,29.38,29.93,1498,324348,9530053,
500033,"FORCE MOTORS LTD.",A,STK,6401.6,6598.65,6401.6,6491.65,6491.65,6598.5,778,2493,16190001,
500034,"BAJAJ FINANCE LIMITED",A,STK,7249.25,7282,7155.1,7180.6,7180.6,7261.05,4877,19476,140784014,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,490.95,497.75,485.25,495.2,497.1,489.55,607,14282,7019030,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,467.2,469.7,457.55,462.2,462.2,463.05,908,20027,9263876,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2025.1,2092.3,2023.9,2033.8,2023.95,2064.5,617,3586,7383046,
500042,"BASF INDIA LTD.",A,STK,5002,5107.1,4980,4990.35,4980,5070.65,397,1672,8418390,
500043,"BATA INDIA LTD.",A,STK,1307.9,1318.1,1302,1310.85,1313,1307.6,645,2589,3393000,
500048,"BEML LTD.",A,STK,3596,3660,3558,3634.65,3634.65,3590.5,1430,10195,36921769,
500049,"BHARAT ELECTRONICS LTD.",A,STK,275.5,283.9,273.95,282.15,282.15,276.15,13829,881437,247046745,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,125.2,125.2,122.55,123.5,123.9,125.2,556,23614,2924551,
500058,"BIHAR SPONGE IRON LTD.",X,STK,16.43,16.43,15.61,15.83,15.83,16.43,156,30611,485109,
500059,"BINANI INDUSTRIES LTD.",B,STK,12.2,13.33,12.2,13.27,13.27,12.7,146,19357,253937,
500060,"Birla Cable Limited",B,STK,203.8,203.8,195.45,197.1,196.85,200.7,296,3410,675360,
500067,"BLUE STAR LTD.",A,STK,1957.95,1957.95,1913.95,1923.35,1919.6,1932.65,655,6052,11673378,
500068,"DISA INDIA LTD.",B,STK,16500,16500,16146.05,16448.75,16450,16392,11,24,393468,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,458.95,458.95,416,435.2,435,445.35,54,869,374002,
500074,"BPL LTD.",B,STK,101,102,99.95,101.1,101.1,101.05,213,7308,738775,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,411,411,385,385.8,385,393,177,2096,814866,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,23.66,23.66,22.82,22.89,22.93,23.22,116,13074,301300,
500084,"CESC LTD.",A,STK,150.95,153.45,149.1,152.65,152.65,150.6,1227,88242,13365640,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,495.95,504,493.2,500.85,500.85,496.65,2134,68874,34427823,
500086,"EXIDE INDUSTRIES LTD.",A,STK,388.2,391.55,384.6,389.65,389.65,388.2,4351,107867,41920700,
500087,"CIPLA LTD.",A,STK,1441.95,1449.05,1433.95,1442.45,1442.45,1443.5,837,8409,12131635,
500092,"CRISIL LTD.",A,STK,5698,5748.5,5539.55,5585.65,5565,5689.35,466,1376,7697539,
500093,"CG Power and Industrial Soluti",A,STK,625,652.5,620.25,648.5,648.5,627.55,4904,115293,73983559,
