SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
IKS,EQ,1870,1904.7,1850,1862.85,1863.15,1917.95,536053,1004858901.55,16-Jan-2025,30278,INE115Q01022
RUSTOMJEE,EQ,623,639.45,623,631.6,630,627.45,15296,9670179.60,16-Jan-2025,1409,INE263M01029
MON100,EQ,193.45,202.45,193.44,200.49,202.39,191.34,690237,136858443.84,16-Jan-2025,9784,INF247L01AP3
NAHARPOLY,EQ,239.75,253.8,234.95,241.9,238.95,238.4,18098,4394829.50,16-Jan-2025,1064,INE308A01027
NETWORK18,EQ,57.9,58.4,56.5,56.65,56.6,57.16,7054648,403139680.08,16-Jan-2025,35260,INE870H01013
AKUMS,EQ,623,635,605.55,629.35,627.95,620.3,229402,144078126.45,16-Jan-2025,10230,INE09XN01023
DRONE,ST,180.5,183.2,180.5,183.2,183.2,179.65,30500,5580550.00,16-Jan-2025,38,INE0P7201019
SUBEXLTD,EQ,20.16,20.58,20.02,20.35,20.26,20.02,2176890,44288785.62,16-Jan-2025,5765,INE754A01055
SUNDRMFAST,EQ,1045,1070.65,1031.2,1062.5,1051,1042.5,46143,48744153.05,16-Jan-2025,7014,INE387A01021
VISHNUINFR,SM,273.25,279.95,247.5,274.35,272,275,40500,10849275.00,16-Jan-2025,72,INE0PQ001012
PPSL,SM,42.45,42.45,38.5,38.8,39.05,40.2,72000,2914350.00,16-Jan-2025,24,INE0YAL01017
SAHAJSOLAR,SM,511.05,515.5,501.6,502.6,502.15,509.25,14600,7382460.00,16-Jan-2025,69,INE0P4701011
AAVAS,EQ,1640.95,1659.95,1633.1,1639.15,1637.05,1638.4,46821,76856178.60,16-Jan-2025,7223,INE216P01012
AWHCL,EQ,605.95,618.25,604.35,615.75,618,606.6,84441,51748088.50,16-Jan-2025,4105,INE01BK01022
BRACEPORT,ST,95.3,95.4,95.25,95.25,95.25,94.75,4800,457520.00,16-Jan-2025,3,INE0R4Z01018
CONSOFINVT,EQ,197.68,202.65,195.99,196.97,197.52,197.92,2489,494087.08,16-Jan-2025,290,INE025A01027
KREBSBIO,BE,91,94.99,90.5,93,93,90.47,3102,290890.70,16-Jan-2025,33,INE268B01013
SGBSEP31II,GB,8350,8350,8256.23,8284.61,8270.5,8280.3,572,4739301.91,16-Jan-2025,116,IN0020230093
BASF,EQ,5050.35,5204.95,5050,5068.35,5075,5015.2,23207,118417843.95,16-Jan-2025,10290,INE373A01013
EXICOM,EQ,242,246.27,236.1,236.95,237,237.19,248115,59381437.32,16-Jan-2025,10550,INE777F01014
GEOJITFSL,EQ,104.51,106.75,102.7,103.45,104.38,105,313630,32779495.68,16-Jan-2025,7929,INE007B01023
HINDCOMPOS,EQ,481.1,510,480.65,499.3,510,478.6,6990,3463692.45,16-Jan-2025,866,INE310C01029
HYUNDAI,EQ,1791.95,1824.9,1791,1817.1,1819.5,1795.5,542776,984869653.80,16-Jan-2025,32822,INE0V6F01027
VPRPL,EQ,256.45,262.8,255.15,261.45,261.15,250.3,634609,164782718.65,16-Jan-2025,20399,INE0AE001013
PPLPHARMA,EQ,233.9,236.9,232.75,234.4,234,230.7,1747164,409851931.50,16-Jan-2025,33040,INE0DK501011
REFRACTORY,ST,83,83,83,83,83,83,1000,83000.00,16-Jan-2025,1,INE0TNX01015
IMFA,EQ,925.45,957.3,889.7,895.95,903,917.3,208685,192037121.00,16-Jan-2025,16967,INE919H01018
KDL,ST,1610,1610,1531.75,1534.8,1531.75,1612.35,25650,39918947.50,16-Jan-2025,328,INE0O4R01018
AGNI,SM,37.95,37.95,36.6,36.65,36.65,37.95,20000,742250.00,16-Jan-2025,8,INE0LF301013
667GS2035,GS,99.5,100.5,99.5,100.45,100.5,100,10030,999914.00,16-Jan-2025,6,IN0020210152
76NHAI31,NA,1151.5,1151.5,1150.5,1150.5,1150.5,1145.92,185,212927.50,16-Jan-2025,7,INE906B07EJ8
UTINEXT50,EQ,68.18,69.05,67.65,68.73,69.05,67.64,57280,3943382.90,16-Jan-2025,843,INF789F1AUW9
VIESL,SM,184,187,180,180.85,181.5,180.5,48800,8934960.00,16-Jan-2025,47,INE0TR001017
ZENITHDRUG,ST,92.9,93,92.9,93,93,91.7,16800,1562000.00,16-Jan-2025,12,INE0QWN01013
PRAMARA,SM,131.3,138.55,130.6,136.2,135,132,34000,4506800.00,16-Jan-2025,17,INE0O7A01017
LANDMARK,EQ,607,610,599.4,605.05,605,605.05,22506,13611788.00,16-Jan-2025,1564,INE559R01029
MALUPAPER,EQ,45.42,45.42,43.04,44.16,44.57,42.69,16984,749570.72,16-Jan-2025,305,INE383H01017
MAL,SM,38.55,38.55,37.9,38.2,38.2,38.5,17600,676560.00,16-Jan-2025,11,INE00C401011
ABSLAMC,EQ,780,782,763.2,769.5,763.2,761.95,216775,167132049.70,16-Jan-2025,27535,INE404A01024
AEROFLEX,EQ,202.6,223.35,198.2,223.35,223.35,186.13,11242110,2452659012.42,16-Jan-2025,83206,INE024001021
TIMKEN,EQ,2847.9,2908.75,2835,2905.2,2906,2823.4,118181,339358794.75,16-Jan-2025,8836,INE325A01013
96IIFL28,N5,969.64,969.64,960,960.04,967.38,963.64,604,582117.87,16-Jan-2025,15,INE477L08154
PCBL,EQ,365,374.4,362.5,366.4,366.8,361.05,1935234,713762870.55,16-Jan-2025,30485,INE602A01031
LUMAXIND,EQ,2403.2,2458.25,2375,2382.05,2375,2390.65,3121,7524401.40,16-Jan-2025,583,INE162B01018
NESCO,EQ,987,1002.95,987,998.45,999.25,987.45,23872,23810090.95,16-Jan-2025,3130,INE317F01035
CIEINDIA,EQ,465.7,478.55,465.3,475.85,476,463.25,128739,60967366.90,16-Jan-2025,9611,INE536H01010
