SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1050IIFL29,ND,990,990,990,990,990,990,2,1980.00,29-Jan-2025,1,INE413U07319
1075UCL25,N9,1090,1090,1090,1090,1090,1075,200,218000.00,29-Jan-2025,1,INE583D07430
1119NFL27,ND,915,915,915,915,915,1080,50,45750.00,29-Jan-2025,1,INE342T07445
20MICRONS,EQ,187,195,185.95,193.69,194.7,185.35,123412,23836098.09,29-Jan-2025,4056,INE144J01027
667GS2050,GS,95.73,96.31,95.73,96.3,96.3,98.6,4154,400029.09,29-Jan-2025,5,IN0020200252
68GS2060,GS,97.99,97.99,97.5,97.55,97.55,97.4,28200,2750921.32,29-Jan-2025,5,IN0020200187
699GS2026,GS,101.95,101.95,101.95,101.95,101.95,102,100,10195.00,29-Jan-2025,1,IN0020230028
71GS2034,GS,103.7,105.2,103.7,103.7,103.7,103.75,2826,293057.70,29-Jan-2025,6,IN0020240019
739NHAI31A,ND,1104.1,1104.1,1104.1,1104.1,1104.1,1154,1,1104.10,29-Jan-2025,1,INE906B07EO8
754GS2036,GS,107.08,107.08,106.7,106.78,106.9,106.97,267399,28592274.05,29-Jan-2025,86,IN0020220029
865IFL28,NZ,949,949,931,931,931,960.29,104,97146.00,29-Jan-2025,3,INE530B07385
873NTPC28,N5,1103,1103,1103,1103,1103,1103,100,110300.00,29-Jan-2025,2,INE733E07JI1
875SFL27,ZF,1008,1008,1007.5,1007.5,1007.5,1007.15,99,99788.00,29-Jan-2025,4,INE721A07PK7
888IRFC29,NE,1179.11,1183.9,1179.11,1180.24,1180.11,1180.08,208,245573.74,29-Jan-2025,8,INE053F07744
891IIFCL34,N4,1232,1232,1232,1232,1232,1232,5,6160.00,29-Jan-2025,1,INE787H07370
910TCAP28,NA,1065,1069.9,1064,1065.2,1064,1070,330,351497.00,29-Jan-2025,5,INE306N08292
91SFL27,ZI,1010,1010,1010,1010,1010,1026,50,50500.00,29-Jan-2025,3,INE721A07PN1
957ISFL26,N2,957,964,950,955.2,955.2,958.15,1387,1322456.17,29-Jan-2025,15,INE413U07236
AADHARHFC,EQ,389.1,399.25,378,397.45,397.5,391.1,558659,217815658.50,29-Jan-2025,22646,INE883F01010
ABAN,EQ,41.55,41.55,41.55,41.55,41.55,43.74,105108,4367237.40,29-Jan-2025,641,INE421A01028
ABCAPITAL,EQ,168.03,176.83,168.03,176.54,176.23,169.01,3352447,586718303.68,29-Jan-2025,30780,INE674K01013
ADANIENSOL,EQ,750.95,759.75,738.1,744.7,743.8,747.6,1398816,1044947874.50,29-Jan-2025,58122,INE931S01010
ADFFOODS,EQ,250.1,266.4,250.1,265.25,266,251.8,105005,27474278.05,29-Jan-2025,3660,INE982B01027
ADORWELD,EQ,1002,1005.05,989.1,997.4,992,998.2,44607,44693804.60,29-Jan-2025,1762,INE045A01017
AFFORDABLE,EQ,508,535,504,524.9,515.15,499.95,10665,5534173.65,29-Jan-2025,1185,INE692Z01013
AGNI,SM,33.5,33.95,32.9,33.2,32.9,31.6,30000,1007500.00,29-Jan-2025,10,INE0LF301013
AHIMSA,ST,52.35,52.35,52.35,52.35,52.35,53.4,3000,157050.00,29-Jan-2025,1,INE136T01014
ALLCARGO,EQ,40.25,41.85,40.25,41.74,41.8,41.13,1457957,60478382.22,29-Jan-2025,11240,INE418H01029
AMRUTANJAN,EQ,670,687.3,666.85,673.95,673.9,677.3,12062,8143368.20,29-Jan-2025,1605,INE098F01031
ANLON,SM,368.4,368.4,360,360,360,350.95,1200,438720.00,29-Jan-2025,2,INE0LR101013
APOLLO,EQ,120.59,126.7,120.59,124.53,126.4,118.93,5360881,663510494.70,29-Jan-2025,21930,INE713T01028
ARTEMISMED,EQ,288.65,313.4,286.5,308.35,307.25,291,165284,50232084.70,29-Jan-2025,7106,INE025R01021
ASIANTILES,EQ,57.49,60.85,57.2,60.35,60.7,56.94,449872,26910392.95,29-Jan-2025,3005,INE022I01019
ASTRON,EQ,17.62,18.5,17.55,17.59,17.57,17.62,32148,580958.06,29-Jan-2025,282,INE646X01014
ATALREAL,BE,13.17,13.7,13.17,13.7,13.7,13.44,119172,1614812.36,29-Jan-2025,128,INE0ALR01029
ATL,EQ,31.15,32.24,30.89,31.94,32.1,30.71,358463,11426031.20,29-Jan-2025,2706,INE0NN701020
ATMASTCO,ST,272.15,274,272.15,273,273,277.35,46800,12752540.00,29-Jan-2025,85,INE05DH01017
AUTOAXLES,EQ,1699.4,1723.6,1692.55,1717,1717.2,1715,2840,4865457.40,29-Jan-2025,644,INE449A01011
AXISGOLD,EQ,70.1,70.1,68.2,68.49,68.4,68.08,211201,14446214.97,29-Jan-2025,1208,INF846K01W80
BANKBEES,EQ,503.39,504.7,501.61,504.11,503.9,501.43,812125,408878679.19,29-Jan-2025,7172,INF204KB15I9
BBTCL,EQ,198.9,199.95,190.88,192.37,191.99,192.62,1060,205137.71,29-Jan-2025,325,INE01EE01011
BECTORFOOD,EQ,1479.35,1511,1477,1494.05,1484.95,1475.1,29107,43614392.10,29-Jan-2025,6450,INE495P01012
BEPL,EQ,107.01,127.36,106.94,121.42,121.98,107.89,1595430,188267028.84,29-Jan-2025,30024,INE922A01025
BSOFT,EQ,523.05,537,521.8,531.85,531.15,519.05,1300810,691516791.30,29-Jan-2025,34383,INE836A01035
CANARYS,SM,31.65,32.95,31.5,32.65,32.65,31.7,84000,2729200.00,29-Jan-2025,17,INE0QG301017
CGCL,EQ,168,184.4,166.62,180.13,181,175.59,1257307,220823289.24,29-Jan-2025,26695,INE180C01042
CPSEETF,EQ,82.7,82.7,79.8,82.19,82.5,80.72,2302046,188118272.20,29-Jan-2025,10791,INF457M01133
CSLFINANCE,EQ,258.9,267.4,254.05,258.25,257.95,261.25,17594,4593140.25,29-Jan-2025,808,INE718F01018
DCM,EQ,94.5,102.3,94.5,101.96,101.5,94.37,33584,3337495.92,29-Jan-2025,939,INE498A01018
DCMSHRIRAM,EQ,1196.45,1209,1145.1,1155.55,1147.2,1185.05,80822,95239231.40,29-Jan-2025,15809,INE499A01024
DEEPAKFERT,EQ,1129,1315,1124.9,1296.55,1275,1118.7,6560210,8264220183.55,29-Jan-2025,183995,INE501A01019
DMCC,BE,338.7,339,309.45,310.7,309.45,325.7,30109,9451741.90,29-Jan-2025,421,INE505A01010
DRL,SM,17.8,19.6,17.8,19.6,19.6,18.7,24000,448800.00,29-Jan-2025,4,INE704V01015
DUCOL,SM,117.5,119,113.8,117.65,119,113.5,9600,1115800.00,29-Jan-2025,12,INE0LZO01015
EIFFL,EQ,194.05,194.05,184.76,190.94,190.5,190.86,186565,35542385.32,29-Jan-2025,382,INE546V01010
ENGINERSIN,EQ,158.9,165.88,158.31,163.08,164,157.81,2208840,359588193.50,29-Jan-2025,36234,INE510A01028
ENVIRO,SM,105,115,104.3,114,114,102.1,56000,6148700.00,29-Jan-2025,28,INE0SUH01015
EPL,EQ,209.8,223.7,209.8,218.55,220,209.65,966209,212000292.35,29-Jan-2025,32195,INE255A01020
FIBERWEB,EQ,44.1,46.33,44,46.2,46.29,44.13,64750,2952680.98,29-Jan-2025,833,INE296C01020
FORCAS,ST,103.7,103.7,103.7,103.7,103.7,101.7,9600,995520.00,29-Jan-2025,5,INE0U2501017
GALAXYSURF,EQ,2300,2371.95,2297.05,2351.9,2340,2307.15,7479,17587422.60,29-Jan-2025,1840,INE600K01018
GANECOS,EQ,1557,1687.05,1536.05,1671.95,1669,1567.45,73308,120860399.30,29-Jan-2025,13319,INE845D01014
GANESHIN,SM,135,142.7,135,141.15,141.3,133.85,112000,15519680.00,29-Jan-2025,67,INE0TVT01024
GEEKAYWIRE,EQ,82.85,90.9,82.85,85.32,85.95,82.85,110768,9595974.50,29-Jan-2025,2416,INE669X01024
GENUSPOWER,EQ,307.9,325,302.05,322.65,324,299.1,502169,158990400.80,29-Jan-2025,12494,INE955D01029
GILLETTE,EQ,8679,8759.95,8514.95,8698.2,8641,8681.6,21683,188188499.55,29-Jan-2025,11375,INE322A01010
GODFRYPHLP,EQ,4370,4510,4362.3,4497.35,4507.25,4366.15,33937,151669912.30,29-Jan-2025,10072,INE260B01028
