SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1050IIFL29,ND,990,990,990,990,990,980,48,47520.00,28-Jan-2025,1,INE413U07319
20MICRONS,EQ,191.7,191.7,178.2,185.35,185,188.89,203266,37291174.88,28-Jan-2025,5957,INE144J01027
667GS2050,GS,98.6,98.6,98.6,98.6,98.6,98.39,2,197.20,28-Jan-2025,1,IN0020200252
699GS2026,GS,101.91,102,101.91,102,102,101.99,8846,901798.54,28-Jan-2025,10,IN0020230028
702GS2027,GS,101.25,102,101.25,102,102,102,9503,962561.00,28-Jan-2025,9,IN0020240043
71GS2034,GS,103.75,103.75,103.75,103.75,103.75,103.5,1200,124500.00,28-Jan-2025,1,IN0020240019
754GS2036,GS,106.89,107.05,106.79,106.97,107.05,107.03,279813,29925463.76,28-Jan-2025,142,IN0020220029
85IFL26,NX,1003,1003,1003,1003,1003,1001,100,100300.00,28-Jan-2025,1,INE530B07344
865IFL28,NZ,935,964,935,960.29,955,933,151,145005.00,28-Jan-2025,6,INE530B07385
875SFL27,ZF,1003,1009,1003,1007.15,1007.01,1009.9,264,265414.25,28-Jan-2025,12,INE721A07PK7
888IRFC29,NE,1180,1180.5,1180,1180.08,1180,1177.91,278,328060.00,28-Jan-2025,13,INE053F07744
891IIFCL34,N4,1230,1232,1229,1232,1232,1225.5,1112,1368149.00,28-Jan-2025,9,INE787H07370
910TCAP28,NA,1070,1070,1070,1070,1070,1069.03,100,107000.00,28-Jan-2025,1,INE306N08292
957ISFL26,N2,965,965,958,958.15,958,959.68,152,145980.00,28-Jan-2025,4,INE413U07236
AADHARHFC,EQ,365.45,400.55,346.05,391.1,385,364.15,2004271,740335927.40,28-Jan-2025,39740,INE883F01010
ABAN,EQ,44.1,45,43.74,43.74,43.74,46.05,187629,8221049.28,28-Jan-2025,651,INE421A01028
ABCAPITAL,EQ,167.79,172.4,162.66,169.01,169.26,165.1,7603826,1272463461.16,28-Jan-2025,87644,INE674K01013
ADANIENSOL,EQ,753,769.9,735.3,747.6,749.8,755.65,1860951,1397809824.45,28-Jan-2025,71176,INE931S01010
ADFFOODS,EQ,252.55,255.95,241.3,251.8,252.5,252.55,135541,33718320.70,28-Jan-2025,5093,INE982B01027
ADORWELD,EQ,1026,1026.55,983.95,998.2,1002,1006.85,52286,52424441.75,28-Jan-2025,2512,INE045A01017
AFFORDABLE,EQ,525,525,479.05,499.95,498.4,515.55,25663,12787331.40,28-Jan-2025,2731,INE692Z01013
