SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1050IIFL29,ND,933,980,933,980,980,993.55,40,38260.00,27-Jan-2025,2,INE413U07319
1119NFL27,ND,1080,1080,1080,1080,1080,1110,100,108000.00,27-Jan-2025,2,INE342T07445
20MICRONS,EQ,201.55,201.55,185.55,188.89,188.5,201.55,233620,44289783.56,27-Jan-2025,6860,INE144J01027
667GS2050,GS,95.74,98.39,95.74,98.39,98.39,98.39,115,11012.75,27-Jan-2025,2,IN0020200252
699GS2026,GS,101.91,101.99,101.91,101.99,101.99,101.91,10700,1090825.00,27-Jan-2025,6,IN0020230028
71GS2034,GS,103.5,103.5,103.5,103.5,103.5,103.6,200,20700.00,27-Jan-2025,2,IN0020240019
754GS2036,GS,106.5,107.2,106.5,107.03,107.2,106.59,608629,65047877.51,27-Jan-2025,272,IN0020220029
85IFL26,NX,1001,1001,1001,1001,1001,1003.8,100,100100.00,27-Jan-2025,1,INE530B07344
865IFL28,NZ,930.01,933,930.01,933,933,934,170,158393.30,27-Jan-2025,6,INE530B07385
875SFL27,ZF,1007,1015.5,1007,1009.9,1009.9,1007.8,52,52375.40,27-Jan-2025,3,INE721A07PK7
888IRFC29,NE,1177.6,1178,1177.6,1177.91,1178,1182.39,84,98935.43,27-Jan-2025,6,INE053F07744
891IIFCL34,N4,1241.5,1241.5,1225.5,1225.5,1225.5,1241.5,593,729626.50,27-Jan-2025,15,INE787H07370
957ISFL26,N2,965,970,958,959.68,970,965,811,779983.00,27-Jan-2025,15,INE413U07236
AADHARHFC,EQ,376.05,381,361.6,364.15,364.9,384.65,671606,247100092.30,27-Jan-2025,21048,INE883F01010
ABAN,EQ,51.7,51.7,46.05,46.05,46.05,51.17,204854,9657817.21,27-Jan-2025,2286,INE421A01028
ABCAPITAL,EQ,169.99,169.99,163.9,165.1,164.68,170.43,4894227,810862097.67,27-Jan-2025,45375,INE674K01013
ACCORD,SM,24.75,24.85,24.75,24.85,24.85,23.7,4000,99200.00,27-Jan-2025,2,INE113X01015
ADANIENSOL,EQ,779.25,781.3,750.8,755.65,754,790.45,2319145,1775731258.25,27-Jan-2025,88127,INE931S01010
ADFFOODS,EQ,259.3,259.3,247.05,252.55,254.1,259.35,191621,48278882.05,27-Jan-2025,5752,INE982B01027
ADORWELD,EQ,1084.95,1084.95,986.95,1006.85,1003,1109.65,74006,74838380.85,27-Jan-2025,8232,INE045A01017
AFFORDABLE,EQ,546,565.95,500.25,515.55,514,567.7,43116,22286868.95,27-Jan-2025,3743,INE692Z01013
AGNI,SM,32.6,33,32.3,32.65,33,34.3,22500,732750.00,27-Jan-2025,8,INE0LF301013
AHIMSA,ST,54.45,54.45,54.45,54.45,54.45,55.55,3000,163350.00,27-Jan-2025,1,INE136T01014
ALLCARGO,EQ,41.28,41.75,40.12,41.48,41.5,42.07,2218669,90817238.38,27-Jan-2025,19825,INE418H01029
AMRUTANJAN,EQ,683,695.65,665,666.15,665.8,695.7,20806,13994216.25,27-Jan-2025,1667,INE098F01031
ANLON,SM,365.2,365.2,350.05,350.05,350.05,366.3,8000,2894120.00,27-Jan-2025,18,INE0LR101013
APOLLO,EQ,128.7,128.99,121.06,123.66,123.5,130.71,6271961,780277354.97,27-Jan-2025,32003,INE713T01028
ARSSINFRA,BE,32.94,32.94,29.81,29.82,29.81,31.38,113549,3607207.30,27-Jan-2025,149,INE267I01010
ARTEMISMED,EQ,296.5,297.1,277.5,291.6,291,297.7,200592,57576550.75,27-Jan-2025,7311,INE025R01021
ASIANTILES,EQ,60.73,62.11,57.05,57.63,58.29,61.4,906529,52865340.49,27-Jan-2025,5926,INE022I01019
ASTRON,EQ,18.81,19.33,17.86,17.86,17.86,18.81,52756,959724.50,27-Jan-2025,359,INE646X01014
ATALREAL,BE,13.73,13.85,13.72,13.72,13.72,14,19889,274198.09,27-Jan-2025,53,INE0ALR01029
ATL,EQ,32.73,32.92,31.31,31.65,31.8,33.35,517869,16471276.75,27-Jan-2025,3615,INE0NN701020
ATMASTCO,ST,283,283,283,283,283,288.75,6400,1811200.00,27-Jan-2025,12,INE05DH01017
AUTOAXLES,EQ,1760.9,1760.9,1694.1,1714.65,1729,1760.9,8429,14454451.05,27-Jan-2025,1581,INE449A01011
AXISGOLD,EQ,70,70,67.03,68.14,68.12,68.33,271961,18534003.46,27-Jan-2025,1893,INF846K01W80
BANKBEES,EQ,494.99,496,490.06,494.12,493.9,496.17,1076639,532353767.62,27-Jan-2025,12110,INF204KB15I9
BBTCL,EQ,199.13,199.13,191.6,195.2,196,196.71,4784,931137.42,27-Jan-2025,760,INE01EE01011
BECTORFOOD,EQ,1479.75,1500.75,1438.1,1488.3,1499.7,1486.3,72073,105633128.70,27-Jan-2025,14512,INE495P01012
BEPL,EQ,118.11,118.11,109.55,110.13,110.5,118.65,1153581,129126340.59,27-Jan-2025,21154,INE922A01025
BSOFT,EQ,537.95,539.9,512.9,517.5,516,545.7,1335664,703166136.90,27-Jan-2025,45764,INE836A01035
CANARYS,SM,33.3,33.95,33.25,33.25,33.25,35,80000,2676600.00,27-Jan-2025,19,INE0QG301017
CGCL,EQ,192.8,193.9,182.31,186.79,182.35,200.6,3551867,663944991.10,27-Jan-2025,52845,INE180C01042
CPSEETF,EQ,86.2,86.2,81.45,81.74,81.72,83.69,1825332,149665439.42,27-Jan-2025,22439,INF457M01133
CSLFINANCE,EQ,262.65,265.9,251.1,254.25,255.5,265,32019,8187566.35,27-Jan-2025,2073,INE718F01018
DCM,EQ,103,103.75,99.11,100.09,99.16,103.61,51089,5179103.91,27-Jan-2025,941,INE498A01018
DCMSHRIRAM,EQ,1133.85,1209.4,1070,1196.9,1183.05,1151.1,117789,137214022.10,27-Jan-2025,19062,INE499A01024
DEEPAKFERT,EQ,1164.95,1177,1115,1127.45,1125.55,1168.6,533903,607699224.10,27-Jan-2025,42813,INE501A01019
DMCC,BE,356.45,356.45,342.85,342.85,342.85,360.9,2759,947515.25,27-Jan-2025,77,INE505A01010
DRL,SM,17.85,17.85,17.85,17.85,17.85,17,6000,107100.00,27-Jan-2025,1,INE704V01015
DUCOL,SM,124,124,116.6,117.15,117.3,122.65,12800,1513280.00,27-Jan-2025,16,INE0LZO01015
EIFFL,EQ,175.53,186.37,170.5,181.67,184,173.99,26498,4772450.24,27-Jan-2025,1125,INE546V01010
ENGINERSIN,EQ,166.53,166.53,158.5,160.64,160.6,167.22,1963386,315387275.51,27-Jan-2025,38994,INE510A01028
ENVIRO,SM,108,110,102.3,104.75,105.3,112.1,150000,15987000.00,27-Jan-2025,62,INE0SUH01015
EPL,EQ,215,216.25,208.45,210.05,210.75,215.25,964525,203406379.30,27-Jan-2025,37102,INE255A01020
FIBERWEB,EQ,48.4,48.4,46.24,46.24,46.24,48.68,87083,4043125.32,27-Jan-2025,550,INE296C01020
FORCAS,ST,107,107,103.75,103.75,103.75,105.85,49600,5162000.00,27-Jan-2025,15,INE0U2501017
GALAXYSURF,EQ,2327.7,2348.9,2276,2331.4,2310.1,2349.05,12956,29909932.75,27-Jan-2025,3222,INE600K01018
