SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6143.3,6143.3,5680,5720.05,5720.05,6111.3,7603,29595,172579031,
500003,"AEGIS LOGISTICS LTD.",A,STK,688.8,700,684.85,693.6,695.55,679.35,1157,47608,32907088,
500008,"Amara Raja Energy & Mobility L",A,STK,1030.3,1058,1025,1027.3,1027.3,1029.65,3771,57848,59998302,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,44.39,48.5,44.25,47.92,47.92,43.99,973,409807,19235982,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,65.61,67.8,65.61,66.47,66.6,66.58,409,43605,2912253,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.6,6.75,6.25,6.59,6.6,6.61,109,9523,61850,
500016,"ARUNA HOTELS LTD.",X,STK,11,11.39,11,11.23,11.35,10.94,34,10537,117361,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,156.5,159.3,153.85,154.8,154.8,154.95,1592,114025,17828250,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,353.7,353.7,353.7,353.7,353.7,336.9,94,29733,10516562,
500027,"ATUL LTD.",A,STK,6287.8,6383,6274.55,6328.3,6319.9,6265.3,473,1496,9465224,
500028,"ATV PROJECTS INDIA LTD.",X,STK,37.85,38.75,37,38.75,38.75,36.91,329,69737,2690403,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,678,704.5,678,690.6,689.4,678,245,1851,1283897,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,27.79,27.86,27.14,27.39,27.39,27.26,1404,363585,9962195,
500033,"FORCE MOTORS LTD.",A,STK,6317,6515.35,6315,6328.15,6319.3,6440.3,538,1456,9310509,
500034,"BAJAJ FINANCE LIMITED",A,STK,7850,8249.95,7846.75,7899.3,7899.3,7758.1,19525,129773,1044526207,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,497.05,499.55,467.7,470.35,470.35,496.1,2567,51413,24422247,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,440.6,452.25,431,444.25,444.2,431.4,554,9976,4435264,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1992,1997.05,1945.2,1989.95,1990,1963.25,778,4935,9729265,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3650,3700,3594,3698,3698,3629,17,80,291315,
500042,"BASF INDIA LTD.",A,STK,4750,4839.95,4556.05,4595.75,4658.7,4755.25,608,1719,8051703,
500043,"BATA INDIA LTD.",A,STK,1274,1286.3,1254.95,1266.8,1267.05,1263.1,1874,7043,8937599,
500048,"BEML LTD.",A,STK,3549.95,3580.6,3504.45,3539,3539,3495.5,1329,9826,34811390,
500049,"BHARAT ELECTRONICS LTD.",A,STK,269.2,280.2,268,278.9,278.9,267.2,23735,2009619,550928361,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,119.4,121.95,117.25,118.1,118.35,121.8,1318,50851,6083795,
500058,"BIHAR SPONGE IRON LTD.",X,STK,15.3,15.34,14.11,14.86,14.89,14.62,134,32196,479762,
500059,"BINANI INDUSTRIES LTD.",B,STK,12.88,13.46,12.6,13.01,13.01,12.88,27,3967,51350,
500060,"Birla Cable Limited",B,STK,176.5,179.2,174.8,174.85,175.35,175.85,275,2709,478637,
500067,"BLUE STAR LTD.",A,STK,1997.4,1997.4,1772.15,1800.75,1802,1827.3,1352,14923,27110302,
500068,"DISA INDIA LTD.",B,STK,15200.5,15799,15121.5,15496.3,15691.4,15200.5,16,39,598051,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,351.9,351.9,320,342.25,340,344.1,49,538,180140,
500074,"BPL LTD.",B,STK,92.3,95.15,92.3,93.15,93.65,94.15,181,4750,445688,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,355.75,361.05,345,348,345,352.15,132,589,206590,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,22.61,22.61,21.08,21.49,21.49,21.19,145,26811,579983,
500084,"CESC LTD.",A,STK,140.15,142.25,138.05,141.5,141.65,138.6,1311,96548,13563813,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,498.95,502,488.75,493.7,493.1,490.5,1548,42217,20932434,
500086,"EXIDE INDUSTRIES LTD.",A,STK,360,365,356.35,360.1,360.1,353.1,8391,284714,102691028,
500087,"CIPLA LTD.",A,STK,1439.95,1469.95,1425.2,1458.15,1458.15,1423.95,16721,64857,94458474,
500089,"DIC INDIA LTD.",B,STK,661,698,645,647.8,645,709,32,180,118814,
500092,"CRISIL LTD.",A,STK,5409.9,5416.8,5180,5275.55,5280.4,5416.8,589,1871,9934019,
500093,"CG Power and Industrial Soluti",A,STK,627.75,632.7,614,620.55,618.45,625.5,2892,86300,53722913,
500096,"DABUR INDIA LTD.",A,STK,523.95,540,519,533.7,533.7,518.15,4873,129083,68365908,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,364.65,364.65,340,341.6,344.4,349.15,402,5071,1753025,
500101,"ARVIND LTD.",A,STK,340.4,348.9,332.45,334.5,335.1,337.6,1218,29480,10018050,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,201.85,201.85,194.1,196.3,196.3,199.9,11566,810235,160584717,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,349.95,354,345.85,351.3,353.35,345.25,4113,181325,63675706,
500106,"IFCI LTD.",A,STK,54.87,55.61,54,54.2,54.2,54.16,3492,863317,47282452,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,44.65,45.7,44.3,44.72,44.72,45.03,2328,294743,13246988,
