SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6273.7,6353.3,6227.05,6311.15,6311.15,6190.15,1453,4700,29593895,
500003,"AEGIS LOGISTICS LTD.",A,STK,829.5,846,822,830.6,830.6,822.4,2387,78479,65409492,
500008,"Amara Raja Energy & Mobility L",A,STK,1071.25,1084.9,1059.1,1072.45,1072.45,1050.85,4642,78670,84524966,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,51.19,51.7,50.62,51.05,51.25,50.49,342,56904,2913666,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,70,71.7,69.82,70.56,70.7,69.6,326,33617,2380709,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,7.07,7.09,6.53,6.74,6.71,6.93,139,25246,171414,
500016,"ARUNA HOTELS LTD.",X,STK,10.83,11.24,10.1,10.73,10.84,10.88,44,4763,50245,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,163.9,169.6,163.25,167.35,167.35,160.95,1932,136718,22754255,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,308,308,300,300,300,305.65,10,293,88724,
500027,"ATUL LTD.",A,STK,6763.4,6804.8,6745,6759.35,6745,6747.35,54,80,541913,
500028,"ATV PROJECTS INDIA LTD.",X,STK,39.88,41.87,39.5,41.87,41.87,39.88,319,47929,1971258,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,735.5,751.25,722.75,729.05,732.35,742.6,829,13126,9661280,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.46,30.34,29.08,29.93,29.93,28.41,3336,1073091,31947262,
500033,"FORCE MOTORS LTD.",A,STK,6625,6724.15,6558.6,6598.5,6571,6535.7,386,1072,7090003,
500034,"BAJAJ FINANCE LIMITED",A,STK,7190.4,7287.95,7190.4,7261.05,7249.4,7176.05,2437,10027,72714142,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,503,517.45,486.2,489.55,489.55,491.8,1702,48513,24299640,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,470.05,472.75,460.75,463.05,462.4,461.5,448,10365,4825958,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2019.95,2096.6,2000.35,2064.5,2062.6,1988.75,1068,254097,521280839,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3652.05,3671.45,3652.05,3662.05,3662.05,3589.05,4,4,14647,
500042,"BASF INDIA LTD.",A,STK,5134.95,5204,5050.2,5070.65,5070.65,5030.55,884,2227,11388808,
500043,"BATA INDIA LTD.",A,STK,1315.35,1321.15,1301,1307.6,1309,1307.8,559,2602,3405616,
500048,"BEML LTD.",A,STK,3530.4,3631,3530.4,3590.5,3590.5,3511.8,1997,15317,55059221,
500049,"BHARAT ELECTRONICS LTD.",A,STK,273.05,277.85,271.7,276.15,276.15,268,10096,776468,213930103,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,122.9,130.5,122.9,125.2,125.2,122.7,2143,106718,13566657,
500058,"BIHAR SPONGE IRON LTD.",X,STK,16.39,16.45,16.1,16.43,16.45,15.67,132,23576,385778,
