SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
KREBSBIO,BE,96,96,94,94.2,94.2,97,3367,317305.60,08-Jan-2025,35,INE268B01013
EXICOM,EQ,248.8,250.09,248,250.09,250.09,238.19,75147,18777058.98,08-Jan-2025,693,INE777F01014
GEOJITFSL,EQ,109.8,110.3,105.5,106.79,107,109.85,360009,38531771.08,08-Jan-2025,5715,INE007B01023
HINDCOMPOS,EQ,534.55,539.55,512,516.2,515,534.55,11208,5827507.95,08-Jan-2025,1561,INE310C01029
HYUNDAI,EQ,1820,1826.55,1800.05,1811.4,1805,1833,289586,524517380.45,08-Jan-2025,24711,INE0V6F01027
VPRPL,EQ,288.85,289.4,278,279.35,279.2,288.15,713422,200941744.55,08-Jan-2025,17544,INE0AE001013
SGBSEP31II,GB,8316.74,8347.5,8267,8320,8320,8316.74,633,5263081.12,08-Jan-2025,100,IN0020230093
BASF,EQ,5364.25,5364.25,5181.15,5193.55,5198,5364.25,23676,123985481.05,08-Jan-2025,8248,INE373A01013
PPLPHARMA,EQ,252,252.5,245,245.7,245.4,250.5,1668051,411237453.15,08-Jan-2025,36557,INE0DK501011
REFRACTORY,ST,87,87,81.6,83,83,85.9,25000,2114050.00,08-Jan-2025,24,INE0TNX01015
AAVAS,EQ,1699.45,1704.1,1677.3,1680.75,1680.9,1699.45,73642,124038723.90,08-Jan-2025,8360,INE216P01012
AWHCL,EQ,618,618.7,608.3,611.4,614.3,618.6,63269,38727652.55,08-Jan-2025,4641,INE01BK01022
BRACEPORT,ST,100,100,99,99,99,99,6400,636800.00,08-Jan-2025,4,INE0R4Z01018
CONSOFINVT,EQ,205.35,211.24,205,205.25,205.75,207.52,5895,1214034.28,08-Jan-2025,337,INE025A01027
IKS,EQ,1979.9,1980.95,1921.85,1946.95,1940,1973.95,215148,419532347.95,08-Jan-2025,13498,INE115Q01022
RUSTOMJEE,EQ,652.2,684,645.55,670.65,670.1,658.15,27687,18240318.60,08-Jan-2025,3775,INE263M01029
MON100,EQ,210.2,210.2,200.12,202.41,202.5,204.09,580708,118198194.87,08-Jan-2025,14618,INF247L01AP3
NAHARPOLY,EQ,266.1,266.1,251,255.8,254.8,262.65,17701,4514088.95,08-Jan-2025,1054,INE308A01027
DRONE,ST,198.65,198.65,198.65,198.65,198.65,202.7,6500,1291225.00,08-Jan-2025,11,INE0P7201019
SUBEXLTD,EQ,22.43,22.45,21.83,21.98,21.91,22.24,1932793,42560779.27,08-Jan-2025,6090,INE754A01055
SUNDRMFAST,EQ,1054.65,1062.8,1035.1,1048.65,1048,1057.2,28432,29710558.15,08-Jan-2025,4831,INE387A01021
VISHNUINFR,ST,276.6,276.6,269.25,275.5,276.6,263.45,49000,13480675.00,08-Jan-2025,77,INE0PQ001012
AKUMS,EQ,613,652.65,613,624.35,624.85,611.6,623149,395440205.05,08-Jan-2025,23400,INE09XN01023
NETWORK18,EQ,68.55,69.99,68.26,68.48,68.76,68.99,3101585,213645585.60,08-Jan-2025,18847,INE870H01013
PPSL,SM,35.95,42.2,35.95,41.3,41.4,35.95,627000,24652050.00,08-Jan-2025,177,INE0YAL01017
SAHAJSOLAR,ST,539,550,525.5,533.65,533,539,15000,8070010.00,08-Jan-2025,69,INE0P4701011
IEML,SM,235,240,227,229,229,233.9,17000,3958100.00,08-Jan-2025,28,INE0RRU01016
JYOTISTRUC,EQ,25.68,25.84,24.74,25.15,25.28,25.68,16913984,425524955.25,08-Jan-2025,16933,INE197A01024
753IRFC30,NJ,1096,1096,1096,1096,1096,1103,9,9864.00,08-Jan-2025,1,INE053F07835
TIIL,EQ,2930,2930,2852.2,2864.8,2890,2906.45,7550,21737005.35,08-Jan-2025,2571,INE545H01011
VINYAS,ST,910,910,901,901.1,901.1,910.05,3400,3069050.00,08-Jan-2025,9,INE0OLS01010
BSLGOLDETF,EQ,71.62,71.62,68.32,69.01,69.1,68.54,22991,1582518.39,08-Jan-2025,660,INF209KB18D3
APCL,EQ,159,161.12,157.6,157.98,157.6,159.76,11104,1760022.60,08-Jan-2025,401,INE071F01012
ASHAPURMIN,EQ,438.95,486.25,425,484.65,484.5,442.05,1769538,839173780.90,08-Jan-2025,22726,INE348A01023
BASML,EQ,55.94,55.94,52.91,53.75,53.7,55.11,67908,3656614.06,08-Jan-2025,859,INE186H01022
ONDOOR,ST,319,319.9,319,319.75,319.8,304.7,13200,4221270.00,08-Jan-2025,43,INE00ER01015
SJLOGISTIC,ST,620.75,631.9,605,608.55,607,617.7,19750,12136050.00,08-Jan-2025,68,INE0F3301020
MPHASIS,EQ,2919,2932,2868.05,2924.85,2929.7,2926.2,384582,1116052057.10,08-Jan-2025,35673,INE356A01018
DIAMINESQ,EQ,494.2,497.85,477.85,482.2,482,491.6,4603,2245084.75,08-Jan-2025,441,INE591D01014
ENIL,EQ,177.65,179.52,175,177.08,178,175.59,7467,1318989.90,08-Jan-2025,353,INE265F01028
MEDANTA,EQ,1063,1098.9,1063,1079.45,1081.9,1062.75,335099,362383395.05,08-Jan-2025,29109,INE474Q01031
HCC,EQ,38.15,38.3,36.9,37.39,37.4,38.11,15703739,586252391.01,08-Jan-2025,37355,INE549A01026
3PLAND,BE,59,59,57.05,57.49,57.2,58.25,8793,507356.21,08-Jan-2025,150,INE105C01023
ATL,EQ,37.09,37.09,36,36.15,36.7,36.99,268109,9749218.12,08-Jan-2025,2490,INE0NN701020
ASIANHOTNR,BE,270,295.9,270,295.9,295.9,281.85,16220,4582037.00,08-Jan-2025,211,INE363A01022
AURDIS,ST,211,211,209,210.15,210.15,220,3125,655562.50,08-Jan-2025,5,INE448V01019
99AEL29,N7,1031.51,1031.51,1030.9,1030.9,1030.9,1031,263,271248.50,08-Jan-2025,6,INE423A07344
KELLTONTEC,EQ,172,176.6,165.6,166.95,165.95,171.5,4774159,810529809.50,08-Jan-2025,59073,INE164B01022
MANCREDIT,EQ,168.8,173.77,163.31,169.73,166.25,167.34,56489,9492487.61,08-Jan-2025,1646,INE545L01039
MOSMALL250,EQ,17.95,17.96,17.32,17.52,17.6,17.72,13373474,232430974.08,08-Jan-2025,3515,INF247L01CH6
NH,EQ,1380,1398,1335.05,1365.4,1358,1351.3,860204,1177496260.30,08-Jan-2025,69242,INE410P01011
ESTER,EQ,166.35,170,163.1,164.37,163.5,165.05,559433,93190641.02,08-Jan-2025,7224,INE778B01029
GOCLCORP,EQ,392.3,392.3,377.6,380,378,390.4,30411,11659933.00,08-Jan-2025,1914,INE077F01035
BARBEQUE,EQ,424.2,428.9,417,420.15,419.95,428.05,36797,15478748.40,08-Jan-2025,2619,INE382M01027
BLSE,EQ,205,206.28,202.23,203.23,203.35,205.45,104439,21242071.87,08-Jan-2025,4117,INE0NLT01010
PRAKASHSTL,EQ,8.02,8.15,7.82,7.92,7.92,8.08,528627,4231617.41,08-Jan-2025,1859,INE696K01024
JINDALSTEL,EQ,937,947.75,930.15,942.55,936,941.45,1719232,1615419872.65,08-Jan-2025,43682,INE749A01030
KHANDSE,EQ,27.37,28.55,27.01,27.48,27.01,27.83,22259,610892.77,08-Jan-2025,332,INE060B01014
GENCON,EQ,42.99,42.99,40.43,40.88,40.62,42.04,43505,1797082.16,08-Jan-2025,1451,INE854S01022
GREAVESCOT,EQ,271.95,282,265.3,274.95,274,270.85,5760271,1572652702.35,08-Jan-2025,40836,INE224A01026
TAINWALCHM,EQ,277.85,277.85,263.35,268.15,263.45,277.75,4703,1268152.30,08-Jan-2025,227,INE123C01018
TUNWAL,SM,46.95,46.95,45.1,45.5,45.45,46.95,130000,5943200.00,08-Jan-2025,62,INE0OXV01027
WONDERLA,EQ,768,775.5,756,770.6,767,768,62991,48308765.35,08-Jan-2025,6354,INE066O01014
NOIDATOLL,BE,9.96,9.96,9.96,9.96,9.96,10.49,73885,735894.60,08-Jan-2025,201,INE781B01015
KONSTELEC,ST,121.8,121.8,119.4,121.7,121.7,121.8,16000,1920600.00,08-Jan-2025,16,INE0QEI01011
GENUSPAPER,EQ,21.69,22.95,21.35,21.94,21.86,21.29,323092,7076889.42,08-Jan-2025,1260,INE949P01018
709GS2074,GS,101.5,101.5,100.65,100.65,100.65,101,300,30280.00,08-Jan-2025,3,IN0020240142
563GS2026,GS,100.2,100.2,99.91,100.2,100.2,100.7,869,86871.80,08-Jan-2025,14,IN0020210012
364D110925,TB,95.75,95.75,95.57,95.6,95.6,95.57,500,47812.00,08-Jan-2025,3,IN002024Z248
GPPL,EQ,174,175.42,169.51,172.09,172.55,175.2,691946,118802305.58,08-Jan-2025,22916,INE517F01014
HMT,BZ,71.8,72.39,70.35,72.39,72.39,68.95,26480,1908998.63,08-Jan-2025,235,INE262A01018
TANLA,EQ,700,713.75,691.1,702.15,700,699.15,1529481,1073954619.30,08-Jan-2025,55460,INE483C01032
WINNY,ST,330,330,308.45,327.5,327.5,320.5,7000,2254825.00,08-Jan-2025,12,INE0S9101013
BIRLACORPN,EQ,1210.65,1224,1206,1220.5,1222,1221.55,22905,27904585.10,08-Jan-2025,5297,INE340A01012
LOKESHMACH,EQ,321.6,325,314,315.6,318.95,324.5,45442,14473043.90,08-Jan-2025,1327,INE397H01017
ALPL30IETF,EQ,27.82,27.96,27.48,27.64,27.63,27.46,1125664,31055517.72,08-Jan-2025,1766,INF109KC17V7
SERVICE,SM,75.15,78,75.15,77.95,78,75.1,16000,1230600.00,08-Jan-2025,8,INE0P1Q01015
TATASTEEL,EQ,133.93,134.24,131.77,132.64,132.55,133.38,31570331,4187651105.64,08-Jan-2025,262476,INE081A01020
ASPIRE,ST,44.25,44.25,43.9,43.95,43.95,46,10000,440200.00,08-Jan-2025,5,INE0S7801010
AXISCETF,EQ,116.64,116.64,115,116.28,116.25,116.64,12856,1493202.42,08-Jan-2025,58,INF846K016C7
BAJAJFINSV,EQ,1681,1709,1668.55,1697,1695,1682.75,1437122,2432819221.90,08-Jan-2025,92096,INE918I01026
PELATRO,ST,472.7,496,470,494.4,496,472.7,22200,10755690.00,08-Jan-2025,30,INE0VG601013
POCL,EQ,875,879.9,830,853.55,850.75,868.25,59566,50767595.75,08-Jan-2025,4517,INE063E01053
IDENTICAL,ST,78.9,81.95,76.7,77.05,76.7,80.7,266000,20623000.00,08-Jan-2025,119,INE0TD101011
DELAPLEX,SM,226.2,227.3,222.5,224,224,228.75,9600,2160180.00,08-Jan-2025,16,INE0SK801018
DYCL,EQ,1034.7,1089,987.65,1001.8,1011.95,1034.7,105294,107340883.55,08-Jan-2025,6929,INE600Y01019
364D120625,TB,97.17,97.17,96.89,96.89,96.89,97.23,200,19406.00,08-Jan-2025,2,IN002024Z115
GSMFOILS,ST,117.9,117.9,115.15,115.15,115.15,117.5,14000,1634100.00,08-Jan-2025,7,INE0SQY01018
GLFL,BE,7.69,7.73,7.69,7.73,7.73,7.58,3324,25672.84,08-Jan-2025,18,INE540A01017
SHERA,SM,190,196.8,190,194,194,193.55,14000,2707800.00,08-Jan-2025,13,INE0MM001019
SIMPLEXINF,BE,303,315.4,300.4,315.4,315.4,300.4,162998,51009776.45,08-Jan-2025,593,INE059B01024
ABINFRA,BE,89.56,92.65,89.56,92.65,92.65,89.55,4669,420649.81,08-Jan-2025,29,INE00YB01017
SATIN,EQ,147.5,164.8,146.76,154.96,156.3,148.97,1244505,198105205.30,08-Jan-2025,35004,INE836B01017
