SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1050IIFL29,ND,993.55,993.55,993.55,993.55,993.55,993.55,70,69548.50,23-Jan-2025,1,INE413U07319
182D200225,TB,99.42,99.42,99.42,99.42,99.42,99.3,200,19884.00,23-Jan-2025,1,IN002024Y217
20MICRONS,EQ,223.1,224.88,198.51,208.78,208.1,229.25,1019299,210597394.61,23-Jan-2025,14171,INE144J01027
667GS2050,GS,97.49,97.5,97.48,97.5,97.5,97.5,34810,3393928.22,23-Jan-2025,9,IN0020200252
716GS2050,GS,105.5,105.5,105.5,105.5,105.5,103.45,9,949.50,23-Jan-2025,1,IN0020200054
71GS2034,GS,103.3,103.3,103.3,103.3,103.3,103.22,600,61980.00,23-Jan-2025,3,IN0020240019
754GS2036,GS,106.7,106.95,106.64,106.83,106.95,106.67,304955,32551252.97,23-Jan-2025,155,IN0020220029
865IFL28,NZ,931,937.8,930.2,937.8,937.8,939.8,339,315790.20,23-Jan-2025,4,INE530B07385
875SFL27,ZF,1018,1018,1010,1010,1010,1012,27,27328.00,23-Jan-2025,4,INE721A07PK7
888IRFC29,NE,1184,1184,1182,1182.39,1182,1183,124,146632.84,23-Jan-2025,4,INE053F07744
891IIFCL34,N4,1244,1245,1232,1241.18,1235,1224.44,1339,1658961.80,23-Jan-2025,55,INE787H07370
910TCAP28,NA,1070,1070,1070,1070,1070,1074.95,100,107000.00,23-Jan-2025,1,INE306N08292
957ISFL26,N2,968.5,968.5,968.5,968.5,968.5,970,15,14527.50,23-Jan-2025,1,INE413U07236
AADHARHFC,EQ,394,402.9,392.7,395.55,394,399.2,428454,170687900.55,23-Jan-2025,10676,INE883F01010
ABAN,EQ,55.74,56.99,54,54.77,54,55.74,75320,4170275.33,23-Jan-2025,1343,INE421A01028
ABCAPITAL,EQ,173,176,172.05,174.27,173.9,173.03,1576070,274834155.85,23-Jan-2025,21870,INE674K01013
ACCORD,SM,23.7,23.7,23.7,23.7,23.7,24.9,2000,47400.00,23-Jan-2025,1,INE113X01015
ADANIENSOL,EQ,795.1,826.6,791.35,808.8,805.1,802.8,3765979,3045806850.75,23-Jan-2025,120125,INE931S01010
ADFFOODS,EQ,269.05,282,267.45,277.95,278,270.15,157921,43495229.90,23-Jan-2025,4765,INE982B01027
ADORWELD,EQ,1065,1138.95,1055.5,1122.2,1130,1065.2,15340,16984294.40,23-Jan-2025,2770,INE045A01017
AFFORDABLE,EQ,588,589.95,573.3,586.7,589.95,578.4,10112,5914195.60,23-Jan-2025,812,INE692Z01013
AGNI,SM,35.55,35.75,35,35,35,36,15000,530125.00,23-Jan-2025,6,INE0LF301013
AHIMSA,ST,56.6,56.6,56.6,56.6,56.6,57.7,3000,169800.00,23-Jan-2025,1,INE136T01014
ALLCARGO,EQ,42.02,43.59,42.02,43.03,42.94,42.53,1690375,72643703.07,23-Jan-2025,11659,INE418H01029
AMRUTANJAN,EQ,687.7,706.95,679.15,702.25,695.1,693.3,11475,7982692.20,23-Jan-2025,1613,INE098F01031
ANLON,SM,384.8,384.8,370,374.55,376.85,375.05,3200,1208060.00,23-Jan-2025,7,INE0LR101013
APOLLO,EQ,137.5,145.7,137.1,140.28,139.4,139.6,8881717,1254914282.23,23-Jan-2025,43814,INE713T01028
ARTEMISMED,EQ,298.25,312.9,297.45,311,310.05,303.65,76901,23717248.40,23-Jan-2025,3874,INE025R01021
ASIANTILES,EQ,62.29,63.2,61.5,62.18,62.15,62.16,228818,14310154.14,23-Jan-2025,2003,INE022I01019
ASTRON,EQ,18.74,19.49,18.74,19.16,19.19,19.19,23290,445975.97,23-Jan-2025,104,INE646X01014
ATALREAL,BE,13.84,14.05,13.84,14.05,14.05,13.9,2526144,35420694.95,23-Jan-2025,137,INE0ALR01029
ATL,EQ,34.3,34.68,33.07,33.3,33.4,33.81,632188,21366593.78,23-Jan-2025,4531,INE0NN701020
ATMASTCO,ST,288.9,294.65,285,294.65,294.65,288.9,27200,7936200.00,23-Jan-2025,48,INE05DH01017
AUTOAXLES,EQ,1749,1777.95,1731,1762.6,1772,1751.8,6733,11844098.50,23-Jan-2025,1045,INE449A01011
AXISGOLD,EQ,68.29,68.49,67.9,67.97,67.99,68.22,183803,12510532.66,23-Jan-2025,1434,INF846K01W80
BANKBEES,EQ,500.59,502.2,497.89,499.38,499.5,500.59,499506,249596981.79,23-Jan-2025,7174,INF204KB15I9
BBTCL,EQ,200.5,200.5,193.24,196.05,195.02,194.61,7988,1563203.95,23-Jan-2025,315,INE01EE01011
BECTORFOOD,EQ,1483.95,1503.95,1475.3,1499.95,1500.6,1483.7,81473,122060384.75,23-Jan-2025,6416,INE495P01012
BEPL,EQ,121.47,124.29,121.01,121.9,121.99,122.38,295392,36198933.97,23-Jan-2025,7606,INE922A01025
BSOFT,EQ,531.05,564.25,530.95,554.9,555.2,530.1,3792070,2099556775.20,23-Jan-2025,68538,INE836A01035
CANARYS,SM,35.85,37.6,35.15,36.2,36.2,35.9,92000,3316000.00,23-Jan-2025,22,INE0QG301017
CGCL,EQ,179.19,184.2,177.51,181.76,181,179.55,268782,48888541.38,23-Jan-2025,7421,INE180C01042
CPSEETF,EQ,84.89,84.9,83.65,84.51,84.55,84.27,726936,61398704.81,23-Jan-2025,8400,INF457M01133
CSLFINANCE,EQ,262.5,275.85,252.2,258.85,259.8,264.65,82005,21693789.10,23-Jan-2025,4436,INE718F01018
DCM,EQ,104.75,105.56,102.15,102.7,102.7,102.82,10791,1120048.92,23-Jan-2025,290,INE498A01018
DCMSHRIRAM,EQ,1101.65,1180,1096.05,1170.65,1170.1,1118.45,85921,98973453.45,23-Jan-2025,8685,INE499A01024
DEEPAKFERT,EQ,1157,1223.8,1153.7,1179.55,1182,1157.05,610144,729858213.10,23-Jan-2025,37457,INE501A01019
DMCC,BE,365,385.95,364.25,366.45,367.6,368.5,15092,5673952.40,23-Jan-2025,210,INE505A01010
DRL,SM,16.2,16.2,16.2,16.2,16.2,15.45,6000,97200.00,23-Jan-2025,1,INE704V01015
DUCOL,SM,124,125.8,124,125.75,125.8,123.95,2400,300440.00,23-Jan-2025,3,INE0LZO01015
EIFFL,EQ,185.01,186,174.35,175.57,176,179.02,26438,4670324.66,23-Jan-2025,831,INE546V01010
ENGINERSIN,EQ,172.9,175.39,171.35,172.31,171.83,173.23,968867,167922624.18,23-Jan-2025,17543,INE510A01028
ENVIRO,SM,115.9,115.9,113.6,113.75,113.65,115.9,22000,2530700.00,23-Jan-2025,11,INE0SUH01015
EPL,EQ,222,228.5,220.55,221.35,221,223.9,612010,136718439.55,23-Jan-2025,22796,INE255A01020
FIBERWEB,EQ,51.85,51.85,49.71,50.73,50.8,51.05,56906,2878303.71,23-Jan-2025,1012,INE296C01020
FORCAS,ST,99.8,103.8,99.8,103.8,103.8,101.8,9600,990080.00,23-Jan-2025,6,INE0U2501017
GALAXYSURF,EQ,2393.15,2411.3,2375,2379.5,2378,2396.15,5507,13179933.60,23-Jan-2025,1169,INE600K01018
GANECOS,EQ,1621,1715.35,1621,1701.85,1700,1631.45,68529,115881854.60,23-Jan-2025,14772,INE845D01014
GANESHIN,SM,155.5,155.75,150,150.25,150,151.7,96000,14679360.00,23-Jan-2025,60,INE0TVT01024
GEEKAYWIRE,EQ,89.94,90.91,89.31,89.84,89.52,88.75,25229,2273029.20,23-Jan-2025,825,INE669X01024
GENUSPOWER,EQ,345,354.75,340.9,351.5,349,344.9,359247,125897086.05,23-Jan-2025,9648,INE955D01029
GILLETTE,EQ,9403,9574.6,9295.05,9528.85,9515.05,9381.2,8945,84894637.10,23-Jan-2025,2991,INE322A01010
GODFRYPHLP,EQ,4235,4462.5,4235,4332.45,4349.95,4234.35,35018,152507708.30,23-Jan-2025,9531,INE260B01028
GTECJAINX,BE,36.37,36.37,35.64,35.64,35.64,36.37,21,749.17,23-Jan-2025,2,INE586X01012
GVPTECH,EQ,10.82,10.92,10.62,10.81,10.86,10.61,31071,335584.09,23-Jan-2025,324,INE382T01030
HDFCSILVER,EQ,88.7,89.8,87.83,87.98,88.14,88.78,238772,21024653.05,23-Jan-2025,1461,INF179KC1DI2
HERITGFOOD,EQ,454,454,432.1,435.65,436,450.6,611837,270039277.25,23-Jan-2025,17005,INE978A01027
HINDCON,BE,41.3,41.3,40.11,40.99,40.95,40.82,11928,484207.35,23-Jan-2025,199,INE642Y01029
IDENTICAL,SM,54.2,56.7,54,54.2,54,57.1,144000,7925000.00,23-Jan-2025,68,INE0TD101011
IFBAGRO,EQ,559.2,572.55,546.1,548.6,554,556.9,2104,1169606.80,23-Jan-2025,218,INE076C01018
IHFL261224,N1,935.8,935.8,935.8,935.8,935.8,935.8,50,46790.00,23-Jan-2025,1,INE477L07BA4
INDHOTEL,EQ,771,778.9,759.05,775.1,775.05,772.75,2462777,1900489638.35,23-Jan-2025,58358,INE053A01029
INDIANB,EQ,523.5,528.75,514.1,516.7,516.95,521.2,547154,284715388.55,23-Jan-2025,23460,INE562A01011
INDIGOPNTS,EQ,1246.85,1272.3,1234.15,1259.55,1258.35,1249.35,26409,33173157.25,23-Jan-2025,5986,INE09VQ01012
INOXWIND,EQ,155.14,156.51,148.62,149.45,149.95,156.25,8075569,1227308826.49,23-Jan-2025,103432,INE066P01011
IRBINVIT,IV,60.1,60.2,59.9,60,59.99,59.98,179294,10758332.83,23-Jan-2025,1030,INE183W23014
IRCON,EQ,208,214.75,206.4,210.95,210.88,210.11,5582434,1179185405.84,23-Jan-2025,56395,INE962Y01021
IWEL,EQ,9001,9200,8772,8827.8,8775.3,9016.65,3528,31548977.75,23-Jan-2025,1161,INE0FLR01028
JAIBALAJI,EQ,152.95,155.7,150.1,154.3,154.15,154.45,736846,112014514.40,23-Jan-2025,5548,INE091G01026
JAICORPLTD,EQ,142,144.25,137.8,138.05,138,145.05,1621272,227480394.75,23-Jan-2025,14654,INE070D01027
JBMA,EQ,1530.1,1538.75,1506.85,1510.2,1509.5,1519.35,43277,65819975.30,23-Jan-2025,5883,INE927D01044
JINDALSTEL,EQ,896,906,889.25,893,891.7,896.8,1097278,983481980.65,23-Jan-2025,56817,INE749A01030
JISLDVREQS,EQ,36.96,38.69,36.73,37.99,38.13,36.88,35883,1359779.23,23-Jan-2025,597,IN9175A01010
JITFINFRA,EQ,581.4,620.9,581.4,610.2,600,586.7,48292,29085010.05,23-Jan-2025,3440,INE863T01013
JSFB,EQ,419.05,440,415.05,432.6,429.95,437.45,2531849,1087717064.95,23-Jan-2025,43183,INE953L01027
JSWHL,BE,17700,18689.4,17150,18689,18650.05,17799.45,2492,45796285.40,23-Jan-2025,1002,INE824G01012
KARNIKA,ST,396,398,386,391.9,386,388.95,14400,5628300.00,23-Jan-2025,28,INE0MGA01012
KCPSUGIND,EQ,43.57,43.92,42.66,43.09,42.94,43.57,92506,3995480.04,23-Jan-2025,1317,INE790B01024
KEEPLEARN,BE,4.1,4.3,4,4.14,4.14,4.17,19171,78120.01,23-Jan-2025,127,INE055C01020
KERNEX,BE,1308,1317,1251,1268,1259.6,1305.15,43092,55190467.45,23-Jan-2025,2283,INE202H01019
KIMS,EQ,613,621.05,605.05,618.4,617.9,613.45,175843,108500988.65,23-Jan-2025,30232,INE967H01025
KITEX,BE,227.2,235,222.6,225.75,225.1,234.3,353012,80221806.85,23-Jan-2025,4865,INE602G01020
KKJEWELS,ST,242.6,265,242.6,248.5,248,255.35,835000,206939500.00,23-Jan-2025,440,INE0XOW01017
KLL,SM,94,97,94,96,96,93.95,6400,614400.00,23-Jan-2025,8,INE0Q2V01012
KSB,EQ,684.45,697,682.5,686.75,686.5,688.55,37239,25678178.90,23-Jan-2025,5383,INE999A01023
KSL,EQ,952.05,977.45,952.05,957.45,962,966.55,22402,21647728.85,23-Jan-2025,2529,INE907A01026
KSOLVES,EQ,1030.8,1045,1012.5,1017.2,1016,1025.75,47158,48396084.90,23-Jan-2025,5155,INE0D6I01015
LGBBROSLTD,EQ,1255.35,1260,1236.75,1254.4,1258,1244.85,9236,11525847.05,23-Jan-2025,1039,INE337A01034
LICMFGOLD,EQ,7285.05,7300,7233,7283.1,7299.95,7278.25,157,1142509.80,23-Jan-2025,50,INF397L01554
LOYALTEX,BE,328,328.1,316.3,316.3,316.35,328,221,70596.55,23-Jan-2025,9,INE970D01010
MADHAVBAUG,SM,115.3,124,115.3,122,122,121.85,1600,194080.00,23-Jan-2025,4,INE0JR301013
MAGNUM,EQ,39.5,39.5,37.62,38.05,37.9,39.15,30132,1163509.96,23-Jan-2025,572,INE387I01016
MAKEINDIA,EQ,135.47,135.66,133.37,134.97,135.33,133.84,25634,3450077.59,23-Jan-2025,282,INF769K01IB1
MALUPAPER,EQ,43.53,43.98,42.86,43,42.86,43.31,4069,176446.87,23-Jan-2025,132,INE383H01017
MAMATA,EQ,435,435,402.35,406.2,408,432.9,1393503,573982948.85,23-Jan-2025,53430,INE0TO701015
MANAKALUCO,EQ,31.23,31.23,30,30.18,30.27,30.62,4610,139765.50,23-Jan-2025,161,INE859Q01017
MANALIPETC,EQ,60.44,62,60.44,60.93,60.7,60.44,203239,12406324.93,23-Jan-2025,2125,INE201A01024
MIDCAP,EQ,152.27,153.31,149.5,152.87,151.77,150.4,19406,2958847.34,23-Jan-2025,261,INF174KA1IB3
MIDHANI,EQ,322,330,321.85,325.35,325,325.1,144515,47146248.45,23-Jan-2025,8879,INE099Z01011
MODIRUBBER,EQ,115.51,118.96,112.41,115.47,115,115.18,1903,220108.45,23-Jan-2025,131,INE832A01018
MOLOWVOL,EQ,34.84,36.17,34.84,35.97,35.98,35.73,42169,1520480.46,23-Jan-2025,89,INF247L01BL0
MONIFTY500,EQ,21.99,21.99,21.55,21.83,21.85,21.7,108000,2356263.90,23-Jan-2025,691,INF247L01BU1
MPHASIS,EQ,2808.95,2948,2803.6,2918.95,2911.05,2808.95,830570,2415361988.05,23-Jan-2025,83757,INE356A01018
