SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
100477,"ASHOK LEYLAND LTD.",A,STK,208,208,208,209.3,208,206.65,1,1,208,
500002,"ABB INDIA LIMITED",A,STK,6596.8,6596.8,6455.7,6522.7,6527,6533.05,1770,5970,38924378,
500003,"AEGIS LOGISTICS LTD.",A,STK,801.2,809.3,789.65,794.35,794.35,801.65,1558,36766,29294638,
500008,"Amara Raja Energy & Mobility L",A,STK,1088.65,1112.9,1068.5,1109.35,1109.35,1078.15,5392,86375,94974351,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,50.4,51,49,50.52,50.52,49.82,366,64058,3230167,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,69.87,70.9,68.7,70.72,70.72,70.58,454,60137,4225170,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,9.56,9.56,9.09,9.09,9.09,9.56,24,10411,95136,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.76,6.97,6.58,6.79,6.82,6.76,192,15661,106375,
500016,"ARUNA HOTELS LTD.",X,STK,10.9,11.3,10.51,10.8,11.09,11,59,12062,131617,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,168.9,175.6,168.15,174.7,174.7,168.2,1608,120262,20721692,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,312.05,319.9,291.1,307.65,307.65,305.9,19,1443,426044,
500027,"ATUL LTD.",A,STK,6700,6749,6622,6718.75,6737,6694.65,179,433,2902030,
500028,"ATV PROJECTS INDIA LTD.",X,STK,42.3,42.74,40.5,41.94,41.75,41.94,266,24484,1030306,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,734.8,734.8,703,704.65,704.65,720.9,1352,6371,4512987,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.9,30.88,29.9,30.08,30.08,29.38,3899,956377,29113024,
500033,"FORCE MOTORS LTD.",A,STK,6505,6573.85,6477.3,6549.05,6549.05,6491.65,476,2571,16834555,
500034,"BAJAJ FINANCE LIMITED",A,STK,7182.1,7465,7182.1,7437.7,7437.7,7180.6,4496,21640,159624505,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,508.05,519,498.05,501.55,501.55,495.2,1966,60823,30892630,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,464.3,475.55,459.6,471.5,471,462.2,887,18892,8828869,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2025.3,2043.8,1994.55,2032.3,2033.4,2033.8,421,2687,5420292,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3670.05,3867.15,3570.55,3763.2,3763.2,3662.05,22,130,472291,
500042,"BASF INDIA LTD.",A,STK,4980.05,5024.65,4916.05,4926.8,4928.3,4990.35,435,2070,10220612,
500043,"BATA INDIA LTD.",A,STK,1320.05,1320.7,1300,1302.6,1302.1,1310.85,1107,7230,9438521,
500048,"BEML LTD.",A,STK,3644.95,3819,3632,3787.1,3787.1,3634.65,1715,13895,52043477,
500049,"BHARAT ELECTRONICS LTD.",A,STK,283.6,287.8,280.8,285.75,285.75,282.15,10032,767878,219126391,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,124.5,126.2,123.1,125.05,125.25,123.5,834,41109,5122616,
500058,"BIHAR SPONGE IRON LTD.",X,STK,15.5,16.59,15.13,16.03,16.32,15.83,147,35000,566483,
500059,"BINANI INDUSTRIES LTD.",B,STK,13.92,13.93,13.35,13.81,13.81,13.27,50,9296,128359,
500060,"Birla Cable Limited",B,STK,197,203,197,203,203,197.1,201,3669,738532,
500067,"BLUE STAR LTD.",A,STK,1925.25,1947.95,1893.05,1932.8,1932.8,1923.35,1238,9574,18403374,
500068,"DISA INDIA LTD.",B,STK,16449.75,16450,15799.95,15991.05,16000,16448.75,25,491,7974605,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,436.2,449.4,436.2,444.85,440,435.2,14,174,77006,
500074,"BPL LTD.",B,STK,104,106.2,100.55,104.3,104.3,101.1,656,21423,2242314,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,388.05,393,385.45,390.5,393,385.8,78,698,271923,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,25.15,25.15,21.92,22.07,22.21,22.89,92,23109,511858,
500084,"CESC LTD.",A,STK,152.55,153.9,150.4,153.15,153.15,152.65,2711,165710,25211233,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,502.95,503.05,494.1,497.7,497,500.85,1775,51487,25647375,
500086,"EXIDE INDUSTRIES LTD.",A,STK,392.35,392.95,386.35,391.45,391.45,389.65,5232,145485,56741783,
500087,"CIPLA LTD.",A,STK,1442.45,1449.75,1429.75,1445.9,1445.9,1442.45,1723,13277,19151454,
500092,"CRISIL LTD.",A,STK,5590.4,5682.2,5478.5,5491.05,5507,5585.65,852,2870,15918695,
500093,"CG Power and Industrial Soluti",A,STK,652.65,686.7,649,684.55,684.55,648.5,3518,119291,80166053,
500096,"DABUR INDIA LTD.",A,STK,529.2,529.2,520.55,521.3,521.25,525.95,1070,23546,12325086,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,369.05,386.2,368.55,381.45,379,359.05,581,14230,5393521,
500101,"ARVIND LTD.",A,STK,409.75,409.75,393.65,398.05,398.05,401.35,1112,19847,7902963,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,216.55,218.6,213.1,216.85,216.85,213.95,3477,314989,68184353,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,360.15,363.4,353.5,360.45,360.45,358.95,3653,152590,54746779,
500106,"IFCI LTD.",A,STK,56.55,58.78,55.7,57.94,57.94,55.93,4943,749726,43003846,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,47.73,53.2,47.73,51.65,51.65,46.84,15356,3218547,166112578,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,141.7,148.5,140,143.2,143.2,140.55,8533,683904,98468943,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,589.2,609,577.1,597.3,597.3,590.8,1756,52448,31039280,
500112,"STATE BANK OF INDIA",A,STK,765.05,784.95,765.05,779.05,779.05,764.1,20799,559123,434755480,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,109.15,110.35,107.75,109.9,109.9,108.8,3207,367483,40150011,
500114,"TITAN COMPANY LIMITED",A,STK,3360.35,3407.25,3346.25,3381,3381,3357.85,2499,19775,66930663,
500116,"IDBI BANK LTD.",A,STK,84.06,87.51,82.75,86.12,86.12,84.05,6928,1210088,102695752,
500117,"DCW LTD.",B,STK,84.79,85.56,82.63,85,85,83.36,501,41725,3508713,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,165.05,170.6,163.5,165.15,163.5,161.65,2010,101713,16972848,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,483,483,475,479.15,483,475,28,246,117784,
