SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
ZOTA,EQ,799.95,814.25,796.3,802.45,804,797.1,21689,17428538.20,02-Jan-2025,1007,INE358U01012
SGBNOV25,GB,7948,7948,7948,7948,7948,7950,10,79480.00,02-Jan-2025,3,IN0020170091
ABB,EQ,6910.5,6937.9,6795,6891.7,6899,6928.45,323524,2218041473.55,02-Jan-2025,33127,INE117A01022
BANARISUG,EQ,3659.95,3788.6,3659.95,3677.15,3675,3660.7,626,2314848.20,02-Jan-2025,191,INE459A01010
TARIL,BE,1205.5,1253.75,1205.5,1238.7,1230,1194.05,378193,469324020.60,02-Jan-2025,10005,INE763I01026
ORBTEXP,BE,224.11,230,218,220.26,222,229.36,16416,3666535.88,02-Jan-2025,286,INE231G01010
SSDL,EQ,130.05,135,129.01,131.82,132.25,129.92,78264,10366226.52,02-Jan-2025,2156,INE0PQ101010
AHLEAST,EQ,178,178,169.81,171.93,173.53,171.02,7278,1255797.34,02-Jan-2025,423,INE926K01017
AVIANSH,ST,110,110,107.5,109.5,109.5,109.75,32000,3477800.00,02-Jan-2025,14,INE0TFB01017
BLUECHIP,BE,9.34,9.34,9.34,9.34,9.34,9.16,77670,725437.80,02-Jan-2025,178,INE657B01025
CARERATING,EQ,1372,1432,1348.05,1412.85,1410,1365.8,99679,140106715.70,02-Jan-2025,8248,INE752H01013
KRISHCA,SM,300.55,308.95,298.5,304.2,304.2,304,23500,7095350.00,02-Jan-2025,38,INE0NR701018
MOKSH,EQ,18.99,19.31,18.41,18.73,18.74,18.97,231877,4338133.11,02-Jan-2025,1253,INE514Y01020
TCLCONS,EQ,45.81,50.9,45.81,50.9,50.9,46.28,291810,14600938.02,02-Jan-2025,1430,INE388G01026
FOCUS,EQ,134,136,132.14,134.18,133.6,132.4,137329,18445508.65,02-Jan-2025,1710,INE593W01028
BSE500IETF,EQ,37.84,38.31,37.5,37.97,38.27,37.62,152641,5800486.34,02-Jan-2025,734,INF109KC1V59
REFEX,BE,487.8,494.9,480.5,492.4,493.95,482.75,63251,30935432.35,02-Jan-2025,1138,INE056I01025
SETF10GILT,EQ,243,243.5,241.48,242.27,242.48,242.5,21560,5231941.80,02-Jan-2025,52,INF200KA1JT1
1030SFIL28,NM,1005,1025.98,1004,1015.01,1015.01,1027.94,302,306496.03,02-Jan-2025,4,INE244L07283
AAVAS,EQ,1678,1697.7,1675.1,1695.65,1694.5,1677.85,268222,453426397.35,02-Jan-2025,11683,INE216P01012
AWHCL,EQ,624,626.1,611.55,620,623,619.65,72422,44847061.40,02-Jan-2025,3357,INE01BK01022
BRACEPORT,ST,100.5,102,100,100.65,101,102.9,19200,1932080.00,02-Jan-2025,11,INE0R4Z01018
CONSOFINVT,EQ,213.99,215.98,210,212.23,213.1,210.16,3878,820742.00,02-Jan-2025,284,INE025A01027
901NHB34,N6,6228,6284,6170,6222.33,6284,6226.08,509,3164850.98,02-Jan-2025,57,INE557F07132
COROMANDEL,EQ,1926.45,1959.55,1900,1956.05,1952.65,1928.75,379072,731162420.90,02-Jan-2025,39650,INE169A01031
KONTOR,ST,122.25,122.25,118.35,122,122,122.25,6600,802440.00,02-Jan-2025,11,INE0KZ301010
MAANALU,BE,122.68,126.65,121,123.64,124,121.83,157535,19591017.13,02-Jan-2025,1042,INE215I01027
UNOMINDA,EQ,1065,1067.05,1051.8,1054.45,1053.5,1058.85,159733,168850022.85,02-Jan-2025,20958,INE405E01023
DHANI,EQ,94.25,105.25,94.25,104.29,104.6,94.46,14038884,1417816472.47,02-Jan-2025,60141,INE274G01010
DWARKESH,EQ,58.18,58.45,57,57.69,57.85,57.8,414546,23905302.17,02-Jan-2025,3907,INE366A01041
GUJGASLTD,EQ,505.1,512.45,501.25,508.25,506.1,503.95,469710,238021317.70,02-Jan-2025,15175,INE844O01030
HDFCNIF100,EQ,25.11,25.5,25,25.49,25.45,25.11,21818,552193.07,02-Jan-2025,307,INF179KC1HR4
RANEENGINE,EQ,415.3,439.1,412.65,429.7,425.05,413.35,9453,4006783.45,02-Jan-2025,650,INE222J01013
SADHNANIQ,EQ,41.9,43.5,41.3,41.98,41.55,41.27,1115552,47338704.74,02-Jan-2025,5915,INE888C01040
SGBOCT25IV,GB,7950.1,7999.9,7910.01,7960,7960,7944.99,111,880209.25,02-Jan-2025,16,IN0020170067
ANANTRAJ,EQ,858.5,892.9,852.15,869.4,868.95,856.15,2056138,1795513538.25,02-Jan-2025,79037,INE242C01024
IRCON,EQ,219,220,215.88,217.91,217.9,217.85,3102552,676449655.35,02-Jan-2025,34470,INE962Y01021
JALAN,ST,9.6,9.75,9.55,9.75,9.75,9.6,96000,926250.00,02-Jan-2025,26,INE349X01015
KSCL,EQ,878,886,870.2,875.75,876,874.85,19518,17146947.60,02-Jan-2025,2071,INE455I01029
728IRFC30,NG,1096.01,1100,1050,1100,1100,1050,4597,4968860.00,02-Jan-2025,5,INE053F07801
UNITDSPR,EQ,1660,1691.9,1652.1,1688.55,1681.45,1659.6,615262,1034108490.10,02-Jan-2025,49396,INE854D01024
FLAIR,EQ,291.4,295,288.65,293.75,293.75,289.9,50251,14679164.25,02-Jan-2025,2348,INE00Y201027
ORIANA,SM,2282,2323.95,2200,2257.35,2264.5,2282.95,45750,103837530.00,02-Jan-2025,544,INE0OUT01019
ORTINGLOBE,EQ,18.22,18.46,18,18.07,18.04,17.87,3337,60640.53,02-Jan-2025,367,INE749B01020
894SCL27,ZY,810,810,810,810,810,810,100,81000.00,02-Jan-2025,1,INE148I07NG9
ABINFRA,BE,95.15,98.55,93.3,97.77,96,98.22,13247,1276215.43,02-Jan-2025,74,INE00YB01017
IDENTICAL,ST,77.3,77.3,77.3,77.3,77.3,81.35,34000,2628200.00,02-Jan-2025,11,INE0TD101011
SHERA,SM,206.25,210,200.45,204,204,203.95,69000,14251400.00,02-Jan-2025,67,INE0MM001019
SIMPLEXINF,BE,303,305,292,298.6,299,298.45,128899,38605146.05,02-Jan-2025,254,INE059B01024
DELAPLEX,SM,211,213.9,210.6,212.15,211.3,210.6,6600,1403370.00,02-Jan-2025,11,INE0SK801018
DYCL,EQ,997,1056.95,997,1046.15,1043,977.85,146357,151279680.55,02-Jan-2025,9547,INE600Y01019
364D120625,TB,96.82,96.83,96.81,96.81,96.81,96.81,700,67771.00,02-Jan-2025,6,IN002024Z115
GSMFOILS,ST,120.75,120.75,120.7,120.7,120.7,118.4,22000,2656100.00,02-Jan-2025,9,INE0SQY01018
GLFL,BE,7.44,7.58,7.44,7.58,7.58,7.44,1906,14305.80,02-Jan-2025,16,INE540A01017
SATIN,EQ,151.84,155.37,150.5,153.52,153.65,151.08,112796,17231903.87,02-Jan-2025,4836,INE836B01017
EXICOM,EQ,252.05,255.76,248.61,251.12,251.75,251.47,282845,71015805.89,02-Jan-2025,6194,INE777F01014
GEOJITFSL,EQ,117.75,119.3,117,117.64,117.7,119.07,196000,23094081.53,02-Jan-2025,3613,INE007B01023
HINDCOMPOS,EQ,563.9,568.15,554.05,559.9,558.05,560.9,6359,3573035.50,02-Jan-2025,845,INE310C01029
HYUNDAI,EQ,1791.3,1854,1791.3,1818.65,1816.1,1799.4,624221,1139472725.55,02-Jan-2025,37118,INE0V6F01027
PPLPHARMA,EQ,260,262.7,253,257.3,256.8,258.25,3443797,885110852.15,02-Jan-2025,68730,INE0DK501011
REFRACTORY,ST,96,96,93.3,93.3,93.3,98.2,11000,1031200.00,02-Jan-2025,11,INE0TNX01015
SGBSEP31II,GB,8226.23,8390,8226.23,8334.96,8350.84,8290.45,435,3616780.24,02-Jan-2025,114,IN0020230093
BASF,EQ,5609.4,5636.1,5478.35,5515.8,5516.95,5609.4,33393,184428035.25,02-Jan-2025,6270,INE373A01013
KREBSBIO,BE,99,100.95,94,99.78,98,97,4525,445424.72,02-Jan-2025,62,INE268B01013
VPRPL,EQ,299,307.5,297.5,304.05,304.4,295.4,1769032,535095667.05,02-Jan-2025,37202,INE0AE001013
DRONE,ST,219,219.85,212.15,215.3,214.3,216.1,117500,25269525.00,02-Jan-2025,159,INE0P7201019
NETWORK18,EQ,70.56,72.9,70.56,71.34,71.45,71.58,2688167,192765220.02,02-Jan-2025,24890,INE870H01013
PPSL,SM,35.2,37.8,32.55,35.85,36,35.2,255000,9145800.00,02-Jan-2025,69,INE0YAL01017
SAHAJSOLAR,ST,515,539.25,508.2,539.25,539.25,513.6,36200,19287730.00,02-Jan-2025,161,INE0P4701011
1050ISFL28,N5,979,979,950,950,950,955,47,45375.00,02-Jan-2025,4,INE413U07251
AKUMS,EQ,635.85,645.5,623,641.25,639,632.9,294181,187244258.65,02-Jan-2025,11000,INE09XN01023
IKS,EQ,1943,1951.25,1891.75,1936.35,1930.9,1943.25,424457,817010524.05,02-Jan-2025,21647,INE115Q01022
RUSTOMJEE,EQ,680,689.8,672.55,683,684,680.5,14611,9938852.65,02-Jan-2025,1532,INE263M01029
MON100,EQ,210.75,210.78,210,210.77,210.78,212.41,365178,76956810.37,02-Jan-2025,9971,INF247L01AP3
NAHARPOLY,EQ,272.2,272.6,265.2,268.95,269,271.4,16217,4360162.80,02-Jan-2025,917,INE308A01027
SUBEXLTD,EQ,23.3,23.6,23.01,23.13,23.08,23.24,3038783,70716039.66,02-Jan-2025,7032,INE754A01055
SUNDRMFAST,EQ,1045.75,1066.4,1043,1061.85,1062.05,1045.4,94640,99414041.15,02-Jan-2025,14508,INE387A01021
VISHNUINFR,ST,246,249.9,241,245,245,240.85,15000,3669950.00,02-Jan-2025,19,INE0PQ001012
ACCURACY,EQ,11.1,11.25,10.9,10.99,10.96,11.12,373674,4137691.60,02-Jan-2025,1451,INE648Z01023
ALKYLAMINE,EQ,1810,1810.2,1776.8,1789.45,1785.05,1810.2,35400,63311103.30,02-Jan-2025,6375,INE150B01039
BIKAJI,EQ,764.9,766.2,744.8,747.6,748.5,758.9,327926,246420236.20,02-Jan-2025,19216,INE00E101023
LPDC,BE,9.85,10.29,9.7,10.1,10.2,10.14,43890,436497.73,02-Jan-2025,195,INE197J01017
LICHSGFIN,EQ,599.85,608.05,597,606.05,606,600.3,1316441,793767051.20,02-Jan-2025,43430,INE115A01026
TPLPLASTEH,EQ,103.85,108,103.15,104.72,105,102.53,253170,26653108.95,02-Jan-2025,4226,INE413G01022
USASEEDS,SM,225.05,230,225,226.25,230,233,1200,271515.00,02-Jan-2025,4,INE0CBM01019
GARUDA,EQ,133.94,134.7,130.5,131.36,131,133.64,1592246,210572178.01,02-Jan-2025,11038,INE0JVO01026
GOKEX,EQ,1144.8,1153.75,1137.1,1146.65,1145.1,1143.8,54116,62013530.75,02-Jan-2025,7583,INE887G01027
GULPOLY,EQ,173.31,175.85,173.31,174.44,175,174.9,43352,7578165.25,02-Jan-2025,1147,INE255D01024
HITECHCORP,EQ,234.8,240.39,230.15,239.58,238.92,232.2,5733,1356843.35,02-Jan-2025,448,INE120D01012
ARENTERP,BE,58.12,58.12,53.6,55.33,56.35,56.27,1844,102211.82,02-Jan-2025,36,INE610C01014
SGBOC28VII,GB,8110,8130,8070,8080.68,8070.02,8056.66,79,638970.44,02-Jan-2025,20,IN0020200203
AARTIIND,EQ,416.15,418.5,407,415.25,415.3,416.1,1248680,514178350.80,02-Jan-2025,28564,INE769A01020
WABAG,EQ,1682,1685.05,1654.6,1666.3,1666,1677.6,262023,437091457.65,02-Jan-2025,30493,INE956G01038
VRLLOG,EQ,512.5,519.95,506.05,514.95,514,509.1,31732,16249351.05,02-Jan-2025,4364,INE366I01010
GANGAFORGE,EQ,7.16,7.29,7.14,7.29,7.29,6.95,2268378,16513971.99,02-Jan-2025,1652,INE691Z01023
PNCINFRA,EQ,328.6,331.8,325.7,328.75,328,328.6,560604,184445202.45,02-Jan-2025,23257,INE195J01029
SEQUENT,EQ,189,193.88,187.1,193.88,193.88,184.65,822047,158449132.39,02-Jan-2025,5513,INE807F01027
BIRLACORPN,EQ,1239.6,1273.45,1222,1244.75,1246.25,1236.05,78678,98363398.95,02-Jan-2025,8278,INE340A01012
KONSTELEC,ST,129,129.3,129,129.3,129.3,126.8,19000,2454000.00,02-Jan-2025,17,INE0QEI01011
TANLA,EQ,750,794.4,746.45,752.45,750,750.25,24433419,18981264755.80,02-Jan-2025,452804,INE483C01032
WINNY,ST,310,317.9,310,317.9,317.9,315,1000,313950.00,02-Jan-2025,2,INE0S9101013
GENUSPAPER,EQ,21.55,22.44,21.55,22.04,21.77,21.72,176590,3882773.27,02-Jan-2025,729,INE949P01018
709GS2074,GS,101.5,102,101.28,102,102,101,7681,778632.00,02-Jan-2025,14,IN0020240142
563GS2026,GS,100.75,100.75,100.75,100.75,100.75,100,14,1410.50,02-Jan-2025,1,IN0020210012
GPPL,EQ,183.03,185.1,182.33,184.22,184.22,183.03,403496,74135470.69,02-Jan-2025,10568,INE517F01014
HMT,BZ,63.25,65,62.25,64.05,64.4,63.25,8589,548026.95,02-Jan-2025,148,INE262A01018
JINDALSTEL,EQ,932,947,930.3,941.7,942.8,938.1,1107101,1042199714.50,02-Jan-2025,56187,INE749A01030
KHANDSE,EQ,26.84,27.98,26.84,27.51,27.5,27.11,1841,50701.02,02-Jan-2025,112,INE060B01014
TAINWALCHM,EQ,286.2,286.2,277.55,279.35,284.05,282.1,2308,647289.25,02-Jan-2025,171,INE123C01018
TUNWAL,SM,50.1,50.75,49.55,50,49.7,50,200000,10030100.00,02-Jan-2025,89,INE0OXV01027
WONDERLA,EQ,741.75,768,739.5,764.05,763,734.85,93866,71314704.70,02-Jan-2025,10098,INE066O01014
GENCON,EQ,44.94,44.95,43.4,44.31,44.4,44.54,63395,2803997.89,02-Jan-2025,1337,INE854S01022
GREAVESCOT,EQ,278.45,281.3,268.35,272.4,272.4,275.95,5612253,1535179785.65,02-Jan-2025,46582,INE224A01026
NOIDATOLL,BE,12.26,12.26,12.26,12.26,12.26,12.91,112410,1378146.60,02-Jan-2025,230,INE781B01015
BSLGOLDETF,EQ,66.5,68.47,66.45,68.25,68.13,67.8,27201,1855932.49,02-Jan-2025,401,INF209KB18D3
APCL,EQ,168.99,169.85,162.91,163.56,164,168.49,6492,1072450.99,02-Jan-2025,462,INE071F01012
ASHAPURMIN,EQ,415,416.95,404.9,411.75,410.5,403.95,229872,94445835.80,02-Jan-2025,3156,INE348A01023
BASML,EQ,53.4,53.58,52.32,52.66,52.98,52.92,56261,2968479.20,02-Jan-2025,409,INE186H01022
IEML,SM,231.95,231.95,225.1,226.5,227,231.45,11500,2618725.00,02-Jan-2025,23,INE0RRU01016
JYOTISTRUC,EQ,28.88,28.9,27.45,27.57,27.75,28.61,10833086,301407494.89,02-Jan-2025,18382,INE197A01024
753IRFC30,NJ,1106.5,1106.5,1106.5,1106.5,1106.5,1100.65,1,1106.50,02-Jan-2025,1,INE053F07835
TIIL,EQ,2766.55,2897,2750,2858.15,2861,2758.3,9661,27392838.85,02-Jan-2025,2499,INE545H01011
