SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6100.9,6184.25,5910.05,5996.35,5990.1,6085.2,2984,10647,63997017,
500003,"AEGIS LOGISTICS LTD.",A,STK,655,658.55,610.5,635.25,633.85,649.35,2369,96330,60730816,
500008,"Amara Raja Energy & Mobility L",A,STK,1014.95,1045.5,990,1030.65,1030.6,1013.95,2708,33932,34388582,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,47.39,48,43.6,43.94,44,45.88,880,212573,9439969,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,65.46,67.88,63.15,64.84,64.9,66.25,792,95002,6205283,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.28,6.74,6.28,6.55,6.52,6.63,113,27190,175271,
500016,"ARUNA HOTELS LTD.",X,STK,11,11.43,10.5,11.03,11.03,11,52,11986,129637,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,151.45,155.05,144.45,150.4,150.05,151.2,1935,138630,20699534,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,315,321.95,300,320.9,320.9,307,45,1981,624392,
500027,"ATUL LTD.",A,STK,6338.4,6365.65,6075.05,6230.05,6230,6330.35,1029,10506,65409305,
500028,"ATV PROJECTS INDIA LTD.",X,STK,36.99,36.99,35.15,35.16,35.16,36.99,317,36356,1286517,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,685.1,685.1,647.35,662.75,669.5,672.9,302,2513,1663544,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,26.77,27.07,25.25,26.41,26.41,26.58,5394,1270408,33081613,
500033,"FORCE MOTORS LTD.",A,STK,6333.05,6441.1,6128.55,6407.1,6399,6406.5,1245,3953,24832021,
500034,"BAJAJ FINANCE LIMITED",A,STK,7355,7704,7350,7604.7,7613.2,7293.3,10199,63740,481997329,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,476,482.25,458.5,479.55,480.55,475.9,710,14841,7023691,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,410.05,421.1,388.1,413.25,409.7,409.85,2367,55922,22565015,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1908.9,1919.9,1805.05,1903.05,1909,1863.05,1416,19157,35288598,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3551,3800,3378,3413.25,3468,3818,77,433,1507202,
500042,"BASF INDIA LTD.",A,STK,4690,4761.4,4438.3,4520.3,4542.1,4674.2,595,2416,10898855,
500043,"BATA INDIA LTD.",A,STK,1231.05,1267.9,1228,1234.7,1241.65,1238.4,1556,11485,14232360,
500048,"BEML LTD.",A,STK,3499.95,3499.95,3275,3354.15,3355,3442.8,1768,12693,42581520,
500049,"BHARAT ELECTRONICS LTD.",A,STK,263.05,265.65,252.85,258.2,258.2,262.9,15995,1155421,297649456,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,112.35,112.35,103,107.9,108.85,110.2,2211,135732,14612521,
500058,"BIHAR SPONGE IRON LTD.",X,STK,14.81,15,13.96,14.08,14.08,14.69,165,33209,469113,
500059,"BINANI INDUSTRIES LTD.",B,STK,12.48,12.7,12.42,12.7,12.7,13.07,51,2802,34957,
500060,"Birla Cable Limited",B,STK,180,184.85,172.05,172.65,173,179.95,499,6983,1230818,
500067,"BLUE STAR LTD.",A,STK,1780.05,1799.45,1719.1,1762.4,1778.25,1794.9,2353,19621,34343337,
500068,"DISA INDIA LTD.",B,STK,15275,15275,14561,15150,15269.95,15087.95,19,81,1209194,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,365,365.05,320,341.35,341.35,365,97,2408,818471,
500074,"BPL LTD.",B,STK,92.35,94.25,89.1,92.8,94.25,90.5,567,20216,1842552,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,333,346,327.3,338,335.4,339.2,266,3663,1225083,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,20.06,20.58,18.87,19.68,19.71,20.25,318,38740,757474,
500084,"CESC LTD.",A,STK,137.25,138.05,129.95,132.4,132.4,136.05,2329,528509,70118973,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,478.7,483.7,462.45,467.6,468.3,478.7,2053,39882,18823334,
500086,"EXIDE INDUSTRIES LTD.",A,STK,352.05,352.4,336.6,343.4,343.4,347.85,10318,313561,107883040,
500087,"CIPLA LTD.",A,STK,1399.95,1473.5,1366.6,1419.55,1426.1,1395.9,16028,185576,264073352,
500089,"DIC INDIA LTD.",B,STK,611.3,611.3,611.3,611.3,611.3,637.9,1,5,3056,
500092,"CRISIL LTD.",A,STK,5129.95,5164.75,4870,5065.4,5081,5130.3,1350,4670,23435566,
500093,"CG Power and Industrial Soluti",A,STK,595.85,602.6,522,574.85,574.85,595.8,24568,965160,536183709,
500096,"DABUR INDIA LTD.",A,STK,527.95,528.25,522.75,524.25,524.25,523.3,1159,26609,13987851,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,350.15,350.45,332.3,335.65,335.65,345.15,191,2846,962614,
500101,"ARVIND LTD.",A,STK,365,365,320.2,327.45,327.45,357.55,2704,64824,22313555,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,195.4,197.45,186.1,187.6,187.6,194.35,6717,650932,123568828,
