SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6275.95,6482.9,6260.9,6327.9,6327.9,6277.4,1259,3292,20949339,
500003,"AEGIS LOGISTICS LTD.",A,STK,718.95,738.85,701.75,707.15,707.15,719,2683,63953,45817535,
500008,"Amara Raja Energy & Mobility L",A,STK,1069.85,1096.95,1055.65,1078.35,1078.35,1066.6,3681,63514,68858934,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,49.5,50.9,48.65,49.82,49.82,49.16,325,49574,2469583,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,70,70.54,68,68.65,68.65,69.83,588,52955,3666851,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.8,6.89,6.61,6.73,6.81,6.8,134,22264,149565,
500016,"ARUNA HOTELS LTD.",X,STK,11.7,11.7,10.71,11.2,11.2,11.21,21,1480,16080,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,162.55,166.95,162.25,163.3,163.6,164.75,679,36314,5972274,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,299.25,308.75,299.25,308.6,308.6,299.25,9,226,68842,
500027,"ATUL LTD.",A,STK,6767.15,6807.55,6703,6752.9,6737.7,6772.85,236,564,3800977,
500028,"ATV PROJECTS INDIA LTD.",X,STK,39.15,39.95,38.55,39.09,39,39.15,283,32610,1279636,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,664,688.5,656.05,684.25,688.5,656.9,339,1814,1224285,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29,29.44,28.61,28.99,28.99,29.09,2521,565555,16442596,
500033,"FORCE MOTORS LTD.",A,STK,6699.95,6786,6502.6,6632.75,6609,6514.85,661,2058,13710631,
500034,"BAJAJ FINANCE LIMITED",A,STK,7374.95,7522,7335.85,7444.65,7439.1,7391.5,2183,8526,63589558,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,487.1,494.35,482.45,484.65,484.65,488.45,677,19058,9301418,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,444,454.6,438.1,447.7,447.7,439,887,15265,6827140,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1956.95,1964.8,1832.2,1935.8,1935.8,1845,1022,7362,14113394,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3791.05,3791.05,3721.35,3772,3772,3752.9,8,12,45134,
500042,"BASF INDIA LTD.",A,STK,4829.8,4915.65,4781.15,4810.1,4825.35,4792.25,162,464,2241949,
500043,"BATA INDIA LTD.",A,STK,1284.75,1310,1275.05,1300.75,1298,1276.5,985,6036,7809530,
500048,"BEML LTD.",A,STK,3601.15,3746,3580.55,3662.35,3667.9,3607.55,1147,12064,44632796,
500049,"BHARAT ELECTRONICS LTD.",A,STK,269.65,276.95,267,274,274,270.35,8678,577756,158127860,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,123.75,124.25,120.45,121.85,121.85,122.45,1075,48171,5900741,
500058,"BIHAR SPONGE IRON LTD.",X,STK,15.8,16.18,15.57,15.94,15.95,15.99,66,7315,116418,
500059,"BINANI INDUSTRIES LTD.",B,STK,13.76,13.95,13.21,13.33,13.72,13.76,80,5348,71224,
500060,"Birla Cable Limited",B,STK,197.35,198.55,194.65,195.95,195.2,197.05,221,3273,642998,
