SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
IKS,EQ,1850,1885.7,1844.55,1871.95,1870.3,1862.85,150659,280471128.95,17-Jan-2025,14410,INE115Q01022
RUSTOMJEE,EQ,630.6,634.8,620,624.85,624.3,631.6,9688,6064627.30,17-Jan-2025,1140,INE263M01029
MON100,EQ,200.49,205.49,197.01,204.8,205,200.49,563490,114138733.50,17-Jan-2025,10157,INF247L01AP3
NAHARPOLY,EQ,240,248,239.9,244.35,244.7,241.9,7265,1766534.60,17-Jan-2025,647,INE308A01027
AKUMS,EQ,620,636,618,632.7,635,629.35,81850,51546735.35,17-Jan-2025,4289,INE09XN01023
DRONE,ST,185.75,185.75,182.45,182.45,182.45,183.2,17500,3219750.00,17-Jan-2025,32,INE0P7201019
NETWORK18,EQ,56.75,57.48,55.4,56.43,56.33,56.65,5253082,296085048.58,17-Jan-2025,29100,INE870H01013
PPSL,SM,39.2,40.45,39.2,40,40,38.8,18000,718800.00,17-Jan-2025,6,INE0YAL01017
SAHAJSOLAR,SM,508.85,516,500,510.25,512,502.6,17000,8650250.00,17-Jan-2025,76,INE0P4701011
1050ISFL28,N5,973,973,973,973,973,975,60,58380.00,17-Jan-2025,1,INE413U07251
SUBEXLTD,EQ,20.3,20.71,20.21,20.35,20.36,20.35,2786493,56917885.75,17-Jan-2025,7030,INE754A01055
SUNDRMFAST,EQ,1056.55,1069,1042.85,1063.15,1052.1,1062.5,33804,35805194.95,17-Jan-2025,5528,INE387A01021
VISHNUINFR,SM,270,270,263.55,268.7,270,274.35,5000,1341500.00,17-Jan-2025,10,INE0PQ001012
KREBSBIO,BE,93,96,92.08,94.25,94,93,2446,228940.04,17-Jan-2025,43,INE268B01013
SGBSEP31II,GB,8284.61,8336,8284.61,8308.08,8300,8284.61,631,5239707.62,17-Jan-2025,114,IN0020230093
BASF,EQ,5064.35,5214,4976.9,4990,4988,5068.35,15047,75615341.30,17-Jan-2025,5790,INE373A01013
EXICOM,EQ,238,248.79,232,248.78,248.79,236.95,723369,175227459.23,17-Jan-2025,12000,INE777F01014
GEOJITFSL,EQ,105.5,106.45,103.21,104.04,104.15,103.45,371247,38920819.86,17-Jan-2025,6439,INE007B01023
HINDCOMPOS,EQ,517.65,517.65,496.9,506.1,513,499.3,7065,3565802.25,17-Jan-2025,891,INE310C01029
