SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6155.95,6227,6109,6190.15,6185,6150.95,1773,5291,32598493,
500003,"AEGIS LOGISTICS LTD.",A,STK,815.85,854.75,796,822.4,820.65,815.85,4873,192988,159015547,
500008,"Amara Raja Energy & Mobility L",A,STK,1073.95,1077.95,1042.1,1050.85,1050.85,1056.85,5249,80147,84728530,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,52,52.7,50.1,50.49,50.49,51.42,572,180137,9229859,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,69.99,70.4,68.1,69.6,69.6,68.83,385,42273,2943385,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.81,6.98,6.7,6.93,6.87,6.94,113,17233,117386,
500016,"ARUNA HOTELS LTD.",X,STK,11.67,11.67,10.6,10.88,10.81,10.81,58,6397,71117,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,161,166,160.1,160.95,160.95,161.45,1527,115865,18850741,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,296.65,312.45,286.05,305.65,306,299,19,741,225688,
500027,"ATUL LTD.",A,STK,6748.8,6765.65,6696.4,6747.35,6726.05,6733.45,105,307,2067148,
500028,"ATV PROJECTS INDIA LTD.",X,STK,40.05,41.69,39.1,39.88,39.88,40.41,384,51505,2065126,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,764.5,767.9,737.1,742.6,747.75,749.5,190,589,444689,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,28.29,28.55,27.34,28.41,28.43,27.9,2697,572237,16022552,
500033,"FORCE MOTORS LTD.",A,STK,6543.15,6620.35,6450.7,6535.7,6535.7,6522.5,727,2911,19032428,
500034,"BAJAJ FINANCE LIMITED",A,STK,7334.35,7340.5,7109.95,7176.05,7176.05,7334.35,2428,9914,71210436,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,497,502.8,485.05,491.8,491.8,497,1804,45630,22417757,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,469.1,469.1,456.2,461.5,461.5,464.6,660,10963,5054294,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1976.45,2035,1945.5,1988.75,1988.75,2007.3,1003,7487,14926104,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3668,3690.4,3570,3589.05,3583.65,3666.55,14,28,101413,
500042,"BASF INDIA LTD.",A,STK,4885.05,5072.1,4885,5030.55,5032,4938.15,886,3563,17799792,
500043,"BATA INDIA LTD.",A,STK,1352.45,1352.45,1305,1307.8,1307.8,1345.5,2540,28904,38055607,
500048,"BEML LTD.",A,STK,3560,3602.9,3475,3511.8,3511.8,3515.55,2927,17536,61951927,
500049,"BHARAT ELECTRONICS LTD.",A,STK,272.85,272.85,266.35,268,268,269.9,11886,1110336,298881934,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,125.4,125.4,121.55,122.7,124.1,123.7,1224,38066,4713724,
500058,"BIHAR SPONGE IRON LTD.",X,STK,15.27,15.69,15.01,15.67,15.69,14.97,101,27253,424798,
500059,"BINANI INDUSTRIES LTD.",B,STK,12.7,12.92,12.5,12.79,12.89,12.39,108,8096,103668,
500060,"Birla Cable Limited",B,STK,198,199.1,190.2,197.7,197.7,192.1,406,9527,1868373,
500067,"BLUE STAR LTD.",A,STK,1907.4,1947.4,1866.85,1918.1,1919.05,1871,1965,22841,43708328,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,477.95,477.95,433,438.6,438,447,75,1001,447685,
500074,"BPL LTD.",B,STK,99.95,99.95,96.25,97.45,97,99.1,469,9801,954729,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,389.95,393,384.45,385.25,384.45,387.85,219,2261,883396,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,21.6,22.46,21.6,22.22,22.2,21.69,51,4343,96827,
500084,"CESC LTD.",A,STK,156.55,156.55,152.5,154.15,154.15,153.75,3336,206886,31962840,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,475.1,488.8,475.1,485.55,485.6,475.05,1355,30410,14697335,
500086,"EXIDE INDUSTRIES LTD.",A,STK,388.95,388.95,379.3,382.1,382.1,382.45,6052,165060,63198389,
500087,"CIPLA LTD.",A,STK,1448.05,1454.55,1430.25,1446.9,1446.9,1448,4423,81005,117180673,
500092,"CRISIL LTD.",A,STK,5900.2,5961.55,5763.9,5776.65,5786.95,5881.95,317,915,5378074,
500093,"CG Power and Industrial Soluti",A,STK,649.95,649.95,608.4,609.8,609.8,638.15,4028,93495,57704693,
500096,"DABUR INDIA LTD.",A,STK,515,516.6,510.1,514.7,514.7,512.95,1813,44529,22860962,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,342.95,355,331,340.95,355,342.85,427,6143,2089545,
500101,"ARVIND LTD.",A,STK,391.35,401,386.85,394.15,394.15,383.65,1157,28344,11177843,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,199.85,205.35,198,202.25,202.25,197.3,10216,851095,172320341,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,376.05,379.9,360.75,362.9,362.9,373.55,4166,162759,59798335,
500106,"IFCI LTD.",A,STK,54.76,55.5,52.65,52.79,52.79,54.74,4504,627631,33857301,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,45.67,45.95,44.24,44.88,44.88,44.79,2590,477126,21494077,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,138.9,143.2,136.65,137.25,137.3,136.8,1165,92462,12859057,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,575.4,591.5,571.2,574.3,574.3,575.35,2696,60969,35277697,
500112,"STATE BANK OF INDIA",A,STK,753.7,758.85,750.35,754,754,748.1,5550,171791,129663343,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,106.85,107.75,104.45,105.15,105.15,105.95,7187,822273,87447048,
500114,"TITAN COMPANY LIMITED",A,STK,3331.9,3338.3,3283,3323.55,3317.4,3322.15,4098,62267,205935332,
500116,"IDBI BANK LTD.",A,STK,74.99,75.21,71.55,73.73,73.73,77.67,3276,557433,40755066,
500117,"DCW LTD.",B,STK,81.49,82.05,79.85,81.59,81.42,79.95,697,46333,3768798,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,147.65,147.65,142.5,144.8,145.3,144.75,550,13455,1942652,
