SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5796.75,5950,5712.45,5875.75,5875.75,5720.05,5517,16212,94967838,
500003,"AEGIS LOGISTICS LTD.",A,STK,706.85,706.85,690.9,700.55,700.85,693.6,806,25269,17615206,
500008,"Amara Raja Energy & Mobility L",A,STK,1055.9,1055.9,1023.45,1034.95,1038.85,1027.3,1827,35002,36196011,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,48.36,50.25,47.9,49.36,49.36,47.92,443,119739,5841752,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,66.26,67.82,66.26,67.72,67.72,66.47,392,46020,3101515,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.27,6.73,6.27,6.62,6.59,6.59,94,20680,135763,
500016,"ARUNA HOTELS LTD.",X,STK,11.15,11.36,10.3,11,11.14,11.23,73,30733,332399,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,154.65,160.75,154,160.1,160.4,154.8,1322,96889,15311433,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,371.35,371.35,358.7,371.35,371.35,353.7,48,9415,3493991,
500027,"ATUL LTD.",A,STK,6342.9,6343,6238.25,6283.65,6271.85,6328.3,307,684,4295516,
500028,"ATV PROJECTS INDIA LTD.",X,STK,39.55,39.55,36.82,37.63,37.63,38.75,326,32198,1233828,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,700,706.3,690.8,702.3,706.05,690.6,167,903,629471,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,27.7,27.9,26.99,27.72,27.72,27.39,3086,894051,24585280,
500033,"FORCE MOTORS LTD.",A,STK,6423.95,6423.95,6263,6307.5,6302,6328.15,687,2472,15560562,
500034,"BAJAJ FINANCE LIMITED",A,STK,7939.65,7979.95,7789.3,7885.55,7885.55,7899.3,9161,36540,288093084,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,474.75,488.75,470.95,487.25,487.25,470.35,1805,34629,16616020,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,460.2,460.2,445,451.25,452.75,444.25,385,7647,3445564,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1999.1,2169.7,1979.4,2154.3,2146.85,1989.95,1722,12828,26711712,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3698,3698,3540.05,3613.6,3613.6,3698,25,94,335000,
500042,"BASF INDIA LTD.",A,STK,4576.05,4669.95,4545,4598.9,4619,4595.75,394,1102,5079254,
500043,"BATA INDIA LTD.",A,STK,1267,1299.6,1267,1294.3,1295,1266.8,937,7898,10214596,
500048,"BEML LTD.",A,STK,3580.25,3879.9,3549,3843.25,3843.25,3539,2955,28806,108945703,
500049,"BHARAT ELECTRONICS LTD.",A,STK,284.35,294,281.4,292.8,292.8,278.9,39438,3479605,1005884959,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,117.55,122.9,117,122.7,122.3,118.1,1555,37221,4510063,
500058,"BIHAR SPONGE IRON LTD.",X,STK,15.6,15.6,14.5,15.38,15.4,14.86,94,20497,314052,
500059,"BINANI INDUSTRIES LTD.",B,STK,13,13.55,12.71,13.04,13.04,13.01,43,2423,32046,
500060,"Birla Cable Limited",B,STK,174.85,185.15,174,182.25,180,174.85,95,1362,245102,
500067,"BLUE STAR LTD.",A,STK,1789.35,1840.45,1743.15,1818.3,1825.25,1800.75,1811,15880,28452356,
500068,"DISA INDIA LTD.",B,STK,15692,15842,15500,15554,15554.95,15496.3,35,197,3077627,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,340,369.9,340,356.2,368.95,342.25,45,430,152198,
500074,"BPL LTD.",B,STK,91.3,96.75,91.3,96.2,96.15,93.15,187,4749,451704,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,345.5,353.55,344.2,353.15,353.55,348,74,1046,364385,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,21.86,21.86,21.11,21.32,21.5,21.49,105,7064,150614,
500084,"CESC LTD.",A,STK,142.15,143.7,140.9,142.95,142.8,141.5,1061,83536,11932623,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,496,507.3,494.3,504,503.7,493.7,1346,25237,12684092,
500086,"EXIDE INDUSTRIES LTD.",A,STK,364.35,376,362,374.45,374.45,360.1,8096,245519,90948675,
500087,"CIPLA LTD.",A,STK,1464.35,1490.65,1452.4,1479.35,1479.35,1458.15,4133,86908,128109592,
500089,"DIC INDIA LTD.",B,STK,622.05,660,622.05,631.3,631.3,647.8,9,63,39691,
