SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6506.1,6556.8,6265,6279.6,6279.6,6522.7,2329,6416,40765924,
500003,"AEGIS LOGISTICS LTD.",A,STK,794.35,797.85,764.4,765.35,766.2,794.35,1887,44427,34423310,
500008,"Amara Raja Energy & Mobility L",A,STK,1119.45,1119.45,1087.65,1094.95,1090.25,1109.35,3080,49140,54195744,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,50.95,51.1,49.54,49.63,49.69,50.52,344,79961,4041047,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,71.49,71.9,69.06,70.29,70.4,70.72,416,47455,3350603,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.9,6.9,6.77,6.78,6.79,6.79,108,6718,45820,
500016,"ARUNA HOTELS LTD.",X,STK,11.03,12,10.72,11.01,11.2,10.8,73,29129,331210,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,174.9,175.7,167.5,168,168,174.7,1729,104041,17714358,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,305.9,316,296,315,315,307.65,28,2443,765274,
500027,"ATUL LTD.",A,STK,6767.45,6852.5,6715.05,6732.45,6720,6718.75,172,273,1850077,
500028,"ATV PROJECTS INDIA LTD.",X,STK,43.25,43.25,40.3,41.19,41.6,41.94,290,31631,1326501,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,705.05,708.65,675.5,681.2,685,704.65,1657,8196,5674411,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,30.56,30.67,29.35,29.65,29.65,30.08,1789,377451,11275285,
500033,"FORCE MOTORS LTD.",A,STK,6644.55,6690.9,6525,6580.2,6570,6549.05,601,17122,112684855,
500034,"BAJAJ FINANCE LIMITED",A,STK,7437.9,7484.75,7278.5,7287.05,7287.05,7437.7,14107,63815,470638790,
