SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6932.7,6947.45,6845.1,6929.05,6924.95,6913.95,1022,3430,23701429,
500003,"AEGIS LOGISTICS LTD.",A,STK,810.15,824.55,810.15,813.85,811.45,819.5,625,10073,8230372,
500008,"Amara Raja Energy & Mobility L",A,STK,1209.45,1219.85,1196.1,1210.2,1210.2,1200.85,3190,36389,43782359,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,54.13,57.9,53.7,56.13,56.16,53.58,813,220112,12339285,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,75.4,77,74.15,76.52,76.52,74.38,502,69668,5298240,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,7.14,7.64,7.14,7.28,7.3,7.12,151,42508,310737,
500016,"ARUNA HOTELS LTD.",X,STK,11.37,11.7,11.1,11.61,11.7,11.37,41,14299,160818,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,190.95,198.7,190.35,195.6,195.35,188.8,2253,116671,22892359,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,334.35,334.35,325,334.35,334.35,318.45,82,10627,3547573,
500027,"ATUL LTD.",A,STK,6990.85,6995.4,6825,6908.35,6905,6957.6,171,457,3146407,
500028,"ATV PROJECTS INDIA LTD.",X,STK,38.7,41.69,37.75,41.69,41.69,37.9,348,71192,2867961,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,765,770.35,762.15,765.65,764.3,762.9,120,920,704384,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,30.4,31.7,30.3,31.19,31.22,30.37,3597,964562,30138883,
500033,"FORCE MOTORS LTD.",A,STK,6538.95,6648.8,6508,6631.55,6631.55,6501.65,301,976,6419141,
500034,"BAJAJ FINANCE LIMITED",A,STK,6830,6945.6,6810,6936.65,6936.65,6821.4,1537,7376,50741852,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,529.9,546.8,529.45,545.05,545.05,529.95,1352,26739,14497634,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,476.05,523.3,472.1,513.25,513.25,475.75,4157,102215,52264237,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2465.9,2551,2465.9,2529.4,2524.75,2510.4,550,4568,11562019,
500042,"BASF INDIA LTD.",A,STK,5580.05,5639.95,5562.75,5613,5613,5577.6,564,2126,11918353,
500043,"BATA INDIA LTD.",A,STK,1391.95,1400.95,1372.8,1398.25,1393.3,1375.2,621,5109,7123900,
500048,"BEML LTD.",A,STK,4080,4130,4065.65,4120.95,4120.95,4066.35,689,4162,17081367,
500049,"BHARAT ELECTRONICS LTD.",A,STK,293.15,294.65,290.35,293.9,293.9,293.05,6888,211351,61878451,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,139.65,139.65,136.45,137.35,137.3,136.65,247,8993,1235152,
500058,"BIHAR SPONGE IRON LTD.",X,STK,16.99,17.34,16.26,17.06,17.28,16.76,170,25291,422186,
500059,"BINANI INDUSTRIES LTD.",B,STK,15.5,15.5,14.75,14.79,14.75,15.02,82,2133,32340,
500060,"Birla Cable Limited",B,STK,217,217,211.55,214.3,214.3,212.3,28,419,89639,
500067,"BLUE STAR LTD.",A,STK,2138.75,2386,2090.2,2264.55,2264.55,2146.15,6920,92823,210172851,
500068,"DISA INDIA LTD.",B,STK,16501.55,16824,16200,16594.15,16594.15,16515.5,24,136,2266914,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,503,503,480,491.5,494,487.35,28,315,154521,
500074,"BPL LTD.",B,STK,104,107.6,102.85,106.45,107,102.7,969,62029,6575342,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,411,415.2,408,409.75,409.75,410.05,180,1737,714518,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,24.99,25.07,24.23,24.44,24.43,24.46,233,20595,509374,
500084,"CESC LTD.",A,STK,185.95,186.95,184.5,186.1,185.6,185.8,1294,281270,52210418,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,493,505.5,493,503.5,502.6,493.95,1563,33442,16766098,
500086,"EXIDE INDUSTRIES LTD.",A,STK,420.05,423.3,415.15,421.45,422,416.75,6016,165439,69260301,
500087,"CIPLA LTD.",A,STK,1529.05,1548,1519.25,1530.85,1530.85,1529.5,4995,87406,134084085,
500089,"DIC INDIA LTD.",B,STK,666.95,668,653.95,660.45,660,666.15,26,238,157343,
500092,"CRISIL LTD.",A,STK,6411,6619.65,6333.85,6410.55,6410.55,6684.3,2482,9229,59454450,
500093,"CG Power and Industrial Soluti",A,STK,729.15,744.35,723,740.9,740.5,727.1,1645,63192,46048645,
500096,"DABUR INDIA LTD.",A,STK,508.95,512.1,506.45,511,511.25,506.85,2060,159333,81104565,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,375.65,379.2,363.85,372.45,374.3,363.9,861,13670,5109932,
500101,"ARVIND LTD.",A,STK,402.2,421.05,402.2,413.4,412,410.2,586,10010,4150595,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,230.95,234,227.5,233.2,233.2,229.3,3007,246012,56799038,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,409.5,413.85,404.55,412.6,412.6,408.75,3028,102969,42137022,
500106,"IFCI LTD.",A,STK,62.19,62.82,61.4,62.04,62.04,62.23,2472,412589,25613833,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,50.36,52.35,49.65,51.39,51.39,50.37,2762,545906,27914311,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,148.95,150,147.5,149.4,149.4,148.35,766,48371,7190397,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,625.6,639,622.15,632.1,632.1,626.6,3286,93662,59214804,
500112,"STATE BANK OF INDIA",A,STK,796.85,798.5,789.6,793.35,793.35,795.05,9367,356031,282425112,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,112.95,113.35,112.25,113,113,113.1,2478,304203,34347654,
500114,"TITAN COMPANY LIMITED",A,STK,3230.05,3269.4,3230.05,3254.05,3254.05,3253.65,2055,13829,45009483,
500116,"IDBI BANK LTD.",A,STK,76.65,77.35,76.2,76.84,76.84,76.5,1675,247439,19006826,
500117,"DCW LTD.",A,STK,91.74,92.67,89.5,90,90,91.61,1102,91220,8322703,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,163.9,167.2,162.35,166.5,166.5,161.5,535,22739,3761195,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,498.25,502.6,492.8,499.45,501,490.15,59,445,222670,
500123,"ELANTAS BECK INDIA LTD.",B,STK,12800.3,12964,12701,12754.35,12702.1,12778.95,50,176,2256869,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1390.95,1390.95,1356.25,1369.5,1369.5,1388.25,2395,34228,46840359,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,911.55,922.2,896.55,918.75,917.8,894,872,10104,9211350,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5220.85,5238.65,5201.1,5208.3,5206.45,5237.8,49,70,365680,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,140.6,144,139.2,143.2,143.05,139.15,598,27013,3827263,
500133,"ESAB INDIA LTD.",A,STK,5901.5,5921.2,5884.3,5909.45,5890.5,5908.6,48,124,731793,
500135,"EPL LIMITED",A,STK,255.05,265,255.05,262.9,262.85,259.65,1332,40239,10453509,
500136,"ESTER INDUSTRIES LTD.",B,STK,153.2,158,152.8,155.1,156.2,152.6,333,13826,2146711,
500142,"FGP LTD.",XT,STK,9.79,9.88,9.79,9.88,9.88,9.7,11,3257,32096,
500143,"PH CAPITAL LTD.",XT,STK,312.05,326,312.05,326,326,310.5,65,1212,390957,
500144,"FINOLEX CABLES LTD.",A,STK,1185.5,1185.5,1159.1,1168.95,1173,1185.5,704,6173,7241337,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,4229,4376,4120,4192.1,4200,4184.5,360,2706,11376855,
500148,"UFLEX LTD.",B,STK,522.55,535.55,522.5,529.65,530.55,519.15,104,1118,594094,
500150,"FOSECO INDIA LTD.",B,STK,4025,4179.85,4025,4100,4100,4024,32,106,434619,
500151,"GOLDEN TOBACCO LTD.",Z,STK,39.2,39.94,39,39.94,39.94,39.2,8,118,4637,
500153,"GANESH BENZOPLAST LTD.",B,STK,133.85,135.05,132.9,133.3,132.95,132.3,63,2517,336515,
500159,"METROGLOBAL LIMITED",X,STK,161.55,168.9,157.6,164.75,163.2,160.7,108,6279,1040709,
500160,"GTL LTD.",B,STK,12.47,12.93,12.36,12.68,12.68,12.39,727,312992,3976151,
500163,"GODFREY PHILLIPS INDIA LTD.",A,STK,5329.95,5329.95,4914.25,5020.05,5078.15,5221.15,1585,8954,44606788,
500164,"GODREJ INDUSTRIES LTD.",A,STK,1176,1195.85,1153.65,1171.35,1177.4,1167.05,1067,8481,9984026,
500165,"KANSAI NEROLAC PAINTS LTD.",A,STK,265,266.5,263.3,264.6,264.6,265.05,388,33746,8929639,
500166,"GOODRICKE GROUP LTD.",X,STK,291.9,295,279.05,281.4,281.4,289.8,359,38746,10996688,
500168,"GOODYEAR INDIA LTD.",B,STK,1001.2,1028,1001.2,1013.1,1012,1004.85,385,4585,4672151,
500170,"GTN INDUSTRIES LTD.",X,STK,35,35.52,34.05,35.14,35.14,35.7,31,1947,67643,
500171,"GHCL LTD.",A,STK,740,741.15,712.85,739.1,739.1,724.05,2696,52718,38514904,
500173,"GFL LIMITED",B,STK,86.97,90.82,86.95,90.28,89.48,86.97,274,8501,760171,
500174,"GUJARAT LEASE FINANCING LTD.",T,STK,7.8,7.8,7.5,7.8,7.8,7.65,5,395,3043,
500179,"HCL INFOSYSTEMS LTD.",B,STK,15.2,15.74,15.2,15.6,15.54,15.24,173,60649,938810,
500180,"HDFC BANK LTD.",A,STK,1775,1794.4,1762,1782.45,1782.45,1772.45,4886,110695,196890019,
500182,"HERO MOTOCORP LTD.",A,STK,4175,4195,4130,4183.3,4183.3,4161.5,3977,16672,69364230,
500183,"HFCL LIMITED",A,STK,112.35,114.9,112.35,113.95,113.95,112.6,2208,406524,46176744,
500184,"Himadri Speciality Chemical Lt",A,STK,586.25,589.95,577.6,580.9,580.9,584.95,2980,98707,57501855,
500185,"HINDUSTAN CONSTRUCTION CO.LTD.",A,STK,37.87,39.02,37.8,38.52,38.52,37.85,4742,1775838,68212800,
500186,"HINDUSTAN OIL EXPLORATION CO.L",A,STK,186.85,186.85,183.45,184.9,184.9,183,499,18542,3425672,
500187,"AGI GREENPAC LIMITED",A,STK,1174,1174,1104.5,1106.9,1107,1121,625,6378,7160465,
500188,"HINDUSTAN ZINC LTD.",A,STK,444,448.5,441.6,444.25,444.15,443.7,1313,31456,14001889,
500189,"NDL Ventures Limited",B,STK,108,111,106.05,107.35,107,108.6,57,733,78333,
500191,"HMT LTD.",Z,STK,63,64,61,61.94,61,62.67,96,11630,730843,
500192,"PRAG BOSIMI SYNTHETICS LTD.",X,STK,2.97,3.1,2.97,3.05,3.05,2.96,24,2257,6922,
500193,"HLV LIMITED",B,STK,18.72,19.5,18.37,18.77,18.77,18.37,1103,370624,7000970,
500199,"I G PETROCHEMICALS LTD.",B,STK,559,574,559,570.4,574,561.5,124,1271,718371,
500201,"INDIA GLYCOLS LTD.",B,STK,1270,1320.3,1270,1294.65,1302.55,1279.8,481,4728,6135103,
500202,"INDIA LEASE DEVELOPMENT LTD.",X,STK,12.35,12.35,11.61,11.61,11.61,11.8,10,3901,48116,
500206,"MARGO FINANCE LIMITED",XT,STK,133.5,133.5,133.5,133.5,133.5,136.22,87,1654,220809,
500207,"INDO RAMA SYNTHETICS (INDIA) L",B,STK,41,41.1,40.5,40.86,40.86,40.27,11,28,1144,
500209,"INFOSYS LTD.",A,STK,1879.95,1892.1,1875,1882.65,1882.65,1880.7,5519,180770,340866919,
500210,"INGERSOLL-RAND (INDIA) LTD.",A,STK,4198.85,4209.2,4164.2,4199.45,4199.45,4174,155,575,2407263,
500213,"INTERNATIONAL TRAVEL HOUSE LTD",X,STK,694.5,725,686,717.9,717.9,680.85,663,19075,13545734,
500214,"ION EXCHANGE (INDIA) LTD.",A,STK,665,665,650,652.5,659,657.15,548,8353,5475606,
500215,"AGRO TECH FOODS LTD.",B,STK,982.95,982.95,936.95,950,952.8,926.3,397,4251,4055637,
500219,"JAIN IRRIGATION SYSTEMS LTD.",A,STK,69.78,69.78,68.01,69.55,69.65,68.07,617,130395,9011275,
500220,"JASCH INDUSTRIES LTD.",X,STK,188.55,190,185.2,189.9,190,188.05,36,1819,342733,
500227,"JINDAL POLY FILMS LTD.",B,STK,939.95,976,936.8,965.4,973,931.4,545,5814,5552927,
500228,"JSW STEEL LTD.",A,STK,902.3,910,891,905.55,906,901.3,1209,17294,15599678,
500231,"UMANG DAIRIES LTD.",T,STK,113.5,113.5,103.55,104.75,104,109,98,5433,565361,
500233,"KAJARIA CERAMICS LTD.",A,STK,1166.95,1180.15,1147.85,1169.4,1160,1159.5,841,7469,8660800,
500234,"KAKATIYA CEMENT SUGAR & INDUST",B,STK,188.45,191.7,188.45,189.85,189.85,188.4,18,532,101397,
500235,"KALYANI STEELS LTD.",B,STK,1140.05,1187.95,1140.05,1167.75,1164.85,1166.3,499,4556,5374689,
500238,"WHIRLPOOL OF INDIA LTD.",A,STK,1803.8,1846.85,1803.8,1814.45,1813.3,1840.6,594,2760,5025678,
500239,"KG DENIM LTD.",X,STK,25.49,25.9,24.62,25.56,25.58,24.9,49,5517,139965,
500240,"KINETIC ENGINEERING LTD.",X,STK,164.5,166.45,160.15,162.9,162.8,164.5,134,12693,2060502,
500241,"KIRLOSKAR BROTHERS LTD.",A,STK,2026.75,2126.65,2026.75,2118.9,2110.55,2068.1,1265,7080,14877776,
500243,"KIRLOSKAR INDUSTRIES LTD",B,STK,4157.05,4659.75,4157.05,4605.8,4571.05,4426.85,47,110,492795,
500245,"KIRLOSKAR FERROUS INDUSTRIES L",A,STK,639,648.4,632,646,646,639.45,640,23766,15262463,
