SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6341,6341,6116.05,6277.4,6275.95,6279.6,1294,3614,22566728,
500003,"AEGIS LOGISTICS LTD.",A,STK,766.1,775,715.65,719,723.25,765.35,2460,52968,39037150,
500008,"Amara Raja Energy & Mobility L",A,STK,1095.05,1095.1,1055.2,1066.6,1066.6,1094.95,7006,68095,72471877,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,49.65,50.24,48.5,49.16,49.16,49.63,490,73717,3621121,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,71.49,71.49,68,69.83,69.83,70.29,590,48892,3376711,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,6.9,6.9,6.52,6.8,6.8,6.78,118,10350,69770,
500016,"ARUNA HOTELS LTD.",X,STK,11.23,11.54,10.9,11.21,11.45,11.01,34,8172,90771,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,168.5,168.5,159.55,164.75,164.75,168,2352,143842,23399966,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,315,315,299.25,299.25,299.25,315,13,1555,467551,
500027,"ATUL LTD.",A,STK,6714.05,6789.9,6658.9,6772.85,6782.3,6732.45,238,467,3135115,
500028,"ATV PROJECTS INDIA LTD.",X,STK,40.37,41.6,39.14,39.15,39.15,41.19,321,59210,2336574,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,688.3,688.3,650,656.9,659.5,681.2,1366,9265,6097468,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.75,29.75,28.28,29.09,29.09,29.65,1509,347665,10037021,
500033,"FORCE MOTORS LTD.",A,STK,6590.2,6590.2,6370.35,6514.85,6514.75,6580.2,673,1872,12053668,
500034,"BAJAJ FINANCE LIMITED",A,STK,7310.65,7422.3,7260.45,7391.5,7391.5,7287.05,2263,10493,76947186,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,513.95,513.95,481.9,488.45,486.9,507.45,885,23614,11640171,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,453.65,453.65,430.35,439,440.55,451.85,995,17950,7881216,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2000,2000,1800,1845,1839.35,1974.95,2837,15939,29382129,
500042,"BASF INDIA LTD.",A,STK,4900,4900,4750,4792.25,4852.4,4894.8,778,3419,16430963,
500043,"BATA INDIA LTD.",A,STK,1293.8,1293.8,1261.75,1276.5,1284.75,1289.5,2117,13585,17300339,
500048,"BEML LTD.",A,STK,3681.2,3688.3,3547.15,3607.55,3607.55,3673.65,2346,15964,57404743,
500049,"BHARAT ELECTRONICS LTD.",A,STK,279.35,279.35,266.3,270.35,270.2,278.9,7422,809629,218652310,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,127.9,127.9,121.45,122.45,122.45,125.4,954,33421,4103119,
