SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6849.95,6849.95,6568.8,6618.85,6618.85,6792.3,2443,8198,54580701,
500003,"AEGIS LOGISTICS LTD.",A,STK,795.25,923.05,795.25,846.4,846.4,810.25,22048,745068,659015885,
500008,"Amara Raja Energy & Mobility L",A,STK,1195.8,1197.65,1142.5,1148,1148,1190.05,10376,100728,117063088,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,57.3,57.5,55.8,56.13,56.13,56.82,529,159483,9023992,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,75.99,75.99,72,72.23,72.23,75.44,1026,82644,6045435,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,9.68,9.68,9.68,9.68,9.68,10.18,5,11800,114224,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,7.41,7.59,7,7.02,7.1,7.26,246,30174,214515,
500016,"ARUNA HOTELS LTD.",X,STK,11.36,11.86,10,10.64,11.39,11.61,56,7451,84600,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,193.95,193.95,178.2,179,179,194.05,3057,159494,29292768,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,308.8,308.8,308.8,308.8,308.8,325.05,13,996,307564,
500027,"ATUL LTD.",A,STK,6948.95,6974.6,6787.25,6798.6,6798.6,6881,345,1145,7832139,
500028,"ATV PROJECTS INDIA LTD.",X,STK,46.5,50.8,43,44.99,44.99,46.25,1425,324768,15676127,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,777.3,790,750.55,758.35,750.55,779.45,442,3617,2784916,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,30.79,30.87,28.77,28.92,28.92,30.79,8938,1676736,49399370,
500033,"FORCE MOTORS LTD.",A,STK,7322.7,7322.7,6826.95,6853.7,6870.45,7322.7,1188,3430,24179272,
500034,"BAJAJ FINANCE LIMITED",A,STK,7475.55,7599,7318.05,7347.05,7347.05,7411.5,17232,91591,682926869,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,521.05,525,503.05,505.45,505.45,522.2,2001,35385,18088880,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,483,490,456,460.75,460.75,483,2454,33201,15579290,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2384.75,2384.75,2224.15,2244.2,2266.95,2386.4,2710,23092,52335306,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3667.75,3690,3620.7,3656.2,3661.95,3690.1,18,40,145871,
500042,"BASF INDIA LTD.",A,STK,5469.15,5469.15,5293.2,5348.35,5345,5440.5,456,1411,7558935,
500043,"BATA INDIA LTD.",A,STK,1462,1476.95,1414.4,1425.6,1422.35,1461.05,3488,33860,48840190,
500048,"BEML LTD.",A,STK,4180.95,4180.95,3878.85,3905.2,3905.2,4137.9,1900,10085,40359120,
500049,"BHARAT ELECTRONICS LTD.",A,STK,292.1,292.4,280.5,282.1,282.1,291.95,23341,1174696,335260521,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,132.7,135.5,126.75,127.35,127.4,135.05,2188,151527,19653570,
500058,"BIHAR SPONGE IRON LTD.",X,STK,17.7,17.7,16.27,16.29,16.29,17.12,217,36995,612508,
500059,"BINANI INDUSTRIES LTD.",B,STK,15.3,15.3,14.28,14.34,14.34,14.92,108,4372,63887,
500060,"Birla Cable Limited",B,STK,219.75,219.75,207.05,208.05,208.55,217.5,529,7120,1502574,
500067,"BLUE STAR LTD.",A,STK,2419.95,2419.95,2211.6,2222.45,2233.2,2336.55,2429,24301,56282836,
500068,"DISA INDIA LTD.",B,STK,17000,17200,16198.5,16340.05,16400,16947.75,57,123,2029277,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,540,540,465,468.4,474,479.3,73,1057,510403,
