SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6706.7,6711.95,6567.7,6660.05,6640,6704.5,1173,2715,18003906,
500003,"AEGIS LOGISTICS LTD.",A,STK,1024.9,1035.7,929.05,946.7,946.7,970.2,41515,995413,982933993,
500008,"Amara Raja Energy & Mobility L",A,STK,1150.7,1150.7,1102.2,1107.6,1108.75,1139.15,2500,33932,37968384,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,56.84,57.45,55.8,55.97,55.97,56.84,315,57900,3263589,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,71.73,72.47,71.1,71.88,71.88,71.58,497,73240,5245746,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,7.14,7.29,7.1,7.18,7.2,7.14,147,7885,56642,
500016,"ARUNA HOTELS LTD.",X,STK,12.39,12.79,11.52,11.99,12,12.15,118,23940,291212,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,186.5,186.5,176.95,177.7,177.55,186.5,1319,103692,18727018,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,278.75,308.05,278.75,301.4,307.95,293.4,126,10146,2862167,
500027,"ATUL LTD.",A,STK,6946.5,6946.5,6776.05,6863.65,6834.7,6914.6,165,324,2218720,
500028,"ATV PROJECTS INDIA LTD.",X,STK,51,51,47.01,47.97,48,49.48,892,248567,11949189,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,824.7,824.7,766.3,767.45,769,784.45,275,1577,1226593,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.81,30,29.4,29.56,29.56,29.9,3166,741252,21971380,
500033,"FORCE MOTORS LTD.",A,STK,6842.35,6914.95,6744.65,6852.75,6884,6867.3,1005,2833,19357291,
500034,"BAJAJ FINANCE LIMITED",A,STK,7350.05,7386,7259.7,7353.3,7353.3,7359.7,6283,28555,208859553,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,511.25,518,499.95,501.7,501,509.05,785,21349,10769735,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,487,489.6,469.65,485.15,485.15,481.75,1995,35436,17031249,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2280.3,2284.9,2205.75,2230.25,2228.4,2311.4,1953,15746,35251804,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3643.35,3644.55,3643.35,3644.55,3644.55,3699.15,15,54,196743,
500042,"BASF INDIA LTD.",A,STK,5311.6,5335,5176.95,5188.8,5191,5370.7,899,2748,14378961,
500043,"BATA INDIA LTD.",A,STK,1425.85,1430.3,1388,1420.7,1420.7,1424.9,2116,9934,13985921,
500048,"BEML LTD.",A,STK,3850,3850.2,3715,3732.45,3732.45,3836.4,1228,8069,30277082,
500049,"BHARAT ELECTRONICS LTD.",A,STK,287,287,280.1,282,281.8,286.85,3248,185170,52289166,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,129,130.05,126.75,127.35,127.35,129,977,46620,5962525,
500058,"BIHAR SPONGE IRON LTD.",X,STK,16.87,16.87,16.05,16.32,16.4,16.38,152,12450,202396,
500059,"BINANI INDUSTRIES LTD.",B,STK,14.3,14.46,13.8,14.15,14.15,14.05,43,2608,36478,
500060,"Birla Cable Limited",B,STK,208.35,209,204.2,207.1,207.1,207.45,280,5539,1143336,
500067,"BLUE STAR LTD.",A,STK,2135.1,2160.95,2051.7,2106.8,2106.8,2155.1,4017,38010,79804136,
500068,"DISA INDIA LTD.",B,STK,16120,16370,16120,16330,16330,16375.35,7,583,9531540,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,488.4,489.9,465.5,470.45,470.45,481.75,43,473,224613,
500074,"BPL LTD.",B,STK,107.05,107.05,102.95,103.45,103.8,104.95,164,5585,578921,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,390.05,419.2,390.05,413.8,413.6,420.2,206,1888,777797,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,23.44,23.44,22.73,23.04,23,23.08,206,21496,496151,
500084,"CESC LTD.",A,STK,178.65,178.9,171.05,174.35,174.35,179.35,3693,201290,35086287,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,502.1,504.5,496.15,500.55,499.5,502.1,1247,33006,16531071,
500086,"EXIDE INDUSTRIES LTD.",A,STK,409.3,410.3,402,405.25,405.25,409.05,6532,158580,64235515,
500087,"CIPLA LTD.",A,STK,1498.6,1513,1487.25,1495.05,1496.05,1497.8,2440,21992,32943357,
500089,"DIC INDIA LTD.",B,STK,694.2,711.95,685.6,693.65,693.3,699.65,71,358,249401,
500092,"CRISIL LTD.",A,STK,5875.05,5889,5738.35,5769.75,5764.5,5904.95,659,2328,13496278,
500093,"CG Power and Industrial Soluti",A,STK,720,720,678.8,693.8,693.8,717.5,4303,112550,77974165,
500096,"DABUR INDIA LTD.",A,STK,510.4,514.7,505.3,513.7,513.7,509.15,2588,52243,26708035,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,372,372,360.1,366.25,364.6,365.35,225,3554,1290948,
500101,"ARVIND LTD.",A,STK,426.95,427.65,405.25,409.35,409.35,428.7,1567,31993,13154493,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,225.1,227.5,217.85,222.05,222.05,224.85,8481,477490,105489840,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,385.8,394.8,381.85,391.1,391.1,386.4,3463,119918,46604088,
500106,"IFCI LTD.",A,STK,59.09,59.7,57.76,59.04,59.04,59.37,3244,456571,26769513,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,49.03,49.78,48.35,48.96,48.96,49.52,2332,399518,19492883,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,146.4,154.55,144.75,148.45,148.45,144.5,5850,432492,64875282,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,601.3,636.6,601.3,615.4,615.4,604.15,2814,83771,52097060,
500112,"STATE BANK OF INDIA",A,STK,781,782.5,760.1,771.2,771.2,779,24887,1224097,939408208,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,111.45,111.5,109.1,109.7,109.7,111.5,13278,1306017,143723587,
500114,"TITAN COMPANY LIMITED",A,STK,3504.65,3516.15,3390,3484.9,3484.9,3508.35,7900,124157,428181881,
500116,"IDBI BANK LTD.",A,STK,76.47,76.47,73.2,74.64,74.67,75.68,1847,381757,28337416,
500117,"DCW LTD.",B,STK,90.89,90.89,86.83,87.06,87,89.08,679,51865,4551555,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,158,158,153,155.15,155,157,472,22833,3542695,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,487.3,496,476.2,482.3,477,489.9,105,784,382014,
500123,"ELANTAS BECK INDIA LTD.",B,STK,12797,12797,11800,11996.25,11925,12526.2,192,545,6534173,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1370.9,1404.6,1361.55,1370.6,1374.1,1350.75,4670,81932,113282785,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,892.9,892.9,861.75,866.75,870.2,888.1,1120,13073,11366867,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5179.95,5179.95,5050,5064.35,5057.3,5110.2,102,205,1042182,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,137.5,137.5,132.65,135,135.9,137.55,2081,128509,17304312,
500133,"ESAB INDIA LTD.",A,STK,5552.2,5552.2,5472.55,5531.45,5537,5607.5,41,60,330407,
500135,"EPL LIMITED",A,STK,267.95,267.95,256,258.65,257.9,268.55,1012,42611,11070885,
500136,"ESTER INDUSTRIES LTD.",B,STK,168.9,170,163.65,164.75,164,165.55,810,44014,7344169,
500142,"FGP LTD.",XT,STK,9.71,9.75,9.71,9.71,9.71,9.71,21,1371,13334,
500143,"PH CAPITAL LTD.",XT,STK,344,344.05,326.85,336,336,344.05,117,1698,566502,
500144,"FINOLEX CABLES LTD.",A,STK,1120.9,1127.1,1081.05,1096.55,1097.4,1120.1,902,8817,9703598,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,4130,4167,4050.05,4119.7,4119.7,4036.8,251,1235,5078703,
500148,"UFLEX LTD.",B,STK,526.65,526.65,516.9,522.7,523,525.35,113,1679,875196,
500150,"FOSECO INDIA LTD.",B,STK,4020,4140.6,3965,3980.05,3965,4021.2,52,117,471524,
500151,"GOLDEN TOBACCO LTD.",Z,STK,39.7,39.85,38.06,38.63,38.08,39.7,38,6767,265730,
500153,"GANESH BENZOPLAST LTD.",B,STK,133.6,133.75,130,131.1,133.7,133.6,373,14539,1913579,
500159,"METROGLOBAL LIMITED",X,STK,153.25,159.8,149.3,155,155,153.8,62,2896,452146,
500160,"GTL LTD.",B,STK,12.19,12.34,11.83,11.96,11.94,12.18,305,117758,1408607,
500163,"GODFREY PHILLIPS INDIA LTD.",A,STK,5089.65,5099,4839.95,4861.95,4873.1,4974.1,686,2948,14410477,
500164,"GODREJ INDUSTRIES LTD.",A,STK,1134.95,1134.95,1036.1,1042.85,1040.05,1088.7,1020,6395,6725019,
500165,"KANSAI NEROLAC PAINTS LTD.",A,STK,258,259.4,256.05,257.5,258.15,261,828,13776,3546853,
