SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1050IIFL29,ND,993.55,993.55,993.55,993.55,993.55,993.55,20,19871.00,24-Jan-2025,2,INE413U07319
1075UCL25,N9,1075,1075,1075,1075,1075,1075,3,3225.00,24-Jan-2025,1,INE583D07430
182D130325,TB,98.99,98.99,98.65,98.7,98.7,98.82,300,29634.00,24-Jan-2025,3,IN002024Y241
20MICRONS,EQ,208.78,211,200,201.55,200.01,208.78,179701,36758914.91,24-Jan-2025,4438,INE144J01027
667GS2050,GS,98.39,98.39,95.73,98.39,98.39,97.5,7,681.03,24-Jan-2025,7,IN0020200252
68GS2060,GS,98.45,98.45,97.4,97.4,97.4,98.9,408,39850.70,24-Jan-2025,5,IN0020200187
699GS2026,GS,101.92,101.92,101.91,101.91,101.91,102.3,250,25479.49,24-Jan-2025,2,IN0020230028
71GS2034,GS,103.5,104.7,103.5,103.6,103.6,103.3,491,50848.70,24-Jan-2025,3,IN0020240019
754GS2036,GS,106.83,106.9,106.56,106.59,106.7,106.83,160655,17137768.92,24-Jan-2025,146,IN0020220029
865IFL28,NZ,931,934,930,934,934,937.8,590,548790.00,24-Jan-2025,5,INE530B07385
875SFL27,ZF,1010,1010,1000,1007.8,1007.8,1010,759,761150.60,24-Jan-2025,9,INE721A07PK7
891IIFCL34,N4,1244,1244,1240,1241.5,1241.5,1241.18,97,120485.00,24-Jan-2025,10,INE787H07370
910TCAP28,NA,1066.12,1070,1066.12,1069.03,1070,1070,200,213806.00,24-Jan-2025,3,INE306N08292
957ISFL26,N2,970,970,965,965,965,968.5,388,374425.10,24-Jan-2025,10,INE413U07236
AADHARHFC,EQ,396.75,398.4,382.45,384.65,382.5,395.55,187325,73117783.20,24-Jan-2025,9304,INE883F01010
ABAN,EQ,56.9,56.9,50.81,51.17,51.38,54.77,128162,6760295.94,24-Jan-2025,2709,INE421A01028
ABCAPITAL,EQ,174.27,174.99,169.25,170.43,170.3,174.27,1850615,318140600.42,24-Jan-2025,23464,INE674K01013
ADANIENSOL,EQ,814,816,781,790.45,787,808.8,2773445,2197677585.55,24-Jan-2025,82530,INE931S01010
ADFFOODS,EQ,275.45,278.9,257.8,259.35,260,277.95,186194,49362563.35,24-Jan-2025,6972,INE982B01027
ADORWELD,EQ,1100,1132,1095.4,1109.65,1110,1122.2,11117,12349408.30,24-Jan-2025,1408,INE045A01017
AFFORDABLE,EQ,591.35,594.25,550,567.7,574,586.7,8290,4700162.45,24-Jan-2025,1038,INE692Z01013
AGNI,SM,35,35,34.3,34.3,34.3,35,10000,348250.00,24-Jan-2025,3,INE0LF301013
AHIMSA,ST,55.55,55.55,55.55,55.55,55.55,56.6,3000,166650.00,24-Jan-2025,1,INE136T01014
ALLCARGO,EQ,42.5,43.26,42,42.07,42.1,43.03,1329074,56380981.83,24-Jan-2025,14150,INE418H01029
AMRUTANJAN,EQ,691.7,712.95,682.1,695.7,691.8,702.25,18017,12558690.40,24-Jan-2025,1986,INE098F01031
ANLON,SM,371,376.8,365.2,366.3,365.2,374.55,14400,5326160.00,24-Jan-2025,28,INE0LR101013
APOLLO,EQ,140.11,140.8,130.15,130.71,130.8,140.28,5967535,801309715.80,24-Jan-2025,29659,INE713T01028
ARTEMISMED,EQ,311,311,295.05,297.7,300,311,114645,34426799.00,24-Jan-2025,4759,INE025R01021
ASIANTILES,EQ,62.19,63,60.47,61.4,60.8,62.18,260923,16156746.17,24-Jan-2025,1539,INE022I01019
ASTRON,EQ,19.1,19.35,18.75,18.81,18.97,19.16,18687,352914.61,24-Jan-2025,138,INE646X01014
ATALREAL,BE,13.76,14.28,13.76,14,14,14.05,680950,9703111.32,24-Jan-2025,145,INE0ALR01029
ATL,EQ,33.3,33.88,33,33.35,33.2,33.3,188060,6264773.29,24-Jan-2025,1344,INE0NN701020
ATMASTCO,ST,300.5,300.5,288.75,288.75,288.75,294.65,27600,8167900.00,24-Jan-2025,42,INE05DH01017
AUTOAXLES,EQ,1767.45,1771.7,1735,1760.9,1771,1762.6,3241,5699026.90,24-Jan-2025,483,INE449A01011
AXISGOLD,EQ,68.87,68.87,68.16,68.33,68.3,67.97,140682,9631134.46,24-Jan-2025,1257,INF846K01W80
BANKBEES,EQ,502.98,502.98,495.05,496.17,496.42,499.38,649855,323484148.07,24-Jan-2025,7889,INF204KB15I9
BBTCL,EQ,197.99,200,194.03,196.71,197,196.05,2503,490768.76,24-Jan-2025,611,INE01EE01011
BECTORFOOD,EQ,1499.95,1515.75,1480.6,1486.3,1490,1499.95,48736,72938934.05,24-Jan-2025,8217,INE495P01012
BEPL,EQ,122.65,122.73,118,118.65,118.95,121.9,354111,42407709.60,24-Jan-2025,9606,INE922A01025
BSOFT,EQ,555.5,558,542.1,545.7,544,554.9,1201794,660738950.60,24-Jan-2025,37180,INE836A01035
CANARYS,SM,35.7,35.75,34.8,35,35.2,36.2,84000,2959200.00,24-Jan-2025,21,INE0QG301017
CGCL,EQ,187.9,207.75,187.89,200.6,197,181.76,36691033,7408266382.06,24-Jan-2025,387014,INE180C01042
CPSEETF,EQ,84.8,85.49,83.41,83.69,84,84.51,1358978,114387916.51,24-Jan-2025,10691,INF457M01133
CSLFINANCE,EQ,260.2,270,253.8,265,265.25,258.85,29469,7660311.40,24-Jan-2025,1791,INE718F01018
DCM,EQ,102.75,112.97,102.75,103.61,103.83,102.7,201351,21863797.82,24-Jan-2025,3351,INE498A01018
DCMSHRIRAM,EQ,1148,1167.1,1129.55,1151.1,1137.3,1170.65,50556,58225672.00,24-Jan-2025,7633,INE499A01024
DEEPAKFERT,EQ,1179.55,1194,1154,1168.6,1160,1179.55,406085,476849893.05,24-Jan-2025,23557,INE501A01019
DMCC,BE,371,383,355,360.9,356.85,366.45,6825,2508442.10,24-Jan-2025,149,INE505A01010
DRL,SM,17,17,17,17,17,16.2,12000,204000.00,24-Jan-2025,2,INE704V01015
DUCOL,SM,120.6,128.5,120.5,122.65,122.5,125.75,20800,2560960.00,24-Jan-2025,24,INE0LZO01015
EIFFL,EQ,180.05,180.05,167.75,173.99,176.5,175.57,37985,6540717.44,24-Jan-2025,853,INE546V01010
ENGINERSIN,EQ,173,173.87,165.55,167.22,166.74,172.31,1618453,273217976.51,24-Jan-2025,33511,INE510A01028
ENVIRO,SM,117,117,112,112.1,112,113.75,42000,4792100.00,24-Jan-2025,20,INE0SUH01015
EPL,EQ,222,225.45,214.2,215.25,216.95,221.35,757336,164869374.95,24-Jan-2025,31352,INE255A01020
FIBERWEB,EQ,50.8,50.88,48.5,48.68,48.55,50.73,65919,3244744.89,24-Jan-2025,749,INE296C01020
FORCAS,ST,103.8,105.85,103.5,105.85,105.85,103.8,257600,26827840.00,24-Jan-2025,26,INE0U2501017
GALAXYSURF,EQ,2379,2395.25,2324.85,2349.05,2350,2379.5,16662,39142741.25,24-Jan-2025,2347,INE600K01018
GANECOS,EQ,1701.85,1712.95,1616.7,1622.4,1624,1701.85,40895,67375316.90,24-Jan-2025,9091,INE845D01014
GANESHIN,SM,151.5,161.7,149.45,153.3,153.1,150.25,491200,76590560.00,24-Jan-2025,201,INE0TVT01024
GEEKAYWIRE,EQ,89.03,90.31,88.9,89.22,89.48,89.84,24512,2190579.69,24-Jan-2025,791,INE669X01024
GENUSPOWER,EQ,350.85,352.15,333.35,335.4,340.4,351.5,361539,123388063.50,24-Jan-2025,8590,INE955D01029
GILLETTE,EQ,9500,9548.65,9326.15,9389.1,9326.2,9528.85,6442,61077888.95,24-Jan-2025,2074,INE322A01010
GODFRYPHLP,EQ,4305,4540,4286.4,4346.35,4355,4332.45,69869,309329792.55,24-Jan-2025,18444,INE260B01028
GTECJAINX,BE,35.64,35.64,35,35.5,35.5,35.64,373,13078.44,24-Jan-2025,10,INE586X01012
GVPTECH,EQ,11.02,11.02,10.4,10.42,10.45,10.81,31662,336466.11,24-Jan-2025,351,INE382T01030
HDFCSILVER,EQ,89.03,89.03,88.01,88.77,88.67,87.98,439700,38963021.45,24-Jan-2025,1221,INF179KC1DI2
HERITGFOOD,EQ,437.8,438.5,424.2,431.6,429.95,435.65,384922,166185385.15,24-Jan-2025,8568,INE978A01027
HINDCON,BE,40.99,40.99,39.5,40.34,40,40.99,19939,802846.23,24-Jan-2025,265,INE642Y01029
IDENTICAL,ST,52,52,51.5,51.5,51.5,54.2,120000,6183000.00,24-Jan-2025,34,INE0TD101011
IFBAGRO,EQ,548.15,551.45,546,548,546,548.6,851,467184.65,24-Jan-2025,137,INE076C01018
IIFLZC28A,NU,1108,1108,1108,1108,1108,1095.09,10,11080.00,24-Jan-2025,1,INE530B07278
INDHOTEL,EQ,775.05,789.6,772.6,781.2,779,775.1,3252107,2548503460.70,24-Jan-2025,71229,INE053A01029
INDIANB,EQ,516.7,519.95,498.1,501.25,501.85,516.7,781339,395176494.00,24-Jan-2025,20707,INE562A01011
INDIGOPNTS,EQ,1259.55,1290.7,1223.1,1227.15,1225,1259.55,81842,102502011.70,24-Jan-2025,11937,INE09VQ01012
INOXWIND,EQ,149.46,150.05,141.6,142.89,143.4,149.45,7334456,1064619519.21,24-Jan-2025,80968,INE066P01011
IRBINVIT,IV,60.1,60.1,59.5,59.83,59.97,60,117403,7035110.71,24-Jan-2025,768,INE183W23014
IRCON,EQ,211.55,211.85,204.3,205.45,204.78,210.95,3940638,817338400.13,24-Jan-2025,47640,INE962Y01021
IWEL,EQ,9075,9075,8387,8426.9,8459,8827.8,7506,64554808.45,24-Jan-2025,2589,INE0FLR01028
JAIBALAJI,EQ,153.8,154.7,146.2,149.45,147,154.3,337001,51036754.50,24-Jan-2025,2111,INE091G01026
JAICORPLTD,EQ,138.25,140.7,131.15,131.15,131.15,138.05,1237771,165347610.15,24-Jan-2025,11361,INE070D01027
JBMA,EQ,1532.85,1532.85,1460.75,1476.9,1475,1510.2,112358,167694721.10,24-Jan-2025,12030,INE927D01044
JINDALSTEL,EQ,899,908,881,882.8,881.55,893,2053984,1832212629.50,24-Jan-2025,61777,INE749A01030
JISLDVREQS,EQ,38.35,38.5,36.85,37.29,37.95,37.99,25126,944279.15,24-Jan-2025,619,IN9175A01010
JITFINFRA,EQ,607.3,635.95,600.5,618.6,622,610.2,43309,26869225.70,24-Jan-2025,2873,INE863T01013
JSFB,EQ,420.05,459.95,408,423.45,419,432.6,2037113,890081957.55,24-Jan-2025,31233,INE953L01027
JSWHL,BE,19001.1,19149,17754.55,18082.9,18350,18689,4768,86463961.05,24-Jan-2025,1205,INE824G01012
KARNIKA,ST,395,404.95,388,388,388,391.9,10000,3920740.00,24-Jan-2025,18,INE0MGA01012
KCPSUGIND,EQ,43.29,43.29,42,42.26,42.15,43.09,77173,3271091.36,24-Jan-2025,1181,INE790B01024
KEEPLEARN,BE,4.22,4.24,3.93,3.94,3.93,4.14,14597,58403.85,24-Jan-2025,122,INE055C01020
KERNEX,BE,1259.6,1296.9,1204.6,1222.75,1222.5,1268,52349,64470232.35,24-Jan-2025,2648,INE202H01019
KIMS,EQ,622.3,623,602.3,606.05,604.9,618.4,230642,140456475.70,24-Jan-2025,34539,INE967H01025
KITEX,BE,223,224,214.5,214.5,214.5,225.75,208355,45198756.50,24-Jan-2025,3128,INE602G01020
KKJEWELS,ST,237,242.65,236.1,236.1,236.1,248.5,53000,12606850.00,24-Jan-2025,49,INE0XOW01017
KLL,SM,94.75,97.3,92.3,92.6,92.3,96,26400,2493080.00,24-Jan-2025,31,INE0Q2V01012
KRISHIVAL,SM,230,245,230,241.65,245,241.2,2000,477475.00,24-Jan-2025,4,INE0GGO01015
KSB,EQ,690.4,691.05,675.1,677.55,678.3,686.75,76685,52177552.00,24-Jan-2025,9679,INE999A01023
KSL,EQ,962.05,965,922,929.25,932,957.45,27084,25357450.35,24-Jan-2025,3427,INE907A01026
KSOLVES,EQ,1032.15,1032.15,972.05,1002.7,1006.85,1017.2,41509,41281423.40,24-Jan-2025,3856,INE0D6I01015
LGBBROSLTD,EQ,1258,1264.65,1230.05,1249.35,1261.5,1254.4,9328,11632567.85,24-Jan-2025,1082,INE337A01034
LICMFGOLD,EQ,7379.9,7379.9,7299.05,7364.95,7364.95,7283.1,1205,8874063.30,24-Jan-2025,106,INF397L01554
LOYALTEX,BE,318,322.7,318,321.9,322.7,316.3,65,20747.75,24-Jan-2025,5,INE970D01010
MADHAVBAUG,SM,122,122,122,122,122,122,400,48800.00,24-Jan-2025,1,INE0JR301013
MAGNUM,EQ,38.49,38.69,36.8,36.94,36.8,38.05,32396,1216882.43,24-Jan-2025,575,INE387I01016
MAKEINDIA,EQ,139,139,132.51,132.94,133.05,134.97,12207,1633802.24,24-Jan-2025,424,INF769K01IB1
MAKS,SM,33.5,33.55,33.5,33.55,33.55,33.5,4500,150825.00,24-Jan-2025,2,INE0CDK01019
MALUPAPER,EQ,43.24,44.39,43,43.17,43,43,6742,292483.98,24-Jan-2025,216,INE383H01017
MAMATA,EQ,408,439.15,406.1,421.3,420.55,406.2,1425995,604871491.35,24-Jan-2025,56664,INE0TO701015
MANAKALUCO,EQ,30.27,30.58,28.9,29.16,29,30.18,10712,318231.89,24-Jan-2025,218,INE859Q01017
MANALIPETC,EQ,61.35,61.35,58.5,59.06,59.1,60.93,159894,9521384.94,24-Jan-2025,2139,INE201A01024
MIDCAP,EQ,154.95,154.95,149.7,150.84,150.9,152.87,13827,2095811.97,24-Jan-2025,463,INF174KA1IB3
MIDHANI,EQ,321.25,328.1,317.25,320.55,323,325.35,149048,48094468.60,24-Jan-2025,11321,INE099Z01011
MODIRUBBER,EQ,119.99,119.99,113,113.04,113,115.47,324,37479.65,24-Jan-2025,52,INE832A01018
MOLOWVOL,EQ,36.7,36.7,35.74,35.81,35.83,35.97,4971,178248.39,24-Jan-2025,48,INF247L01BL0
MONIFTY500,EQ,22.04,22.09,21.76,21.96,22.07,21.83,162563,3565342.66,24-Jan-2025,931,INF247L01BU1
MPHASIS,EQ,2861,3078.4,2754.55,3009.3,3011.1,2918.95,4727360,14084281192.15,24-Jan-2025,329738,INE356A01018
MURUDCERA,EQ,44.7,46,42.8,43.23,43.78,44.88,69609,3039319.63,24-Jan-2025,1153,INE692B01014
MUTHOOTCAP,EQ,299.5,299.5,289.9,291.8,293.45,297.95,15259,4468454.65,24-Jan-2025,885,INE296G01013
NAVKARCORP,EQ,148.1,151.01,141.23,142.84,142.66,149.11,520476,75122666.64,24-Jan-2025,8946,INE278M01019
NCLIND,EQ,203.11,208.66,202,203.15,205,206.18,63326,12997334.89,24-Jan-2025,2331,INE732C01016
NEOGEN,EQ,1900,1920.4,1805.15,1823.25,1810.05,1899.25,29539,54740618.25,24-Jan-2025,3694,INE136S01016
NESTLEIND,EQ,2202,2222.75,2190.1,2207.9,2209.9,2198.95,663600,1467436084.85,24-Jan-2025,43167,INE239A01024
NETF,EQ,249.55,254.4,246.8,247.67,249.08,251.84,2185,543248.34,24-Jan-2025,178,INF277K015R5
NEULANDLAB,EQ,13899.95,14335.6,13650,13782.35,13658,13857.5,47012,658571823.15,24-Jan-2025,15814,INE794A01010
NIBL,BE,25.89,25.89,25.69,25.69,25.69,26.22,4523,116197.87,24-Jan-2025,18,INE047O01014
NITINSPIN,EQ,402.3,409.5,384,389.65,388.5,403.95,109091,42826638.60,24-Jan-2025,4315,INE229H01012
NRL,BE,99.62,102.5,97.21,98.87,100,101.1,102408,10216133.23,24-Jan-2025,375,INE0JM501013
NTPC,EQ,324.8,329.9,322.1,323.65,324,323.65,7492600,2438700713.40,24-Jan-2025,104318,INE733E01010
NUVOCO,EQ,350.5,354.4,347.5,350.75,352,355.8,110236,38671975.30,24-Jan-2025,8341,INE118D01016
NV20IETF,EQ,15.18,15.18,14.55,14.75,14.76,14.78,714988,10591928.10,24-Jan-2025,2745,INF109KC11V0
ODIGMA,BE,63.5,63.5,62.78,62.78,62.78,64.07,9205,578507.66,24-Jan-2025,288,INE054301028
ONYX,ST,79.8,80,74.45,74.45,74.45,77,10000,787700.00,24-Jan-2025,5,INE0WVU01018
ORIANA,SM,1840,1879,1674,1684,1677.85,1836.85,199800,345685518.75,24-Jan-2025,2020,INE0OUT01019
ORIENTALTL,EQ,10.46,10.46,9.91,10.01,10.09,10.35,258715,2636647.43,24-Jan-2025,638,INE998H01012
ORIENTLTD,BE,97.85,98.29,94.15,96.91,97,98.29,7726,735773.59,24-Jan-2025,102,INE609C01024
PALASHSECU,EQ,146.82,148.95,143.1,144.59,145.67,145.18,7189,1045372.87,24-Jan-2025,661,INE471W01019
PAVNAIND,EQ,564,564,500,505.55,510,521.4,44472,23236106.15,24-Jan-2025,1874,INE07S101020
PGHH,EQ,14574,14687.5,14425,14618.6,14600,14478.5,2741,40019401.50,24-Jan-2025,1370,INE179A01014
PHARMABEES,EQ,22.94,22.94,22.23,22.33,22.36,22.79,3473053,77813281.29,24-Jan-2025,20501,INF204KC1089
PLAZACABLE,EQ,73.94,75,72.8,73.26,73.9,72.85,37004,2737278.96,24-Jan-2025,1101,INE0INJ01017
