SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6618.25,6742.6,6618.25,6704.5,6680,6618.85,1437,4261,28522327,
500003,"AEGIS LOGISTICS LTD.",A,STK,859,1015.65,855,970.2,970.2,846.4,17737,633579,583334908,
500008,"Amara Raja Energy & Mobility L",A,STK,1140.1,1162.7,1137.05,1139.15,1139.15,1148,5967,87713,100744895,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,56.13,57.5,55.64,56.84,56.84,56.13,236,55832,3169622,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,72.33,73.4,70,71.58,71.58,72.23,653,65734,4738993,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,7.1,7.3,7.03,7.14,7.14,7.02,147,14462,104563,
500016,"ARUNA HOTELS LTD.",X,STK,11.48,12.29,10.77,12.15,12.15,10.64,125,40965,486553,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,181.45,188,178.95,186.5,186.5,179,1366,65753,12068531,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,293.4,293.4,293.4,293.4,293.4,308.8,11,536,157262,
500027,"ATUL LTD.",A,STK,6830.4,6946.7,6830.4,6914.6,6904.3,6798.6,166,475,3283012,
500028,"ATV PROJECTS INDIA LTD.",X,STK,43.5,49.48,42.71,49.48,49.48,44.99,1280,292869,14051098,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,759,794,753,784.45,783.8,758.35,164,865,667919,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.01,30.07,28.98,29.9,29.9,28.92,1977,489495,14412205,
500033,"FORCE MOTORS LTD.",A,STK,6830.2,6961.35,6830.2,6867.3,6842.3,6853.7,600,1776,12277450,
500034,"BAJAJ FINANCE LIMITED",A,STK,7347.25,7442.95,7302.6,7359.7,7343.3,7347.05,5018,24482,180483254,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,505.55,510.95,494.35,509.05,503.4,505.45,1034,23037,11595162,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,462.4,485,458.05,481.75,480.65,460.75,2216,42027,19828574,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2207,2323.9,2207,2311.4,2311.4,2244.2,820,5143,11741127,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3656.2,3708.8,3638.1,3699.15,3708.8,3656.2,15,47,172858,
500042,"BASF INDIA LTD.",A,STK,5250.25,5435,5250.25,5370.7,5350,5348.35,343,1340,7219054,
500043,"BATA INDIA LTD.",A,STK,1420.25,1440.45,1417.55,1424.9,1425,1425.6,1514,8631,12319947,
500048,"BEML LTD.",A,STK,3960.5,3960.5,3811.05,3836.4,3840.35,3905.2,2382,14127,54459074,
500049,"BHARAT ELECTRONICS LTD.",A,STK,281.75,288.25,281.15,286.85,286.35,282.1,4973,482951,137574048,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,126.2,132,126.2,129,129.4,127.35,1826,145262,18569973,
500058,"BIHAR SPONGE IRON LTD.",X,STK,15.88,17.1,15.66,16.38,16.4,16.29,151,23182,377420,
500059,"BINANI INDUSTRIES LTD.",B,STK,14.63,15.04,14,14.05,14.6,14.34,39,1242,17447,
500060,"Birla Cable Limited",B,STK,209,209.75,205.25,207.45,208.35,208.05,333,4487,930289,
500067,"BLUE STAR LTD.",A,STK,2222.5,2222.5,2110,2155.1,2148.15,2222.45,1687,160521,346180034,
500068,"DISA INDIA LTD.",B,STK,16044.05,16599.95,16044.05,16375.35,16301,16340.05,25,63,1026536,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,474,494.95,462,481.75,468,468.4,61,1262,598116,
500074,"BPL LTD.",B,STK,103,106,102.5,104.95,104.95,101.85,354,15610,1634676,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,425.2,429.55,408,420.2,422.6,410.8,292,5743,2400377,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,22.95,23.15,22.9,23.08,23.08,22.85,114,16813,386751,
500084,"CESC LTD.",A,STK,176.35,181.6,176,179.35,179.35,176.15,3369,425465,75660167,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,476.15,505.4,476.15,502.1,502.1,479.65,3423,127998,63689739,
500086,"EXIDE INDUSTRIES LTD.",A,STK,407.5,415.3,404.2,409.05,409.05,409.1,8063,202517,82932452,
500087,"CIPLA LTD.",A,STK,1490.55,1509,1488.75,1497.8,1497.8,1490.55,1333,17589,26355847,
500089,"DIC INDIA LTD.",B,STK,707.95,716.3,677,699.65,701.45,621.8,138,1283,893895,
500092,"CRISIL LTD.",A,STK,6000.35,6119.05,5875,5904.95,5890,5945.3,1013,2903,17279556,
500093,"CG Power and Industrial Soluti",A,STK,716.55,728.15,710,717.5,717.5,714.3,3502,69441,49987054,
500096,"DABUR INDIA LTD.",A,STK,506.45,512.55,503.95,509.15,509.15,504.8,1642,54030,27458907,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,351.05,369.5,351.05,365.35,363.95,355.8,559,9109,3312207,
500101,"ARVIND LTD.",A,STK,391.5,430.05,391.5,428.7,428.7,398.65,3106,82408,34808794,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,220.4,226.15,218.6,224.85,224.3,219.8,3787,348011,77598323,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,389.5,397.5,385.35,386.4,386.4,388.5,2022,74509,29077388,
500106,"IFCI LTD.",A,STK,57.81,60.39,57.81,59.37,59.37,57.81,6230,861628,51068315,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,48.27,50.16,47.95,49.52,49.52,48.21,1702,277506,13615018,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,144,149.35,144,144.5,144.5,143.8,1436,104954,15244743,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,596.9,615.5,596.9,604.15,606.15,597.9,1990,56668,34455549,
500112,"STATE BANK OF INDIA",A,STK,778.05,783.75,775.1,779,779,776.75,16967,563547,438608210,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,110.3,112.25,110.3,111.5,111.5,110.3,4794,407512,45476159,
500114,"TITAN COMPANY LIMITED",A,STK,3499.5,3575.65,3482.45,3508.35,3494.7,3469.75,6491,67906,239608489,
500116,"IDBI BANK LTD.",A,STK,74.06,75.87,74,75.68,75.68,73.81,1366,265089,19891715,
500117,"DCW LTD.",B,STK,87.9,90.22,86.17,89.08,89.08,86.35,1395,115209,10161387,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,156.05,158.4,155.5,157,158,155.65,688,26965,4238912,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,487.7,501.05,486.45,489.9,489.9,482.35,17,79,38838,
500123,"ELANTAS BECK INDIA LTD.",B,STK,12740,12740,11501,12526.2,12640,12351.45,298,1284,15559657,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1350.65,1373,1347.5,1350.75,1350.75,1350.65,6612,116081,157902077,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,865,892,865,888.1,890.4,880.1,940,12413,10980470,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5050.05,5125,5040,5110.2,5098.1,5075.25,102,222,1128782,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,133.55,138,133.2,137.55,137.5,132.15,1985,123951,16838714,
500133,"ESAB INDIA LTD.",A,STK,5698,5698,5600,5607.5,5601,5708.35,17,38,213699,
500135,"EPL LIMITED",A,STK,254.45,271.05,252.4,268.55,268.55,250.4,2443,90443,23895518,
500136,"ESTER INDUSTRIES LTD.",B,STK,162,166.75,159.95,165.55,165.55,159.65,575,26764,4382496,
500142,"FGP LTD.",XT,STK,9.71,9.71,9.71,9.71,9.71,9.9,16,1499,14555,
500143,"PH CAPITAL LTD.",XT,STK,324.7,358,324.7,344.05,344,341.75,145,3195,1061006,
500144,"FINOLEX CABLES LTD.",A,STK,1106.35,1126.05,1100,1120.1,1124.4,1105.65,1313,13718,15271864,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,4189.9,4189.9,3944,4036.8,4038,4067.8,487,2510,10108354,
500148,"UFLEX LTD.",B,STK,515,531.9,509.85,525.35,524.1,513.25,119,1546,809063,
500150,"FOSECO INDIA LTD.",B,STK,4015,4040.2,4002.15,4021.2,4040.1,3987.9,17,29,116704,
500151,"GOLDEN TOBACCO LTD.",Z,STK,39.9,40.1,39.1,39.7,39.7,40.95,18,937,37307,
500153,"GANESH BENZOPLAST LTD.",B,STK,128.05,134.7,128.05,133.6,133.45,130.05,90,2555,340066,
