SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,6519.8,6539.95,6364.55,6406.25,6406.25,6482.3,2224,6865,44293949,
500003,"AEGIS LOGISTICS LTD.",A,STK,905.45,916.9,820.5,830.85,830.85,888.4,7769,237911,204390009,
500008,"Amara Raja Energy & Mobility L",A,STK,1102.05,1107,1061.55,1079.45,1079.45,1101.95,10633,119715,128697980,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,54.31,55.35,52.8,53.1,53.1,54.96,543,80646,4336468,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,73.5,73.5,70.05,71.02,71.7,72.06,606,54618,3885805,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,7.28,7.28,7,7.06,7.04,7.17,118,12096,85329,
500016,"ARUNA HOTELS LTD.",X,STK,11.67,12.44,11.05,11.1,11.11,11.67,64,11744,133393,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,170.15,173.45,165.7,166.45,166.7,172.4,1510,125173,21107374,
500023,"ASIAN HOTELS (NORTH) LIMITED",T,STK,274.5,284,274.5,276.45,276.45,288.9,17,435,119910,
500027,"ATUL LTD.",A,STK,6926,6943.7,6764,6793.45,6789.8,6916.15,295,688,4700178,
500028,"ATV PROJECTS INDIA LTD.",X,STK,45,46.6,43.43,44.76,44.76,45.71,786,123951,5564962,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,780,780,753,759.35,758,767.55,312,1397,1060363,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,29.1,29.34,27.85,27.95,27.95,29.1,5832,1193663,33823707,
500033,"FORCE MOTORS LTD.",A,STK,6680.35,6681.45,6416.85,6524.25,6524.25,6546.7,1029,3641,23685645,
500034,"BAJAJ FINANCE LIMITED",A,STK,7270.15,7367.4,7215.3,7277.45,7277.45,7277.75,5513,29391,214287068,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,490.35,495.9,483,490.25,491,495.9,1223,24324,11902622,
500039,"BANCO PRODUCTS (INDIA) LTD.",B,STK,489.2,489.2,464.05,475.05,475.05,487.5,2057,32813,15523752,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,2133.8,2180.8,2044,2081.2,2080,2167.15,2265,16316,33940116,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3665,3670.05,3665,3670.05,3670.05,3644.7,3,5,18330,
500042,"BASF INDIA LTD.",A,STK,5330,5330,5100,5115.3,5121,5285.3,939,3301,17007709,
500043,"BATA INDIA LTD.",A,STK,1391.6,1445.35,1391.6,1426.35,1427,1412.55,1169,6071,8684893,
500048,"BEML LTD.",A,STK,3786,3786,3658.55,3699.8,3699.8,3778.15,1010,7565,28081959,
500049,"BHARAT ELECTRONICS LTD.",A,STK,279.75,280.55,270.05,271,271,281.2,10028,827534,227427774,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,126.1,126.7,121.6,122.55,122.55,127.3,1576,76481,9488072,
500058,"BIHAR SPONGE IRON LTD.",X,STK,16.8,16.8,15.65,15.88,16.19,16.47,142,33672,539262,
500059,"BINANI INDUSTRIES LTD.",B,STK,13.76,13.77,13.31,13.35,13.31,13.76,100,1300,17477,
500060,"Birla Cable Limited",B,STK,200.45,205.8,197,198.9,199.3,204.35,555,7301,1468208,
500067,"BLUE STAR LTD.",A,STK,2035.45,2035.45,1961.85,1975.4,1967.95,2015.8,2021,20242,40272600,
500068,"DISA INDIA LTD.",B,STK,16000,16010,15499.95,16000,16000,16084,70,264,4160917,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,470,478,458.05,470.1,470.1,463.8,26,185,86604,
500074,"BPL LTD.",B,STK,100.4,104.1,97.95,99.7,100,101.3,586,21585,2173278,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,403.75,413.2,393.05,395.3,395,406.05,419,4990,2008108,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,23.15,23.5,21.98,23,23,22.76,203,34114,779492,
500084,"CESC LTD.",A,STK,171.2,171.25,161.65,162.5,162.5,170.05,8413,989434,164718691,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,492.4,492.5,476.05,481.4,481.5,492.3,2487,59393,28686749,
500086,"EXIDE INDUSTRIES LTD.",A,STK,397.6,398.4,386.7,389.25,389.25,397.6,9963,229012,89537617,
500087,"CIPLA LTD.",A,STK,1487.2,1497.45,1466,1470.05,1475.25,1488.15,3513,796077,1183434155,
500089,"DIC INDIA LTD.",B,STK,678.5,690,661.15,662.35,661.15,665.2,28,150,101012,
500092,"CRISIL LTD.",A,STK,5880,5880,5630.5,5678.95,5737,5676.3,1299,4676,26881385,
500093,"CG Power and Industrial Soluti",A,STK,678.75,678.75,648.25,650.3,650.3,678.9,9426,183728,121530158,
500096,"DABUR INDIA LTD.",A,STK,519.9,521.85,514.15,517.8,517.1,521.05,3261,159236,82734239,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,359.95,360,344.35,347.15,346.7,358.8,820,10341,3613465,
500101,"ARVIND LTD.",A,STK,405.9,405.9,381.4,384.4,384.4,398.35,1852,45173,17503730,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,216.15,216.7,203.15,204.5,204.5,216.4,22856,1275540,265739976,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,385.6,393.05,379.6,388.4,388.4,384.95,3246,140948,54468857,
500106,"IFCI LTD.",A,STK,57.49,57.9,54.11,54.29,54.29,57.61,10910,1688686,93383626,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",A,STK,47.01,47.89,44.85,45.15,45.15,47.07,2013,419852,19186432,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,146.05,146.1,140.3,140.7,140.7,145.9,876,72534,10317999,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,611.65,611.65,594.1,601.9,601.9,611.2,1053,28419,17160146,
500112,"STATE BANK OF INDIA",A,STK,760.35,760.8,742,743.15,743.15,760.35,12990,454472,340369228,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,108.4,109.05,104.8,106,106,108.25,8770,1252742,133610250,
500114,"TITAN COMPANY LIMITED",A,STK,3470,3487.95,3429,3439.35,3439.35,3488.05,4449,35316,122079725,
500116,"IDBI BANK LTD.",A,STK,73.01,73.35,68.9,69.4,69.4,73.26,2450,422845,29735499,
500117,"DCW LTD.",B,STK,86.06,86.98,82.23,83.92,83.7,86.64,818,76522,6419804,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,152.95,152.95,146,146.45,146.9,152.05,405,14378,2145578,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,491.2,491.2,477,478.75,481.55,489.45,84,960,461331,
500123,"ELANTAS BECK INDIA LTD.",B,STK,11750,11979.85,11151.55,11776.95,11611.05,11653.7,134,575,6682503,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1365,1385,1352.4,1354.2,1354.2,1371.6,3838,51858,70825312,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,841.5,845.8,806.9,816.55,818.7,845.8,2316,33700,27641240,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5120,5320,4979.8,5246.25,5246.25,5092,328,691,3575836,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,136,136,125.6,126.25,126.4,130.95,1350,79797,10201962,
500133,"ESAB INDIA LTD.",A,STK,5480,5523.35,5349.25,5369.15,5349.3,5536.45,164,431,2332993,
500135,"EPL LIMITED",A,STK,247.05,250.4,240.35,248.85,248.85,247.05,2259,69078,17000634,
500136,"ESTER INDUSTRIES LTD.",B,STK,155,164.3,150.9,156.95,156.8,156.9,1616,65922,10284096,
500142,"FGP LTD.",XT,STK,9.68,9.68,9.53,9.53,9.53,9.72,8,170,1636,
500143,"PH CAPITAL LTD.",XT,STK,319.2,321,303.9,311.2,311.2,319.85,116,3285,1013001,
500144,"FINOLEX CABLES LTD.",A,STK,1089.2,1090,1035.85,1038.4,1046.6,1086.8,2385,25933,27274914,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,3980,4047.5,3799.95,3965.15,3955,4018.55,372,2208,8701000,
500148,"UFLEX LTD.",B,STK,514.05,515.6,495.4,498.9,505.65,517.65,364,3525,1773740,
500150,"FOSECO INDIA LTD.",B,STK,4133,4133,4029,4029.05,4029,4142.6,33,52,210748,
500151,"GOLDEN TOBACCO LTD.",Z,STK,39.4,39.8,38,38,38,39.4,23,2704,105161,
500153,"GANESH BENZOPLAST LTD.",B,STK,137.9,137.9,130.25,130.6,130.6,137.35,404,14570,1925830,
